pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
404.206,9H 18M 29.4789999999994S,13.6123,4.557283,2.4261,0.1785,1.814306,13.598836,13.5527,38.6254,29.0884,3.7198,161.432,0,33509.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.843,9H 18M 30.4789999999994S,13.612,4.557215,2.4267,0.1819,1.8144078,13.59952,13.5524,38.6252,29.0883,3.7233,161.582,0,33510.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.715,9H 18M 31.4789999999994S,13.6119,4.557202,2.4282,0.1801,1.8146113,13.598836,13.5523,38.6252,29.0884,3.7275,161.767,0,33511.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.996,9H 18M 32.4789999999994S,13.6123,4.557263,2.429,0.1715,1.8142552,13.598836,13.5527,38.6253,29.0883,3.7259,161.697,0,33512.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
404.122,9H 18M 33.4789999999994S,13.6119,4.557231,2.4293,0.1568,1.814306,13.598836,13.5523,38.6253,29.0884,3.7251,161.662,0,33513.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.86,9H 18M 34.4789999999994S,13.6119,4.557221,2.429,0.1489,1.8142043,13.598836,13.5523,38.6254,29.0884,3.7228,161.56,0,33514.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.79,9H 18M 35.4789999999994S,13.6121,4.557235,2.4285,0.1644,1.8138482,13.598836,13.5525,38.6254,29.0884,3.7214,161.499,0,33515.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
404.012,9H 18M 36.4789999999994S,13.6117,4.557192,2.4282,0.1656,1.8143569,13.59952,13.5521,38.6252,29.0884,3.7233,161.583,0,33516.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.968,9H 18M 37.4789999999994S,13.6114,4.557146,2.4284,0.1503,1.8146113,13.600204,13.5518,38.6251,29.0883,3.7241,161.618,0,33517.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.83,9H 18M 38.4789999999994S,13.6116,4.557171,2.4291,0.1577,1.8144078,13.598836,13.552,38.6253,29.0885,3.7264,161.715,0,33518.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.931,9H 18M 39.4789999999994S,13.6115,4.557164,2.4292,0.1505,1.8144587,13.598836,13.5519,38.6253,29.0885,3.7228,161.559,0,33519.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
404.009,9H 18M 40.4789999999994S,13.6113,4.557131,2.4278,0.1494,1.8142552,13.598836,13.5517,38.625,29.0883,3.7174,161.326,0,33520.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.902,9H 18M 41.4789999999994S,13.6112,4.55712,2.427,0.1386,1.8141026,13.598836,13.5516,38.6251,29.0884,3.72,161.437,0,33521.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.803,9H 18M 42.4789999999994S,13.6111,4.557106,2.4277,0.1419,1.8146113,13.598152,13.5515,38.6251,29.0884,3.7234,161.584,0,33522.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.856,9H 18M 43.4789999999994S,13.6111,4.557115,2.4275,0.1555,1.8145095,13.598836,13.5515,38.6251,29.0884,3.7208,161.472,0,33523.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.747,9H 18M 44.4789999999994S,13.610900000000001,4.557082,2.4277,0.164,1.814306,13.598836,13.5513,38.6251,29.0885,3.7231,161.573,0,33524.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.587,9H 18M 45.4789999999994S,13.6108,4.557062,2.428,0.1636,1.8143569,13.598836,13.5512,38.6251,29.0885,3.7237,161.598,0,33525.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.566,9H 18M 46.4789999999994S,13.6105,4.557016,2.4286,0.1638,1.814306,13.598836,13.551,38.6249,29.0884,3.7263,161.714,0,33526.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.608,9H 18M 47.4789999999994S,13.6102,4.556988,2.4296,0.1681,1.8143569,13.598836,13.5507,38.6249,29.0885,3.7262,161.71,0,33527.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
403.364,9H 18M 48.4789999999994S,13.6106,4.557044,2.4286,0.1561,1.8146622,13.598836,13.5511,38.6252,29.0886,3.7205,161.463,0,33528.479,NA,Sep,14,2021,NA,NA,NA,NA,NA,NA,NA,14 Sep 2021
