pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
405.497,10H 33M 1.47899999999936S,13.6539,4.562742,2.1835,0.1819,1.8377086,13.637132,13.5939,38.6348,29.0869,3.2364,140.451,0,37981.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
405.017,10H 33M 2.47899999999936S,13.6549,4.562834,2.1828,0.1833,1.8377594,13.637816,13.5951,38.6348,29.0867,3.2301,140.177,0,37982.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.421,10H 33M 3.47899999999936S,13.6555,4.562891,2.1817,0.1911,1.8376577,13.635765,13.5957,38.6351,29.0867,3.2313,140.231,0,37983.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.629,10H 33M 4.47899999999936S,13.6547,4.562776,2.1827,0.1881,1.8373524,13.637132,13.5948,38.6348,29.0867,3.235,140.392,0,37984.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
405.104,10H 33M 5.47899999999936S,13.6533,4.562661,2.1826,0.1923,1.8375559,13.636449,13.5934,38.6348,29.087,3.2335,140.328,0,37985.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.922,10H 33M 6.47899999999936S,13.6545,4.562783,2.1826,0.1857,1.8372507,13.634397,13.5946,38.6349,29.0868,3.2315,140.241,0,37986.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.601,10H 33M 7.47899999999936S,13.655,4.562833,2.1817,0.1828,1.8375051,13.637132,13.5952,38.6349,29.0867,3.23,140.173,0,37987.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.658,10H 33M 8.47899999999936S,13.655,4.56282,2.182,0.1795,1.8373524,13.637816,13.5951,38.6349,29.0867,3.2343,140.36,0,37988.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.903,10H 33M 9.47899999999936S,13.654,4.562718,2.1826,0.1776,1.8375559,13.635081,13.5941,38.6348,29.0868,3.2331,140.308,0,37989.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
405.06,10H 33M 10.4789999999994S,13.6542,4.562735,2.1823,0.1831,1.8376577,13.639184,13.5943,38.6347,29.0867,3.235,140.391,0,37990.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
405.006,10H 33M 11.4789999999994S,13.6547,4.562816,2.1838,0.2004,1.8374542,13.637816,13.5948,38.6349,29.0868,3.2414,140.668,0,37991.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.616,10H 33M 12.4789999999994S,13.6551,4.562835,2.1848,0.1944,1.8374033,13.640551,13.5953,38.6349,29.0866,3.2403,140.621,0,37992.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.5,10H 33M 13.4789999999994S,13.655,4.562836,2.1854,0.1901,1.8373524,13.639184,13.5952,38.635,29.0868,3.2393,140.577,0,37993.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
404.899,10H 33M 14.4789999999994S,13.6546,4.562784,2.1848,0.1886,1.8375559,13.637816,13.5947,38.6348,29.0867,3.2359,140.432,0,37994.479,NA,Apr,09,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 Apr 2021
