pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,50,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,51,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,50,54,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,52,56,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,50,51,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,50,52,52,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,53,55,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,51,54,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,51,52,56,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,50,94,56,524,46,50,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,56,56,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,55,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,49,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,54,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,52,56,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,51,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,52,52,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,53,55,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,54,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,52,56,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,46,50,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,56,56,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,55,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,49,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,56,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,54,53,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,52,56,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,51,55,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,50,52,52,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,53,55,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,54,54,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,51,52,56,11 Jun 2021
95.824,11H 33M 30S,NA,NA,NA,NA,NA,41610,Fri,Jun,11,2021,49,93,56,524,46,50,54,11 Jun 2021
96.468,11H 33M 31S,NA,NA,NA,NA,NA,41611,Fri,Jun,11,2021,49,91,56,524,49,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,93,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,50,94,55,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,48,93,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,55,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,45,92,56,524,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,94,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,95,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,47,90,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,53,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,50,50,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,51,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,49,50,53,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,52,50,55,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,46,92,56,525,50,50,51,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,100,56,525,52,52,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,100,56,525,51,54,57,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,100,56,525,51,52,54,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,100,56,525,50,51,52,11 Jun 2021
105.829,11H 33M 48S,NA,NA,NA,NA,NA,41628,Fri,Jun,11,2021,49,100,56,525,53,52,52,11 Jun 2021
