pres,time,temp,conductivity,sbeox0v,fluo_chl,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
38.003,11H 31M 51.4170000000013S,14.1217,4.578161,3.2088,0.4239,0,41511.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.026,11H 31M 51.4579999999987S,14.1225,4.577929,3.2088,0.426,0,41511.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.049,11H 31M 51.5S,14.1184,4.577277,3.21,0.426,0,41511.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.071,11H 31M 51.5420000000013S,14.1134,4.576617,3.2088,0.4281,0,41511.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.094,11H 31M 51.5829999999987S,14.11,4.576224,3.2088,0.4281,0,41511.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.117,11H 31M 51.625S,14.1076,4.576007,3.21,0.4301,0,41511.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.141,11H 31M 51.6670000000013S,14.1048,4.575719,3.2088,0.4301,0,41511.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.165,11H 31M 51.7079999999987S,14.1021,4.57546,3.21,0.4322,0,41511.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.189,11H 31M 51.75S,14.0992,4.575228,3.21,0.4343,0,41511.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.214,11H 31M 51.7920000000013S,14.0965,4.574962,3.21,0.4364,0,41511.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.239,11H 31M 51.8329999999987S,14.0943,4.574751,3.21,0.4385,0,41511.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.264,11H 31M 51.875S,14.0919,4.574555,3.2113,0.4406,0,41511.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.289,11H 31M 51.9170000000013S,14.0902,4.574359,3.2113,0.4427,0,41511.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.314,11H 31M 51.9579999999987S,14.0879,4.57419,3.2113,0.4469,0,41511.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.34,11H 31M 52S,14.0861,4.573973,3.2113,0.4469,0,41512,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.366,11H 31M 52.0420000000013S,14.0841,4.573707,3.2113,0.4512,0,41512.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.391,11H 31M 52.0829999999987S,14.0812,4.573314,3.21,0.4512,0,41512.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.415,11H 31M 52.125S,14.0778,4.57297,3.2113,0.4533,0,41512.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.439,11H 31M 52.1670000000013S,14.0753,4.57269,3.2113,0.4555,0,41512.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.463,11H 31M 52.2079999999987S,14.0728,4.572479,3.2113,0.4555,0,41512.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.486,11H 31M 52.25S,14.0721,4.572578,3.2113,0.4576,0,41512.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.508,11H 31M 52.2920000000013S,14.0729,4.572739,3.2113,0.4598,0,41512.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.53,11H 31M 52.3329999999987S,14.0735,4.572746,3.21,0.4619,0,41512.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.553,11H 31M 52.375S,14.0723,4.572563,3.2113,0.4641,0,41512.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.575,11H 31M 52.4170000000013S,14.0713,4.572325,3.2113,0.4663,0,41512.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.597,11H 31M 52.4579999999987S,14.0699,4.572269,3.2113,0.4685,0,41512.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.619,11H 31M 52.5S,14.0689,4.572094,3.2113,0.4707,0,41512.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.642,11H 31M 52.5420000000013S,14.0672,4.571974,3.2113,0.475,0,41512.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.665,11H 31M 52.5829999999987S,14.0662,4.571834,3.2113,0.4773,0,41512.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.688,11H 31M 52.625S,14.0654,4.571771,3.2113,0.4795,0,41512.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.71,11H 31M 52.6670000000013S,14.065,4.571673,3.2113,0.4817,0,41512.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.731,11H 31M 52.7079999999987S,14.0643,4.571666,3.2125,0.4839,0,41512.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.752,11H 31M 52.75S,14.064,4.571652,3.21,0.4861,0,41512.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.772,11H 31M 52.7920000000013S,14.064,4.571666,3.21,0.4884,0,41512.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.793,11H 31M 52.8329999999987S,14.064,4.57168,3.2113,0.4906,0,41512.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.814,11H 31M 52.875S,14.0642,4.571708,3.21,0.4929,0,41512.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.834,11H 31M 52.9170000000013S,14.0638,4.571687,3.2113,0.4951,0,41512.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.854,11H 31M 52.9579999999987S,14.0637,4.571596,3.2113,0.4974,0,41512.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.874,11H 31M 53S,14.0631,4.571505,3.21,0.4996,0,41513,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.895,11H 31M 53.0420000000013S,14.0625,4.571512,3.21,0.5042,0,41513.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.915,11H 31M 53.0829999999987S,14.062,4.571435,3.2113,0.5065,0,41513.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.934,11H 31M 53.125S,14.0621,4.571491,3.2113,0.5088,0,41513.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.952,11H 31M 53.1670000000013S,14.0635,4.571757,3.21,0.5111,0,41513.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.971,11H 31M 53.2079999999987S,14.0651,4.571926,3.2113,0.5134,0,41513.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
38.988,11H 31M 53.25S,14.0655,4.571883,3.2113,0.5157,0,41513.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.005,11H 31M 53.2920000000013S,14.065,4.571757,3.2113,0.518,0,41513.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.022,11H 31M 53.3329999999987S,14.0647,4.571631,3.2113,0.518,0,41513.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.041,11H 31M 53.375S,14.064,4.571512,3.2113,0.5227,0,41513.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.06,11H 31M 53.4170000000013S,14.0631,4.571456,3.2113,0.525,0,41513.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.079,11H 31M 53.4579999999987S,14.0616,4.57133,3.2113,0.525,0,41513.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.096,11H 31M 53.5S,14.0606,4.571231,3.2113,0.5274,0,41513.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.114,11H 31M 53.5420000000013S,14.0603,4.571273,3.21,0.5297,0,41513.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.132,11H 31M 53.5829999999987S,14.0608,4.571379,3.21,0.5321,0,41513.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.151,11H 31M 53.625S,14.062,4.571554,3.2113,0.5344,0,41513.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.17,11H 31M 53.6670000000013S,14.0637,4.571687,3.21,0.5344,0,41513.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.188,11H 31M 53.7079999999987S,14.064,4.571722,3.21,0.5368,0,41513.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.206,11H 31M 53.75S,14.0645,4.571806,3.21,0.5392,0,41513.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.225,11H 31M 53.7920000000013S,14.0651,4.571841,3.21,0.5416,0,41513.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.244,11H 31M 53.8329999999987S,14.0653,4.571778,3.21,0.544,0,41513.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.262,11H 31M 53.875S,14.0648,4.571701,3.21,0.544,0,41513.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.28,11H 31M 53.9170000000013S,14.0638,4.571596,3.21,0.5464,0,41513.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.298,11H 31M 53.9579999999987S,14.0628,4.571477,3.21,0.5464,0,41513.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.315,11H 31M 54S,14.062,4.571449,3.21,0.5488,0,41514,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.332,11H 31M 54.0420000000013S,14.0611,4.571386,3.2113,0.5488,0,41514.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.35,11H 31M 54.0829999999987S,14.0609,4.571456,3.21,0.5512,0,41514.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.368,11H 31M 54.125S,14.0618,4.571715,3.21,0.5512,0,41514.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.388,11H 31M 54.1670000000013S,14.064,4.571856,3.21,0.5512,0,41514.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.407,11H 31M 54.2079999999987S,14.0651,4.571877,3.2088,0.5512,0,41514.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.427,11H 31M 54.25S,14.0648,4.571814,3.21,0.5536,0,41514.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.446,11H 31M 54.2920000000013S,14.0644,4.571757,3.21,0.5512,0,41514.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.466,11H 31M 54.3329999999987S,14.0642,4.571722,3.2088,0.5512,0,41514.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.486,11H 31M 54.375S,14.0647,4.571722,3.2088,0.5536,0,41514.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.506,11H 31M 54.4170000000013S,14.0648,4.571807,3.2088,0.5512,0,41514.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.525,11H 31M 54.4579999999987S,14.0657,4.571926,3.2088,0.5536,0,41514.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.544,11H 31M 54.5S,14.0667,4.572017,3.2088,0.5512,0,41514.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.563,11H 31M 54.5420000000013S,14.0675,4.572094,3.21,0.5536,0,41514.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.581,11H 31M 54.5829999999987S,14.0684,4.572115,3.2088,0.5536,0,41514.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.601,11H 31M 54.625S,14.0679,4.571996,3.2088,0.5512,0,41514.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.621,11H 31M 54.6670000000013S,14.0662,4.571779,3.21,0.5536,0,41514.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.642,11H 31M 54.7079999999987S,14.0645,4.571575,3.21,0.5536,0,41514.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.663,11H 31M 54.75S,14.0629,4.571491,3.21,0.5536,0,41514.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.683,11H 31M 54.7920000000013S,14.0618,4.571456,3.21,0.5512,0,41514.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.704,11H 31M 54.8329999999987S,14.0608,4.571386,3.21,0.5512,0,41514.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.724,11H 31M 54.875S,14.0604,4.571281,3.2113,0.5512,0,41514.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.744,11H 31M 54.9170000000013S,14.0599,4.571253,3.2113,0.5488,0,41514.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.765,11H 31M 54.9579999999987S,14.0596,4.571281,3.2113,0.5488,0,41514.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.785,11H 31M 55S,14.0599,4.571295,3.21,0.5488,0,41515,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.806,11H 31M 55.0420000000013S,14.06,4.571379,3.21,0.5464,0,41515.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.826,11H 31M 55.0829999999987S,14.0601,4.571379,3.2113,0.5464,0,41515.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.847,11H 31M 55.125S,14.0598,4.571309,3.21,0.544,0,41515.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.868,11H 31M 55.1670000000013S,14.0598,4.571316,3.21,0.5464,0,41515.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.889,11H 31M 55.2079999999987S,14.0593,4.571302,3.2113,0.544,0,41515.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.91,11H 31M 55.25S,14.0595,4.571351,3.2113,0.544,0,41515.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.932,11H 31M 55.2920000000013S,14.0596,4.571337,3.2113,0.544,0,41515.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.954,11H 31M 55.3329999999987S,14.0598,4.571407,3.2113,0.5416,0,41515.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.974,11H 31M 55.375S,14.0596,4.571295,3.2113,0.5416,0,41515.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
39.996,11H 31M 55.4170000000013S,14.0583,4.571071,3.2113,0.5392,0,41515.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.019,11H 31M 55.4579999999987S,14.0567,4.57093,3.2113,0.5368,0,41515.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.042,11H 31M 55.5S,14.055,4.570755,3.2125,0.5368,0,41515.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.065,11H 31M 55.5420000000013S,14.0538,4.570615,3.2113,0.5368,0,41515.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.089,11H 31M 55.5829999999987S,14.0522,4.570496,3.2125,0.5368,0,41515.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.115,11H 31M 55.625S,14.05,4.570292,3.2125,0.5344,0,41515.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.139,11H 31M 55.6670000000013S,14.0481,4.570054,3.2125,0.5344,0,41515.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.162,11H 31M 55.7079999999987S,14.0464,4.569907,3.2125,0.5344,0,41515.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.185,11H 31M 55.75S,14.0449,4.569816,3.2137,0.5344,0,41515.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.208,11H 31M 55.7920000000013S,14.0437,4.569717,3.2125,0.5344,0,41515.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.231,11H 31M 55.8329999999987S,14.0427,4.569654,3.2125,0.5344,0,41515.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.253,11H 31M 55.875S,14.042,4.569612,3.2125,0.5344,0,41515.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.276,11H 31M 55.9170000000013S,14.0422,4.569633,3.2125,0.5344,0,41515.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.299,11H 31M 55.9579999999987S,14.0423,4.569654,3.2125,0.5321,0,41515.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.323,11H 31M 56S,14.0422,4.569619,3.2125,0.5321,0,41516,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.346,11H 31M 56.0420000000013S,14.0422,4.569633,3.2137,0.5321,0,41516.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.369,11H 31M 56.0829999999987S,14.0425,4.569704,3.2125,0.5321,0,41516.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.392,11H 31M 56.125S,14.0425,4.569605,3.2125,0.5297,0,41516.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.415,11H 31M 56.1670000000013S,14.0412,4.569444,3.2125,0.5321,0,41516.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.439,11H 31M 56.2079999999987S,14.0403,4.569262,3.2125,0.5321,0,41516.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.462,11H 31M 56.25S,14.0391,4.569129,3.2125,0.5321,0,41516.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.485,11H 31M 56.2920000000013S,14.0383,4.569066,3.2125,0.5344,0,41516.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.508,11H 31M 56.3329999999987S,14.0369,4.568967,3.2125,0.5344,0,41516.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.532,11H 31M 56.375S,14.0359,4.568834,3.2125,0.5344,0,41516.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.556,11H 31M 56.4170000000013S,14.0347,4.568729,3.2125,0.5344,0,41516.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.581,11H 31M 56.4579999999987S,14.0337,4.568645,3.2125,0.5368,0,41516.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.604,11H 31M 56.5S,14.0329,4.56854,3.2125,0.5368,0,41516.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.626,11H 31M 56.5420000000013S,14.0323,4.56854,3.2125,0.5368,0,41516.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.649,11H 31M 56.5829999999987S,14.0317,4.568491,3.2113,0.5392,0,41516.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.671,11H 31M 56.625S,14.0317,4.568498,3.2125,0.5416,0,41516.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.692,11H 31M 56.6670000000013S,14.0315,4.568477,3.2125,0.544,0,41516.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.715,11H 31M 56.7079999999987S,14.0315,4.568498,3.2125,0.5464,0,41516.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.738,11H 31M 56.75S,14.0315,4.568477,3.2125,0.5488,0,41516.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.758,11H 31M 56.7920000000013S,14.0315,4.568477,3.2125,0.5512,0,41516.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.778,11H 31M 56.8329999999987S,14.0312,4.568442,3.2125,0.5536,0,41516.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.798,11H 31M 56.875S,14.031,4.5684,3.2113,0.556,0,41516.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.819,11H 31M 56.9170000000013S,14.0309,4.568421,3.2113,0.5585,0,41516.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.84,11H 31M 56.9579999999987S,14.0312,4.568435,3.2125,0.5609,0,41516.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.861,11H 31M 57S,14.0314,4.5684,3.2113,0.5609,0,41517,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.881,11H 31M 57.0420000000013S,14.0319,4.568512,3.2125,0.5634,0,41517.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.901,11H 31M 57.0829999999987S,14.0322,4.56861,3.2125,0.5683,0,41517.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.922,11H 31M 57.125S,14.0334,4.568799,3.2113,0.5683,0,41517.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.942,11H 31M 57.1670000000013S,14.0358,4.569052,3.21,0.5707,0,41517.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.961,11H 31M 57.2079999999987S,14.0373,4.569045,3.2113,0.5732,0,41517.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.979,11H 31M 57.25S,14.0356,4.568694,3.21,0.5757,0,41517.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
40.998,11H 31M 57.2920000000013S,14.0331,4.568267,3.2113,0.5807,0,41517.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.016,11H 31M 57.3329999999987S,14.0309,4.567979,3.2113,0.5807,0,41517.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.036,11H 31M 57.375S,14.0292,4.567923,3.2113,0.5832,0,41517.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.056,11H 31M 57.4170000000013S,14.0283,4.567923,3.2113,0.5857,0,41517.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.076,11H 31M 57.4579999999987S,14.0278,4.568042,3.2113,0.5857,0,41517.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.095,11H 31M 57.5S,14.028,4.568148,3.2113,0.5882,0,41517.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.114,11H 31M 57.5420000000013S,14.029,4.568309,3.21,0.5882,0,41517.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.133,11H 31M 57.5829999999987S,14.0314,4.568561,3.21,0.5882,0,41517.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.152,11H 31M 57.625S,14.0331,4.568596,3.2113,0.5907,0,41517.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.172,11H 31M 57.6670000000013S,14.0322,4.568267,3.21,0.5907,0,41517.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.192,11H 31M 57.7079999999987S,14.0287,4.567776,3.21,0.5933,0,41517.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.21,11H 31M 57.75S,14.0258,4.567383,3.21,0.5958,0,41517.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.229,11H 31M 57.7920000000013S,14.0231,4.567152,3.2088,0.5983,0,41517.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.247,11H 31M 57.8329999999987S,14.0211,4.5669,3.2088,0.6009,0,41517.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.266,11H 31M 57.875S,14.0189,4.566711,3.21,0.6035,0,41517.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.285,11H 31M 57.9170000000013S,14.0167,4.566493,3.2088,0.606,0,41517.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.302,11H 31M 57.9579999999987S,14.0145,4.566262,3.2088,0.6086,0,41517.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.321,11H 31M 58S,14.0124,4.566024,3.2088,0.6086,0,41518,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.341,11H 31M 58.0420000000013S,14.0106,4.565821,3.2088,0.6112,0,41518.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
41.359,11H 31M 58.0829999999987S,14.0087,4.565596,3.2076,0.6112,0,41518.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
