pres,time,temp,conductivity,sbeox0v,fluo_chl,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
247.29,11H 38M 1.5S,13.8617,4.581281,2.2381,0.1394,0,41881.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.311,11H 38M 1.54200000000128S,13.8616,4.581239,2.2381,0.1382,0,41881.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.332,11H 38M 1.58299999999872S,13.8614,4.58126,2.2381,0.1382,0,41881.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.354,11H 38M 1.625S,13.8611,4.581197,2.2381,0.1382,0,41881.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.376,11H 38M 1.66700000000128S,13.8611,4.58119,2.2381,0.1369,0,41881.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.399,11H 38M 1.70799999999872S,13.8611,4.581218,2.2381,0.1369,0,41881.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.422,11H 38M 1.75S,13.8608,4.581204,2.2369,0.1369,0,41881.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.445,11H 38M 1.79200000000128S,13.8611,4.581218,2.2369,0.1382,0,41881.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.469,11H 38M 1.83299999999872S,13.8608,4.581211,2.2381,0.1382,0,41881.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.494,11H 38M 1.875S,13.860900000000001,4.581197,2.2381,0.1394,0,41881.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.516,11H 38M 1.91700000000128S,13.8606,4.581197,2.2369,0.1394,0,41881.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.538,11H 38M 1.95799999999872S,13.8606,4.581197,2.2369,0.1394,0,41881.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.561,11H 38M 2S,13.8604,4.581134,2.2381,0.1394,0,41882,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.585,11H 38M 2.04200000000128S,13.8604,4.581141,2.2369,0.1394,0,41882.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.61,11H 38M 2.08299999999872S,13.8604,4.581197,2.2381,0.1407,0,41882.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.634,11H 38M 2.125S,13.8604,4.581197,2.2381,0.1394,0,41882.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.659,11H 38M 2.16700000000128S,13.8604,4.581197,2.2381,0.1407,0,41882.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.685,11H 38M 2.20799999999872S,13.8604,4.581197,2.2381,0.1394,0,41882.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.71,11H 38M 2.25S,13.8602,4.581197,2.2381,0.1394,0,41882.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.734,11H 38M 2.29200000000128S,13.8603,4.581176,2.2381,0.1394,0,41882.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.758,11H 38M 2.33299999999872S,13.8602,4.581155,2.2369,0.1382,0,41882.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.784,11H 38M 2.375S,13.8601,4.581211,2.2381,0.1369,0,41882.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.812,11H 38M 2.41700000000128S,13.8602,4.581204,2.2381,0.1369,0,41882.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.839,11H 38M 2.45799999999872S,13.8606,4.581197,2.2381,0.1369,0,41882.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.866,11H 38M 2.5S,13.8608,4.581218,2.2381,0.1369,0,41882.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.891,11H 38M 2.54200000000128S,13.8608,4.581274,2.2381,0.1357,0,41882.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.916,11H 38M 2.58299999999872S,13.8608,4.581246,2.2393,0.1357,0,41882.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.941,11H 38M 2.625S,13.8604,4.581204,2.2381,0.1357,0,41882.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.968,11H 38M 2.66700000000128S,13.8608,4.581197,2.2381,0.1369,0,41882.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
247.995,11H 38M 2.70799999999872S,13.8604,4.581282,2.2381,0.1369,0,41882.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.022,11H 38M 2.75S,13.8608,4.581232,2.2393,0.1369,0,41882.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.049,11H 38M 2.79200000000128S,13.860900000000001,4.581253,2.2381,0.1382,0,41882.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.076,11H 38M 2.83299999999872S,13.860900000000001,4.581275,2.2381,0.1394,0,41882.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.102,11H 38M 2.875S,13.860900000000001,4.581296,2.2381,0.1407,0,41882.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.128,11H 38M 2.91700000000128S,13.8608,4.581247,2.2381,0.1407,0,41882.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.155,11H 38M 2.95799999999872S,13.8608,4.581232,2.2381,0.1407,0,41882.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.182,11H 38M 3S,13.8606,4.581211,2.2381,0.142,0,41883,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.208,11H 38M 3.04200000000128S,13.8604,4.581197,2.2381,0.142,0,41883.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.235,11H 38M 3.08299999999872S,13.8606,4.581218,2.2381,0.142,0,41883.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.262,11H 38M 3.125S,13.8606,4.581233,2.2381,0.1407,0,41883.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.289,11H 38M 3.16700000000128S,13.8608,4.581261,2.2381,0.1407,0,41883.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.315,11H 38M 3.20799999999872S,13.8608,4.581282,2.2369,0.1394,0,41883.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.34,11H 38M 3.25S,13.8608,4.581247,2.2381,0.1394,0,41883.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.365,11H 38M 3.29200000000128S,13.8608,4.581261,2.2381,0.1382,0,41883.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.391,11H 38M 3.33299999999872S,13.8608,4.58124,2.2393,0.1394,0,41883.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.417,11H 38M 3.375S,13.8608,4.581233,2.2381,0.1382,0,41883.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.442,11H 38M 3.41700000000128S,13.8604,4.581261,2.2381,0.1382,0,41883.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.466,11H 38M 3.45799999999872S,13.8608,4.581282,2.2393,0.1382,0,41883.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.491,11H 38M 3.5S,13.8608,4.581275,2.2393,0.1382,0,41883.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.517,11H 38M 3.54200000000128S,13.8608,4.581275,2.2381,0.1382,0,41883.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.542,11H 38M 3.58299999999872S,13.860900000000001,4.581296,2.2381,0.1369,0,41883.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.567,11H 38M 3.625S,13.860900000000001,4.581338,2.2393,0.1382,0,41883.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.592,11H 38M 3.66700000000128S,13.8608,4.581331,2.2381,0.1369,0,41883.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.616,11H 38M 3.70799999999872S,13.860900000000001,4.58131,2.2381,0.1369,0,41883.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.64,11H 38M 3.75S,13.8608,4.581338,2.2381,0.1382,0,41883.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.662,11H 38M 3.79200000000128S,13.860900000000001,4.581317,2.2393,0.1369,0,41883.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.685,11H 38M 3.83299999999872S,13.8611,4.58131,2.2381,0.1369,0,41883.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.707,11H 38M 3.875S,13.860900000000001,4.581338,2.2381,0.1382,0,41883.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.73,11H 38M 3.91700000000128S,13.860900000000001,4.581303,2.2393,0.1382,0,41883.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.753,11H 38M 3.95799999999872S,13.8611,4.581331,2.2381,0.1394,0,41883.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.775,11H 38M 4S,13.860900000000001,4.581352,2.2381,0.1407,0,41884,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.796,11H 38M 4.04200000000128S,13.8611,4.581317,2.2381,0.1407,0,41884.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.816,11H 38M 4.08299999999872S,13.8613,4.581338,2.2393,0.1407,0,41884.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.836,11H 38M 4.125S,13.8611,4.581394,2.2381,0.142,0,41884.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.856,11H 38M 4.16700000000128S,13.8613,4.581331,2.2381,0.142,0,41884.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.877,11H 38M 4.20799999999872S,13.8613,4.581373,2.2393,0.142,0,41884.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.898,11H 38M 4.25S,13.8613,4.581359,2.2381,0.142,0,41884.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.918,11H 38M 4.29200000000128S,13.8611,4.581317,2.2381,0.1407,0,41884.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.939,11H 38M 4.33299999999872S,13.8613,4.581352,2.2393,0.1407,0,41884.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.96,11H 38M 4.375S,13.8613,4.581352,2.2393,0.1407,0,41884.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.98,11H 38M 4.41700000000128S,13.8611,4.581408,2.2393,0.1394,0,41884.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
248.998,11H 38M 4.45799999999872S,13.8611,4.581366,2.2381,0.1407,0,41884.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.018,11H 38M 4.5S,13.8614,4.58138,2.2393,0.1407,0,41884.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.038,11H 38M 4.54200000000128S,13.8616,4.581415,2.2381,0.1407,0,41884.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.058,11H 38M 4.58299999999872S,13.8616,4.581443,2.2393,0.1407,0,41884.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.079,11H 38M 4.625S,13.8614,4.581429,2.2393,0.1407,0,41884.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.099,11H 38M 4.66700000000128S,13.8616,4.581366,2.2393,0.1407,0,41884.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.119,11H 38M 4.70799999999872S,13.8616,4.581436,2.2381,0.1407,0,41884.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.139,11H 38M 4.75S,13.8613,4.581408,2.2381,0.1394,0,41884.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.159,11H 38M 4.79200000000128S,13.8617,4.581401,2.2393,0.1407,0,41884.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.179,11H 38M 4.83299999999872S,13.8616,4.581394,2.2393,0.1407,0,41884.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.198,11H 38M 4.875S,13.8616,4.581394,2.2369,0.1407,0,41884.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.216,11H 38M 4.91700000000128S,13.8614,4.581394,2.2381,0.1407,0,41884.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.235,11H 38M 4.95799999999872S,13.8616,4.581415,2.2381,0.1394,0,41884.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.255,11H 38M 5S,13.8616,4.581401,2.2381,0.1394,0,41885,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.276,11H 38M 5.04200000000128S,13.8614,4.581373,2.2381,0.1382,0,41885.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.296,11H 38M 5.08299999999872S,13.8616,4.581415,2.2381,0.1382,0,41885.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.317,11H 38M 5.125S,13.8616,4.581458,2.2381,0.1382,0,41885.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.337,11H 38M 5.16700000000128S,13.8614,4.581437,2.2369,0.1369,0,41885.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.357,11H 38M 5.20799999999872S,13.8614,4.581401,2.2381,0.1357,0,41885.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.376,11H 38M 5.25S,13.8614,4.581401,2.2381,0.1357,0,41885.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.396,11H 38M 5.29200000000128S,13.8613,4.581394,2.2381,0.1357,0,41885.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.417,11H 38M 5.33299999999872S,13.8611,4.581394,2.2369,0.1344,0,41885.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.439,11H 38M 5.375S,13.8611,4.581394,2.2381,0.1332,0,41885.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.461,11H 38M 5.41700000000128S,13.8611,4.581394,2.2381,0.132,0,41885.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.483,11H 38M 5.45799999999872S,13.8611,4.581373,2.2369,0.1295,0,41885.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.505,11H 38M 5.5S,13.8611,4.581387,2.2369,0.1283,0,41885.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.527,11H 38M 5.54200000000128S,13.8611,4.581395,2.2369,0.127,0,41885.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.551,11H 38M 5.58299999999872S,13.8611,4.581395,2.2369,0.1258,0,41885.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.575,11H 38M 5.625S,13.8614,4.581451,2.2369,0.1246,0,41885.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.598,11H 38M 5.66700000000128S,13.8614,4.581437,2.2369,0.1246,0,41885.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.623,11H 38M 5.70799999999872S,13.8614,4.581444,2.2369,0.1246,0,41885.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.646,11H 38M 5.75S,13.8616,4.581465,2.2369,0.1258,0,41885.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.668,11H 38M 5.79200000000128S,13.8616,4.581437,2.2369,0.1258,0,41885.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.69,11H 38M 5.83299999999872S,13.8616,4.581458,2.2381,0.1258,0,41885.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.714,11H 38M 5.875S,13.8614,4.581437,2.2357,0.1258,0,41885.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.738,11H 38M 5.91700000000128S,13.8613,4.581444,2.2369,0.1246,0,41885.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.762,11H 38M 5.95799999999872S,13.8613,4.58143,2.2369,0.1246,0,41885.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.786,11H 38M 6S,13.860900000000001,4.581402,2.2369,0.1222,0,41886,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.813,11H 38M 6.04200000000128S,13.8614,4.581395,2.2357,0.1198,0,41886.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.84,11H 38M 6.08299999999872S,13.860900000000001,4.581416,2.2369,0.1198,0,41886.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.867,11H 38M 6.125S,13.8611,4.581409,2.2381,0.1186,0,41886.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.894,11H 38M 6.16700000000128S,13.8608,4.581395,2.2381,0.1174,0,41886.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.922,11H 38M 6.20799999999872S,13.8606,4.581395,2.2369,0.1174,0,41886.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.949,11H 38M 6.25S,13.8608,4.58136,2.2369,0.1162,0,41886.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
249.976,11H 38M 6.29200000000128S,13.8611,4.581409,2.2369,0.115,0,41886.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.004,11H 38M 6.33299999999872S,13.8611,4.581402,2.2369,0.115,0,41886.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.032,11H 38M 6.375S,13.860900000000001,4.581402,2.2369,0.1138,0,41886.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.06,11H 38M 6.41700000000128S,13.8608,4.581395,2.2369,0.1126,0,41886.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.087,11H 38M 6.45799999999872S,13.8604,4.58136,2.2369,0.1126,0,41886.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.114,11H 38M 6.5S,13.8604,4.581318,2.2369,0.1126,0,41886.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.141,11H 38M 6.54200000000128S,13.8603,4.581339,2.2369,0.1114,0,41886.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.168,11H 38M 6.58299999999872S,13.8604,4.581395,2.2369,0.1114,0,41886.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.196,11H 38M 6.625S,13.8604,4.581395,2.2357,0.1102,0,41886.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.224,11H 38M 6.66700000000128S,13.8604,4.58136,2.2369,0.1091,0,41886.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.252,11H 38M 6.70799999999872S,13.8603,4.581353,2.2369,0.1079,0,41886.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.28,11H 38M 6.75S,13.8602,4.581353,2.2381,0.1079,0,41886.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.308,11H 38M 6.79200000000128S,13.8603,4.58129,2.2369,0.1067,0,41886.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.336,11H 38M 6.83299999999872S,13.8604,4.581318,2.2357,0.1044,0,41886.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.363,11H 38M 6.875S,13.8603,4.581311,2.2369,0.1044,0,41886.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.39,11H 38M 6.91700000000128S,13.8599,4.581311,2.2369,0.1044,0,41886.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.416,11H 38M 6.95799999999872S,13.8598,4.581248,2.2369,0.1032,0,41886.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.443,11H 38M 7S,13.8595,4.581262,2.2369,0.1021,0,41887,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.471,11H 38M 7.04200000000128S,13.8592,4.581255,2.2369,0.1021,0,41887.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.498,11H 38M 7.08299999999872S,13.8594,4.581269,2.2357,0.1009,0,41887.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.525,11H 38M 7.125S,13.8596,4.581241,2.2357,0.1009,0,41887.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.551,11H 38M 7.16700000000128S,13.8595,4.581234,2.2369,0.1009,0,41887.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.577,11H 38M 7.20799999999872S,13.8596,4.581262,2.2357,0.1009,0,41887.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.603,11H 38M 7.25S,13.8595,4.581241,2.2369,0.1009,0,41887.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.628,11H 38M 7.29200000000128S,13.8596,4.581276,2.2369,0.1009,0,41887.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.653,11H 38M 7.33299999999872S,13.8595,4.581276,2.2369,0.1021,0,41887.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.678,11H 38M 7.375S,13.8598,4.581276,2.2357,0.1021,0,41887.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.702,11H 38M 7.41700000000128S,13.8597,4.581297,2.2357,0.1032,0,41887.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.728,11H 38M 7.45799999999872S,13.8598,4.581339,2.2369,0.1032,0,41887.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.754,11H 38M 7.5S,13.8597,4.581332,2.2369,0.1044,0,41887.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.779,11H 38M 7.54200000000128S,13.8601,4.581311,2.2369,0.1044,0,41887.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.804,11H 38M 7.58299999999872S,13.8601,4.581339,2.2369,0.1056,0,41887.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.829,11H 38M 7.625S,13.8599,4.581318,2.2369,0.1044,0,41887.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.854,11H 38M 7.66700000000128S,13.8601,4.581374,2.2369,0.1056,0,41887.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.877,11H 38M 7.70799999999872S,13.8603,4.581346,2.2369,0.1056,0,41887.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.901,11H 38M 7.75S,13.8601,4.581346,2.2369,0.1056,0,41887.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.924,11H 38M 7.79200000000128S,13.8599,4.581381,2.2381,0.1067,0,41887.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.947,11H 38M 7.83299999999872S,13.8601,4.581332,2.2369,0.1067,0,41887.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.969,11H 38M 7.875S,13.8601,4.581311,2.2369,0.1079,0,41887.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
250.99,11H 38M 7.91700000000128S,13.8601,4.581374,2.2369,0.1079,0,41887.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
251.012,11H 38M 7.95799999999872S,13.8603,4.581374,2.2369,0.1091,0,41887.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
251.034,11H 38M 8S,13.8604,4.581388,2.2369,0.1091,0,41888,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
251.054,11H 38M 8.04200000000128S,13.8602,4.58136,2.2369,0.1114,0,41888.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
251.075,11H 38M 8.08299999999872S,13.8604,4.581409,2.2369,0.1126,0,41888.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
251.097,11H 38M 8.125S,13.8606,4.58143,2.2369,0.1126,0,41888.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
