pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
404.375,12H 21M 40.4789999999994S,13.6818,4.565917,2.4091,0.1953,1.8191392,13.667219,13.6219,38.6374,29.0829,3.6724,159.376,0,44500.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.295,12H 21M 41.4789999999994S,13.6816,4.565878,2.4084,0.1939,1.8189357,13.666535,13.6218,38.6372,29.0828,3.6755,159.508,0,44501.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
403.901,12H 21M 42.4789999999994S,13.6814,4.565835,2.4092,0.2028,1.8190883,13.665168,13.6216,38.6372,29.0828,3.6814,159.764,0,44502.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
403.8,12H 21M 43.4789999999994S,13.6817,4.56588,2.4104,0.1808,1.8192409,13.667903,13.6219,38.6374,29.0829,3.6809,159.744,0,44503.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.169,12H 21M 44.4789999999994S,13.6814,4.565847,2.4098,0.1717,1.8190883,13.665851,13.6215,38.6372,29.0829,3.6772,159.584,0,44504.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.321,12H 21M 45.4789999999994S,13.6816,4.565901,2.4102,0.1822,1.8193936,13.664484,13.6217,38.6374,29.083,3.6813,159.761,0,44505.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.197,12H 21M 46.4789999999994S,13.6817,4.565897,2.4101,0.183,1.8191901,13.665168,13.6219,38.6373,29.0829,3.676,159.532,0,44506.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.106,12H 21M 47.4789999999994S,13.6815,4.565883,2.4091,0.1864,1.8193427,13.664484,13.6217,38.6375,29.083,3.6761,159.534,0,44507.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
404.011,12H 21M 48.4789999999994S,13.6813,4.565841,2.4093,0.1827,1.8191392,13.665851,13.6215,38.6373,29.083,3.6762,159.538,0,44508.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
403.79,12H 21M 49.4789999999994S,13.6814,4.565838,2.4084,0.1893,1.8192409,13.664484,13.6216,38.6373,29.0829,3.6735,159.424,0,44509.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
403.546,12H 21M 50.4789999999994S,13.6816,4.565853,2.4086,0.2037,1.8192409,13.665851,13.6219,38.6373,29.0829,3.6787,159.647,0,44510.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
403.28,12H 21M 51.4789999999994S,13.6822,4.565907,2.4094,0.2081,1.8192918,13.665851,13.6225,38.6373,29.0827,3.678,159.618,0,44511.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
402.926,12H 21M 52.4789999999994S,13.6823,4.565904,2.4095,0.2004,1.8193427,13.665851,13.6226,38.6374,29.0828,3.6788,159.654,0,44512.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
402.481,12H 21M 53.4789999999994S,13.6842,4.566133,2.4102,0.195,1.8190374,13.666535,13.6246,38.6378,29.0827,3.6799,159.699,0,44513.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
402.015,12H 21M 54.4789999999994S,13.6858,4.566326,2.41,0.1845,1.8189357,13.668586,13.6263,38.6382,29.0826,3.6749,159.482,0,44514.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
401.888,12H 21M 55.4789999999994S,13.6868,4.566435,2.4092,0.1728,1.8187322,13.671321,13.6273,38.6384,29.0826,3.675,159.488,0,44515.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
401.801,12H 21M 56.4789999999994S,13.6861,4.566335,2.4095,0.175,1.8187322,13.667903,13.6266,38.6382,29.0826,3.6797,159.693,0,44516.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
401.348,12H 21M 57.4789999999994S,13.6855,4.56624,2.4106,0.1874,1.8189866,13.667219,13.6261,38.638,29.0825,3.6791,159.665,0,44517.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.873,12H 21M 58.4789999999994S,13.6861,4.566305,2.4101,0.192,1.8190374,13.667903,13.6268,38.6383,29.0825,3.6775,159.596,0,44518.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.636,12H 21M 59.4789999999994S,13.686,4.566286,2.4105,0.1952,1.818783,13.675423,13.6267,38.6383,29.0826,3.6769,159.568,0,44519.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.358,12H 22M 0.47899999999936S,13.686,4.566271,2.4097,0.1903,1.8189866,13.671321,13.6267,38.6383,29.0826,3.677,159.576,0,44520.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.414,12H 22M 1.47899999999936S,13.6863,4.566303,2.4111,0.2013,1.8191392,13.670637,13.627,38.6383,29.0825,3.6837,159.865,0,44521.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.523,12H 22M 2.47899999999936S,13.6862,4.566301,2.4118,0.2003,1.8188848,13.66927,13.6269,38.6383,29.0826,3.6817,159.78,0,44522.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.391,12H 22M 3.47899999999936S,13.6863,4.566291,2.4117,0.2035,1.8190883,13.667219,13.627,38.6382,29.0824,3.6785,159.638,0,44523.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.323,12H 22M 4.47899999999936S,13.6858,4.566257,2.4107,0.2067,1.8193936,13.668586,13.6264,38.6384,29.0827,3.6745,159.467,0,44524.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.449,12H 22M 5.47899999999936S,13.6858,4.566258,2.41,0.2007,1.8194444,13.672005,13.6265,38.6384,29.0827,3.6758,159.522,0,44525.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.463,12H 22M 6.47899999999936S,13.6856,4.566231,2.4097,0.1951,1.8190374,13.66927,13.6263,38.6383,29.0827,3.673,159.401,0,44526.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.437,12H 22M 7.47899999999936S,13.6864,4.566336,2.4083,0.1862,1.8192918,13.66927,13.6271,38.6385,29.0827,3.6689,159.222,0,44527.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.606,12H 22M 8.47899999999936S,13.6864,4.566329,2.4076,0.1754,1.8192409,13.677474,13.6271,38.6383,29.0825,3.6729,159.395,0,44528.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.526,12H 22M 9.47899999999936S,13.6866,4.56635,2.4085,0.1681,1.8189866,13.670637,13.6273,38.6384,29.0825,3.6766,159.555,0,44529.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.176,12H 22M 10.4789999999994S,13.6863,4.566293,2.4091,0.1716,1.8189866,13.668586,13.627,38.6383,29.0825,3.6758,159.52,0,44530.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.199,12H 22M 11.4789999999994S,13.6864,4.566318,2.4089,0.174,1.8190883,13.667903,13.6271,38.6384,29.0826,3.674,159.443,0,44531.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.579,12H 22M 12.4789999999994S,13.6865,4.566334,2.4089,0.1668,1.8193427,13.668586,13.6272,38.6383,29.0825,3.6754,159.503,0,44532.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.729,12H 22M 13.4789999999994S,13.6866,4.566349,2.4093,0.1724,1.8192918,13.667903,13.6273,38.6383,29.0825,3.6767,159.563,0,44533.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.432,12H 22M 14.4789999999994S,13.6866,4.566321,2.4094,0.1896,1.8190374,13.667219,13.6273,38.6382,29.0824,3.6759,159.525,0,44534.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.248,12H 22M 15.4789999999994S,13.6863,4.566296,2.4095,0.187,1.8192409,13.672005,13.627,38.6383,29.0825,3.6766,159.558,0,44535.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.482,12H 22M 16.4789999999994S,13.6862,4.566296,2.4097,0.1826,1.8192409,13.66927,13.6269,38.6383,29.0825,3.6743,159.457,0,44536.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.485,12H 22M 17.4789999999994S,13.6863,4.566301,2.4086,0.184,1.8191901,13.667219,13.627,38.6382,29.0824,3.6725,159.377,0,44537.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.379,12H 22M 18.4789999999994S,13.6862,4.566295,2.4091,0.1859,1.8189357,13.665851,13.6269,38.6383,29.0825,3.6793,159.673,0,44538.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.479,12H 22M 19.4789999999994S,13.6861,4.566289,2.4104,0.1921,1.8193936,13.66927,13.6268,38.6383,29.0825,3.6791,159.665,0,44539.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.391,12H 22M 20.4789999999994S,13.6861,4.566305,2.4103,0.1928,1.8192918,13.667903,13.6268,38.6385,29.0827,3.6771,159.579,0,44540.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.428,12H 22M 21.4789999999994S,13.6866,4.566357,2.41,0.1958,1.8193936,13.66927,13.6273,38.6385,29.0826,3.6756,159.514,0,44541.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.552,12H 22M 22.4789999999994S,13.6866,4.566342,2.4095,0.1929,1.8193427,13.66927,13.6273,38.6382,29.0824,3.6746,159.469,0,44542.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.43,12H 22M 23.4789999999994S,13.6867,4.566348,2.4096,0.1872,1.8192918,13.666535,13.6274,38.6383,29.0825,3.6773,159.589,0,44543.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.491,12H 22M 24.4789999999994S,13.6865,4.566349,2.41,0.1835,1.8191901,13.671321,13.6272,38.6385,29.0826,3.6777,159.605,0,44544.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.54,12H 22M 25.4789999999994S,13.6867,4.56637,2.4102,0.1849,1.8191901,13.671321,13.6274,38.6384,29.0826,3.6773,159.586,0,44545.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.354,12H 22M 26.4789999999994S,13.6869,4.566386,2.4098,0.1876,1.8193936,13.669954,13.6276,38.6385,29.0826,3.6738,159.434,0,44546.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.309,12H 22M 27.4789999999994S,13.6867,4.566368,2.4091,0.1945,1.8193427,13.672689,13.6274,38.6385,29.0826,3.6768,159.566,0,44547.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.427,12H 22M 28.4789999999994S,13.687,4.566398,2.4108,0.1971,1.8192409,13.676791,13.6277,38.6385,29.0825,3.6839,159.873,0,44548.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.562,12H 22M 29.4789999999994S,13.6868,4.566373,2.4116,0.1947,1.8191392,13.677474,13.6275,38.6383,29.0825,3.6793,159.673,0,44549.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.602,12H 22M 30.4789999999994S,13.6868,4.566387,2.4104,0.1906,1.8190374,13.671321,13.6275,38.6385,29.0826,3.6731,159.404,0,44550.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.424,12H 22M 31.4789999999994S,13.687,4.566401,2.4094,0.1946,1.8193427,13.668586,13.6277,38.6385,29.0825,3.6719,159.354,0,44551.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.275,12H 22M 32.4789999999994S,13.6866,4.566339,2.4084,0.1996,1.8189866,13.672005,13.6273,38.6384,29.0826,3.6746,159.47,0,44552.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.411,12H 22M 33.4789999999994S,13.6879,4.56653,2.4099,0.2065,1.8193936,13.67474,13.6286,38.6388,29.0825,3.6793,159.675,0,44553.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.632,12H 22M 34.4789999999994S,13.6886,4.566598,2.4099,0.2091,1.8192918,13.676107,13.6293,38.6387,29.0823,3.6763,159.543,0,44554.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.592,12H 22M 35.4789999999994S,13.6877,4.566495,2.4098,0.204,1.8193427,13.669954,13.6284,38.6386,29.0824,3.676,159.53,0,44555.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.373,12H 22M 36.4789999999994S,13.6872,4.566397,2.4098,0.2046,1.8194953,13.66927,13.6279,38.6383,29.0823,3.6775,159.596,0,44556.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.263,12H 22M 37.4789999999994S,13.6869,4.566379,2.4104,0.2011,1.8195462,13.672689,13.6276,38.6385,29.0825,3.6785,159.641,0,44557.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.344,12H 22M 38.4789999999994S,13.6866,4.566358,2.4101,0.1913,1.8190883,13.672005,13.6273,38.6385,29.0826,3.6757,159.518,0,44558.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.651,12H 22M 39.4789999999994S,13.6865,4.566336,2.4101,0.172,1.8192918,13.670637,13.6272,38.6382,29.0825,3.677,159.573,0,44559.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.692,12H 22M 40.4789999999994S,13.6871,4.566393,2.4098,0.1678,1.8195971,13.669954,13.6277,38.6382,29.0823,3.6753,159.502,0,44560.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.378,12H 22M 41.4789999999994S,13.6866,4.566331,2.4095,0.1747,1.8191901,13.667903,13.6273,38.6383,29.0825,3.6751,159.494,0,44561.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.294,12H 22M 42.4789999999994S,13.6863,4.566304,2.4097,0.1698,1.8194953,13.673372,13.627,38.6383,29.0826,3.6769,159.571,0,44562.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.412,12H 22M 43.4789999999994S,13.6863,4.566318,2.4098,0.1929,1.8194953,13.677474,13.627,38.6384,29.0826,3.6751,159.489,0,44563.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
400.464,12H 22M 44.4789999999994S,13.6863,4.566316,2.409,0.1951,1.8195462,13.670637,13.627,38.6384,29.0826,3.6732,159.409,0,44564.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
