pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
17.61,8H 58M 24.4789999999994S,13.9148,4.545463,2.9856,0.473,1.535816,13.894798,13.9122,38.3828,28.8232,4.7053,204.253,0,32304.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
17.841,8H 58M 25.4789999999994S,13.9176,4.545687,2.9859,0.468,1.5360704,13.897531,13.9149,38.382,28.8221,4.7084,204.385,0,32305.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
18.444,8H 58M 26.4789999999994S,13.9089,4.544805,2.9871,0.4759,1.5360195,13.896164,13.9061,38.3821,28.824,4.71,204.454,0,32306.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
19.165,8H 58M 27.4789999999994S,13.9063,4.544582,2.9864,0.491,1.5364265,13.894115,13.9035,38.3822,28.8247,4.7061,204.286,0,32307.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
19.777,8H 58M 28.4789999999994S,13.9063,4.544601,2.9852,0.5134,1.5363248,13.894115,13.9034,38.3821,28.8246,4.7031,204.156,0,32308.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
20.375,8H 58M 29.4789999999994S,13.9053,4.54452,2.9846,0.5275,1.5360195,13.894115,13.9023,38.3821,28.8248,4.7063,204.296,0,32309.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
20.93,8H 58M 30.4789999999994S,13.9044,4.544442,2.9849,0.5299,1.5359178,13.894115,13.9013,38.382,28.825,4.7043,204.207,0,32310.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
21.473,8H 58M 31.4789999999994S,13.904,4.54443,2.9834,0.54990000000000006,1.536223,13.894115,13.9009,38.382,28.8251,4.7026,204.135,0,32311.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
22.107,8H 58M 32.4789999999994S,13.9034,4.544405,2.9838,0.5537,1.5363248,13.891383,13.9002,38.3821,28.8253,4.7062,204.292,0,32312.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
22.672,8H 58M 33.4789999999994S,13.9029,4.54438,2.9834,0.5573,1.5359686,13.891382,13.8996,38.3821,28.8254,4.703,204.153,0,32313.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
