pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
1.561,10H 21M 32.4789999999994S,14.0976,4.563773,3.0214,0.3777,1.5278795,14.110577,14.0974,38.3803,28.7811,4.7506,206.225,0,37292.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.74,10H 21M 33.4789999999994S,14.0773,4.561568,3.023,0.3522,1.528083,14.106481,14.077,38.3797,28.7851,4.7594,206.608,0,37293.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.801,10H 21M 34.4789999999994S,14.072,4.561055,3.0234,0.3175,1.528083,14.096242,14.0717,38.3801,28.7866,4.7551,206.421,0,37294.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.674,10H 21M 35.4789999999994S,14.096,4.56368,3.0216,0.372,1.5277778,14.105116,14.0958,38.3809,28.782,4.7477,206.101,0,37295.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.481,10H 21M 36.4789999999994S,14.1043,4.56433,3.0214,0.358,1.5279813,14.102386,14.1041,38.3789,28.7786,4.7503,206.212,0,37296.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.581,10H 21M 37.4789999999994S,14.0918,4.562922,3.0217,0.4034,1.528083,14.096242,14.0915,38.3781,28.7807,4.7532,206.341,0,37297.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.851,10H 21M 38.4789999999994S,14.0912,4.563289,3.0222,0.3238,1.5286426,14.086685,14.0909,38.382,28.7839,4.7543,206.386,0,37298.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.812,10H 21M 39.4789999999994S,14.0931,4.563192,3.0228,0.2319,1.5286426,14.081224,14.0928,38.3792,28.7814,4.7547,206.404,0,37299.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.576,10H 21M 40.4789999999994S,14.0956,4.563574,3.0225,0.2722,1.5283374,14.083955,14.0954,38.3804,28.7817,4.7495,206.178,0,37300.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
1.508,10H 21M 41.4789999999994S,14.097,4.563661,3.0208,0.5051,1.5287953,14.080542,14.0968,38.3798,28.7809,4.7487,206.143,0,37301.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
