 DD MMM YYYY HH:MM:SS   Latitude  Longitude       PrDM      T090C        FlC      Xmiss        Par      Sal00Sbeox0Mm/Kg
 03 Nov 2019 00:58:32  -21.02844  172.17830    252.119    18.8050     0.0178    89.4798 1.8641e-02    35.6334    178.810
 03 Nov 2019 00:58:33  -21.02842  172.17830    251.809    18.8051     0.0178    89.4847 1.8544e-02    35.6332    178.933
 03 Nov 2019 00:58:34  -21.02842  172.17830    251.566    18.8015     0.0178    89.4828 2.1119e-02    35.6333    178.667
 03 Nov 2019 00:58:35  -21.02842  172.17830    251.789    18.8048     0.0179    89.4719 2.3279e-02    35.6336    178.396
 03 Nov 2019 00:58:36  -21.02840  172.17828    252.411    18.8052     0.0179    89.4828 2.3363e-02    35.6330    178.732
 03 Nov 2019 00:58:37  -21.02840  172.17828    252.952    18.7990     0.0164    89.4778 2.3574e-02    35.6324    178.821
 03 Nov 2019 00:58:38  -21.02842  172.17828    253.050    18.8001     0.0164    89.4847 2.3516e-02    35.6335    178.828
 03 Nov 2019 00:58:39  -21.02842  172.17828    252.745    18.8042     0.0168    89.4837 2.6923e-02    35.6330    178.797
 03 Nov 2019 00:58:40  -21.02842  172.17828    252.189    18.7959     0.0169    89.4769 3.2067e-02    35.6324    178.738
 03 Nov 2019 00:58:41  -21.02842  172.17828    251.549    18.7948     0.0164    89.4818 3.1789e-02    35.6326    178.753
 03 Nov 2019 00:58:42  -21.02840  172.17828    250.987    18.7956     0.0166    89.4877 3.4989e-02    35.6330    178.749
 03 Nov 2019 00:58:43  -21.02840  172.17828    250.791    18.7953     0.0186    89.4808 3.5785e-02    35.6329    178.789
 03 Nov 2019 00:58:44  -21.02840  172.17826    251.154    18.8003     0.0184    89.4808 3.7429e-02    35.6332    178.750
 03 Nov 2019 00:58:45  -21.02840  172.17826    252.068    18.7986     0.0179    89.4808 3.5028e-02    35.6333    178.731
 03 Nov 2019 00:58:46  -21.02840  172.17826    253.131    18.7983     0.0173    89.4778 3.1206e-02    35.6324    178.804
 03 Nov 2019 00:58:47  -21.02840  172.17826    253.454    18.7974     0.0178    89.4818 3.0252e-02    35.6332    179.068
 03 Nov 2019 00:58:48  -21.02840  172.17826    252.885    18.8005     0.0165    89.4818 2.9254e-02    35.6332    179.097
 03 Nov 2019 00:58:49  -21.02840  172.17826    251.944    18.8014     0.0173    89.4798 3.0867e-02    35.6332    178.686
 03 Nov 2019 00:58:50  -21.02840  172.17826    251.431    18.8015     0.0170    89.4828 3.1006e-02    35.6332    178.475
 03 Nov 2019 00:58:51  -21.02838  172.17826    251.651    18.8021     0.0179    89.4769 3.2153e-02    35.6333    178.573
 03 Nov 2019 00:58:52  -21.02838  172.17826    252.166    18.8025     0.0196    89.4778 3.3061e-02    35.6333    178.947
 03 Nov 2019 00:58:53  -21.02838  172.17826    252.515    18.8010     0.0184    89.4759 3.0610e-02    35.6331    178.876
 03 Nov 2019 00:58:54  -21.02838  172.17826    252.652    18.8000     0.0169    89.4847 3.1036e-02    35.6331    178.743
 03 Nov 2019 00:58:55  -21.02838  172.17826    252.586    18.8008     0.0180    89.4769 3.0770e-02    35.6334    178.795
 03 Nov 2019 00:58:56  -21.02838  172.17826    252.282    18.8025     0.0170    89.4808 2.9857e-02    35.6333    178.817
 03 Nov 2019 00:58:57  -21.02838  172.17824    251.749    18.8028     0.0177    89.4769 3.2865e-02    35.6334    178.518
 03 Nov 2019 00:58:58  -21.02838  172.17824    251.288    18.8034     0.0183    89.4769 3.4880e-02    35.6335    178.791
 03 Nov 2019 00:58:59  -21.02838  172.17824    251.277    18.8024     0.0190    89.4749 3.9063e-02    35.6332    178.882
 03 Nov 2019 00:59:00  -21.02838  172.17824    251.771    18.8026     0.0189    89.4749 3.8920e-02    35.6334    178.833
 03 Nov 2019 00:59:01  -21.02838  172.17824    252.530    18.8021     0.0179    89.4759 4.1452e-02    35.6330    178.707
 03 Nov 2019 00:59:02  -21.02838  172.17824    252.997    18.7962     0.0164    89.4837 4.2659e-02    35.6330    178.545
 03 Nov 2019 00:59:03  -21.02838  172.17824    252.639    18.8023     0.0173    89.4808 4.4260e-02    35.6335    178.645
 03 Nov 2019 00:59:04  -21.02838  172.17824    251.623    18.8045     0.0176    89.4739 4.6847e-02    35.6335    179.029
 03 Nov 2019 00:59:05  -21.02836  172.17824    250.823    18.8051     0.0174    89.4778 5.1252e-02    35.6335    178.557
 03 Nov 2019 00:59:06  -21.02836  172.17822    250.260    18.8041     0.0169    89.4857 5.5965e-02    35.6333    178.458
 03 Nov 2019 00:59:07  -21.02836  172.17822    249.788    18.8030     0.0172    89.4778 5.4071e-02    35.6334    179.009
 03 Nov 2019 00:59:08  -21.02836  172.17822    249.101    18.8057     0.0165    89.4690 5.7025e-02    35.6339    179.313
 03 Nov 2019 00:59:09  -21.02836  172.17822    248.210    18.8088     0.0167    89.4759 5.6828e-02    35.6336    178.989
 03 Nov 2019 00:59:10  -21.02836  172.17822    247.278    18.8130     0.0176    89.4769 5.6567e-02    35.6346    178.727
 03 Nov 2019 00:59:11  -21.02836  172.17822    246.636    18.8104     0.0170    89.4749 5.8503e-02    35.6337    179.065
 03 Nov 2019 00:59:12  -21.02836  172.17822    246.270    18.8118     0.0163    89.4778 6.0191e-02    35.6343    178.887
 03 Nov 2019 00:59:13  -21.02836  172.17822    245.911    18.8122     0.0146    89.4828 6.0542e-02    35.6337    178.657
 03 Nov 2019 00:59:14  -21.02836  172.17822    245.462    18.8094     0.0156    89.4719 6.3043e-02    35.6341    178.732
 03 Nov 2019 00:59:15  -21.02836  172.17820    244.865    18.8105     0.0156    89.4769 6.9055e-02    35.6342    179.373
 03 Nov 2019 00:59:16  -21.02836  172.17820    244.059    18.8212     0.0156    89.4798 6.8499e-02    35.6356    179.625
 03 Nov 2019 00:59:17  -21.02836  172.17820    243.163    18.8685     0.0161    89.4818 7.2093e-02    35.6444    179.002
 03 Nov 2019 00:59:18  -21.02836  172.17820    242.337    18.9290     0.0155    89.4798 7.3896e-02    35.6453    178.758
 03 Nov 2019 00:59:19  -21.02836  172.17820    241.641    18.9480     0.0151    89.4729 7.7275e-02    35.6446    178.704
 03 Nov 2019 00:59:20  -21.02836  172.17820    241.044    18.8985     0.0158    89.4798 7.8485e-02    35.6458    178.837
 03 Nov 2019 00:59:21  -21.02836  172.17820    240.409    18.9722     0.0164    89.4759 8.3737e-02    35.6464    178.220
 03 Nov 2019 00:59:22  -21.02834  172.17820    239.745    18.9496     0.0159    89.4729 8.8611e-02    35.6471    178.307
 03 Nov 2019 00:59:23  -21.02834  172.17820    239.235    18.9494     0.0163    89.4778 9.0627e-02    35.6350    178.344
 03 Nov 2019 00:59:24  -21.02834  172.17820    238.845    18.9082     0.0171    89.4631 9.5854e-02    35.6458    178.830
 03 Nov 2019 00:59:25  -21.02834  172.17820    238.388    18.9173     0.0176    89.4690 1.0007e-01    35.6405    178.914
 03 Nov 2019 00:59:26  -21.02834  172.17820    237.709    18.9817     0.0178    89.4739 1.0670e-01    35.6545    178.845
 03 Nov 2019 00:59:27  -21.02834  172.17820    236.815    19.0091     0.0177    89.4788 1.1580e-01    35.6525    178.632
 03 Nov 2019 00:59:28  -21.02834  172.17818    235.932    19.0363     0.0172    89.4739 1.2210e-01    35.6521    178.436
 03 Nov 2019 00:59:29  -21.02834  172.17818    235.239    19.0338     0.0167    89.4769 1.3019e-01    35.6513    178.765
 03 Nov 2019 00:59:30  -21.02834  172.17818    234.593    19.0343     0.0156    89.4700 1.3461e-01    35.6529    178.852
 03 Nov 2019 00:59:31  -21.02834  172.17818    233.778    19.0545     0.0168    89.4749 1.3916e-01    35.6535    178.388
 03 Nov 2019 00:59:32  -21.02834  172.17818    232.780    19.0617     0.0158    89.4739 1.4507e-01    35.6555    177.873
 03 Nov 2019 00:59:33  -21.02834  172.17818    231.742    19.1087     0.0171    89.4572 1.5124e-01    35.6576    177.728
 03 Nov 2019 00:59:34  -21.02834  172.17818    231.009    19.0860     0.0175    89.4778 1.5897e-01    35.6552    177.851
 03 Nov 2019 00:59:35  -21.02832  172.17818    230.800    19.0887     0.0176    89.4700 1.5782e-01    35.6528    177.993
 03 Nov 2019 00:59:36  -21.02832  172.17818    230.949    19.0607     0.0177    89.4759 1.5442e-01    35.6519    178.912
 03 Nov 2019 00:59:37  -21.02832  172.17818    230.776    19.0529     0.0184    89.4680 1.5485e-01    35.6530    179.173
 03 Nov 2019 00:59:38  -21.02832  172.17818    229.726    19.0850     0.0186    89.4690 1.5950e-01    35.6596    178.557
 03 Nov 2019 00:59:39  -21.02834  172.17818    228.046    19.1836     0.0185    89.4670 1.7341e-01    35.6643    177.844
 03 Nov 2019 00:59:40  -21.02832  172.17816    226.302    19.2190     0.0177    89.4660 1.8737e-01    35.6640    178.116
 03 Nov 2019 00:59:41  -21.02832  172.17816    225.002    19.1991     0.0182    89.4611 1.9817e-01    35.6591    178.063
 03 Nov 2019 00:59:42  -21.02832  172.17816    224.215    19.1849     0.0177    89.4651 2.0689e-01    35.6649    177.971
 03 Nov 2019 00:59:43  -21.02832  172.17816    223.768    19.1994     0.0175    89.4680 2.1548e-01    35.6609    178.137
 03 Nov 2019 00:59:44  -21.02832  172.17816    223.409    19.1834     0.0166    89.4700 2.1793e-01    35.6613    178.350
 03 Nov 2019 00:59:45  -21.02832  172.17816    222.995    19.1933     0.0169    89.4680 2.2408e-01    35.6617    178.203
 03 Nov 2019 00:59:46  -21.02832  172.17816    222.470    19.1993     0.0171    89.4680 2.2888e-01    35.6615    178.314
 03 Nov 2019 00:59:47  -21.02832  172.17816    221.793    19.1943     0.0173    89.4690 2.3158e-01    35.6615    178.483
 03 Nov 2019 00:59:48  -21.02832  172.17816    220.863    19.2075     0.0165    89.4670 2.4500e-01    35.6641    178.299
 03 Nov 2019 00:59:49  -21.02832  172.17816    219.786    19.2283     0.0171    89.4651 2.5504e-01    35.6640    178.204
 03 Nov 2019 00:59:50  -21.02832  172.17814    218.813    19.2322     0.0177    89.4680 2.6304e-01    35.6643    178.069
 03 Nov 2019 00:59:51  -21.02832  172.17814    218.121    19.2362     0.0169    89.4680 2.6810e-01    35.6635    178.082
 03 Nov 2019 00:59:52  -21.02832  172.17814    217.586    19.2244     0.0166    89.4592 2.7191e-01    35.6682    178.057
 03 Nov 2019 00:59:53  -21.02832  172.17814    216.917    19.2459     0.0169    89.4660 2.7450e-01    35.6674    178.426
 03 Nov 2019 00:59:54  -21.02830  172.17814    216.092    19.2598     0.0185    89.4592 2.8200e-01    35.6672    178.782
 03 Nov 2019 00:59:55  -21.02830  172.17814    215.056    19.2813     0.0188    89.4651 2.9181e-01    35.6721    178.554
 03 Nov 2019 00:59:56  -21.02830  172.17814    214.030    19.3135     0.0181    89.4611 3.0176e-01    35.6748    178.192
 03 Nov 2019 00:59:57  -21.02830  172.17814    213.218    19.3158     0.0178    89.4641 3.0963e-01    35.6722    177.828
 03 Nov 2019 00:59:58  -21.02830  172.17814    212.676    19.2874     0.0174    89.4621 3.1537e-01    35.6693    177.694
 03 Nov 2019 00:59:59  -21.02830  172.17814    212.402    19.3024     0.0173    89.4769 3.1743e-01    35.6726    178.194
 03 Nov 2019 01:00:00  -21.02830  172.17814    212.370    19.2715     0.0165    89.4592 3.1828e-01    35.6662    178.521
 03 Nov 2019 01:00:01  -21.02830  172.17814    212.379    19.2618     0.0159    89.4621 3.1760e-01    35.6692    178.596
 03 Nov 2019 01:00:02  -21.02830  172.17814    212.223    19.2623     0.0165    89.4631 3.1842e-01    35.6677    179.033
 03 Nov 2019 01:00:03  -21.02830  172.17814    211.622    19.2765     0.0184    89.4611 3.2066e-01    35.6699    179.182
 03 Nov 2019 01:00:04  -21.02830  172.17812    210.626    19.3013     0.0179    89.4670 3.3164e-01    35.6738    178.796
 03 Nov 2019 01:00:05  -21.02830  172.17812    209.548    19.3418     0.0167    89.4601 3.4669e-01    35.6769    178.189
 03 Nov 2019 01:00:06  -21.02830  172.17812    208.922    19.3396     0.0163    89.4601 3.5614e-01    35.6737    177.683
 03 Nov 2019 01:00:07  -21.02830  172.17812    208.869    19.3368     0.0173    89.4641 3.5922e-01    35.6756    177.966
 03 Nov 2019 01:00:08  -21.02830  172.17812    209.012    19.3416     0.0181    89.4601 3.5652e-01    35.6732    178.351
 03 Nov 2019 01:00:09  -21.02828  172.17812    208.793    19.3279     0.0187    89.4621 3.5751e-01    35.6731    178.313
 03 Nov 2019 01:00:10  -21.02828  172.17812    208.321    19.3360     0.0174    89.4611 3.5928e-01    35.6771    178.563
 03 Nov 2019 01:00:11  -21.02828  172.17812    208.051    19.3549     0.0162    89.4542 3.6032e-01    35.6735    177.919
 03 Nov 2019 01:00:12  -21.02830  172.17812    208.100    19.3531     0.0164    89.4651 3.5699e-01    35.6786    177.936
 03 Nov 2019 01:00:13  -21.02830  172.17812    208.168    19.4074     0.0193    89.4621 3.5652e-01    35.6756    177.929
 03 Nov 2019 01:00:14  -21.02830  172.17812    207.679    19.3422     0.0208    89.4631 3.6418e-01    35.6722    178.195
 03 Nov 2019 01:00:15  -21.02830  172.17812    206.903    19.3781     0.0208    89.4631 3.6963e-01    35.6788    178.351
 03 Nov 2019 01:00:16  -21.02830  172.17812    206.376    19.3812     0.0195    89.4621 3.7863e-01    35.6742    177.877
 03 Nov 2019 01:00:17  -21.02828  172.17812    206.390    19.3752     0.0193    89.4552 3.7847e-01    35.6742    178.177
 03 Nov 2019 01:00:18  -21.02828  172.17812    206.764    19.3673     0.0184    89.4611 3.7624e-01    35.6760    177.991
 03 Nov 2019 01:00:19  -21.02828  172.17812    206.881    19.4080     0.0181    89.4611 3.7504e-01    35.6749    178.040
 03 Nov 2019 01:00:20  -21.02828  172.17812    206.560    19.3577     0.0189    89.4592 3.8019e-01    35.6759    177.906
 03 Nov 2019 01:00:21  -21.02828  172.17812    206.224    19.3892     0.0187    89.4641 3.8548e-01    35.6776    177.896
 03 Nov 2019 01:00:22  -21.02828  172.17812    206.170    19.3887     0.0182    89.4641 3.8675e-01    35.6724    178.326
 03 Nov 2019 01:00:23  -21.02828  172.17812    206.355    19.3923     0.0179    89.4533 3.8472e-01    35.6781    178.644
 03 Nov 2019 01:00:24  -21.02828  172.17812    206.491    19.4044     0.0182    89.4601 3.8436e-01    35.6772    178.571
 03 Nov 2019 01:00:25  -21.02828  172.17812    206.402    19.4090     0.0183    89.4582 3.8048e-01    35.6778    178.795
 03 Nov 2019 01:00:26  -21.02828  172.17812    205.924    19.4005     0.0197    89.4552 3.8493e-01    35.6804    178.878
 03 Nov 2019 01:00:27  -21.02828  172.17812    205.076    19.4789     0.0196    89.4533 3.9266e-01    35.6850    177.908
 03 Nov 2019 01:00:28  -21.02828  172.17812    204.100    19.5934     0.0212    89.4533 4.0690e-01    35.6925    177.432
 03 Nov 2019 01:00:29  -21.02828  172.17812    203.356    19.5968     0.0204    89.4523 4.2096e-01    35.6859    177.537
 03 Nov 2019 01:00:30  -21.02828  172.17812    203.093    19.5783     0.0190    89.4572 4.2759e-01    35.6880    177.238
 03 Nov 2019 01:00:31  -21.02826  172.17810    203.345    19.6030     0.0173    89.4533 4.2649e-01    35.6899    176.751
 03 Nov 2019 01:00:32  -21.02826  172.17810    204.030    19.6050     0.0197    89.4592 4.1691e-01    35.6823    177.176
 03 Nov 2019 01:00:33  -21.02826  172.17810    204.833    19.5310     0.0210    89.4542 4.0709e-01    35.6791    178.009
 03 Nov 2019 01:00:34  -21.02826  172.17810    205.133    19.4678     0.0225    89.4503 4.0021e-01    35.6826    178.576
 03 Nov 2019 01:00:35  -21.02828  172.17810    204.721    19.5029     0.0209    89.4552 4.0206e-01    35.6818    178.527
 03 Nov 2019 01:00:36  -21.02826  172.17810    204.003    19.5723     0.0200    89.4513 4.1398e-01    35.6893    177.894
 03 Nov 2019 01:00:37  -21.02826  172.17810    203.295    19.6033     0.0197    89.4533 4.2682e-01    35.6880    177.850
 03 Nov 2019 01:00:38  -21.02826  172.17810    202.841    19.5886     0.0206    89.4552 4.3722e-01    35.6805    177.821
 03 Nov 2019 01:00:39  -21.02826  172.17810    202.604    19.5682     0.0214    89.4513 4.3860e-01    35.6866    177.554
 03 Nov 2019 01:00:40  -21.02826  172.17810    202.478    19.5914     0.0203    89.4503 4.4128e-01    35.6871    177.660
 03 Nov 2019 01:00:41  -21.02826  172.17810    202.278    19.5902     0.0207    89.4533 4.4254e-01    35.6867    177.790
 03 Nov 2019 01:00:42  -21.02826  172.17810    202.328    19.5959     0.0208    89.4592 4.4116e-01    35.6881    177.795
 03 Nov 2019 01:00:43  -21.02826  172.17810    202.705    19.6198     0.0207    89.4523 4.3688e-01    35.6874    177.482
 03 Nov 2019 01:00:44  -21.02826  172.17810    203.050    19.6061     0.0194    89.4523 4.3100e-01    35.6862    177.668
 03 Nov 2019 01:00:45  -21.02826  172.17810    203.200    19.6029     0.0196    89.4562 4.2832e-01    35.6905    177.821
 03 Nov 2019 01:00:46  -21.02826  172.17810    203.427    19.5827     0.0192    89.4542 4.2183e-01    35.6834    177.650
 03 Nov 2019 01:00:47  -21.02826  172.17810    203.138    19.6066     0.0198    89.4513 4.2095e-01    35.6916    177.677
 03 Nov 2019 01:00:48  -21.02826  172.17810    202.441    19.6159     0.0196    89.4523 4.2621e-01    35.6861    177.461
 03 Nov 2019 01:00:49  -21.02826  172.17810    201.694    19.6306     0.0197    89.4542 4.3518e-01    35.6911    177.462
 03 Nov 2019 01:00:50  -21.02826  172.17810    201.344    19.6282     0.0190    89.4444 4.3734e-01    35.6866    177.662
 03 Nov 2019 01:00:51  -21.02826  172.17810    201.573    19.6194     0.0185    89.4464 4.2973e-01    35.6901    177.310
 03 Nov 2019 01:00:52  -21.02826  172.17810    202.097    19.6272     0.0183    89.4464 4.1447e-01    35.6878    177.342
 03 Nov 2019 01:00:53  -21.02826  172.17810    202.460    19.5916     0.0190    89.4503 4.0143e-01    35.6846    177.922
 03 Nov 2019 01:00:54  -21.02826  172.17810    202.564    19.5655     0.0193    89.4523 3.9246e-01    35.6874    178.395
 03 Nov 2019 01:00:55  -21.02826  172.17810    202.725    19.5836     0.0200    89.4454 3.7834e-01    35.6940    177.738
 03 Nov 2019 01:00:56  -21.02826  172.17810    203.100    19.6671     0.0205    89.4533 3.6407e-01    35.6922    176.897
 03 Nov 2019 01:00:57  -21.02826  172.17810    203.392    19.6773     0.0193    89.4503 3.4699e-01    35.6863    177.114
 03 Nov 2019 01:00:58  -21.02826  172.17810    203.189    19.6063     0.0209    89.4444 3.3552e-01    35.6873    177.568
 03 Nov 2019 01:00:59  -21.02826  172.17810    202.573    19.6087     0.0206    89.4474 3.2825e-01    35.6906    177.523
 03 Nov 2019 01:01:00  -21.02826  172.17810    202.007    19.6383     0.0202    89.4523 3.2482e-01    35.6903    177.278
 03 Nov 2019 01:01:01  -21.02826  172.17810    201.850    19.6313     0.0198    89.4533 3.2217e-01    35.6874    176.972
 03 Nov 2019 01:01:02  -21.02824  172.17810    202.009    19.6253     0.0192    89.4523 3.2566e-01    35.6884    177.236
 03 Nov 2019 01:01:03  -21.02824  172.17810    202.208    19.6257     0.0190    89.4483 3.3220e-01    35.6891    177.388
 03 Nov 2019 01:01:04  -21.02824  172.17810    202.338    19.6237     0.0191    89.4503 3.4168e-01    35.6875    177.420
 03 Nov 2019 01:01:05  -21.02826  172.17810    202.499    19.6250     0.0193    89.4552 3.5012e-01    35.6881    177.531
 03 Nov 2019 01:01:06  -21.02826  172.17810    202.648    19.6175     0.0198    89.4513 3.5614e-01    35.6885    177.526
 03 Nov 2019 01:01:07  -21.02826  172.17810    202.663    19.6127     0.0206    89.4562 3.6181e-01    35.6885    177.413
 03 Nov 2019 01:01:08  -21.02826  172.17808    202.615    19.6095     0.0205    89.4562 3.7248e-01    35.6880    177.516
 03 Nov 2019 01:01:09  -21.02826  172.17808    202.647    19.6116     0.0197    89.4493 3.8134e-01    35.6867    177.536
 03 Nov 2019 01:01:10  -21.02824  172.17808    202.695    19.6095     0.0199    89.4405 3.9143e-01    35.6871    177.458
 03 Nov 2019 01:01:11  -21.02824  172.17808    202.634    19.6083     0.0194    89.4493 4.0258e-01    35.6874    177.414
 03 Nov 2019 01:01:12  -21.02824  172.17808    202.526    19.6026     0.0192    89.4493 4.1375e-01    35.6878    177.779
 03 Nov 2019 01:01:13  -21.02824  172.17808    202.535    19.6094     0.0186    89.4444 4.2084e-01    35.6881    177.434
 03 Nov 2019 01:01:14  -21.02824  172.17808    202.554    19.6188     0.0184    89.4533 4.2321e-01    35.6850    177.737
 03 Nov 2019 01:01:15  -21.02824  172.17808    202.470    19.6057     0.0183    89.4493 4.2776e-01    35.6869    177.688
 03 Nov 2019 01:01:16  -21.02824  172.17808    202.319    19.6088     0.0193    89.4542 4.3134e-01    35.6911    177.324
 03 Nov 2019 01:01:17  -21.02824  172.17808    202.222    19.6211     0.0195    89.4552 4.3467e-01    35.6909    177.457
 03 Nov 2019 01:01:18  -21.02824  172.17808    202.271    19.6268     0.0197    89.4454 4.3269e-01    35.6879    177.433
 03 Nov 2019 01:01:19  -21.02824  172.17808    202.403    19.6148     0.0194    89.4355 4.2687e-01    35.6883    177.428
 03 Nov 2019 01:01:20  -21.02824  172.17808    202.493    19.6233     0.0194    89.4542 4.1784e-01    35.6880    177.490
 03 Nov 2019 01:01:21  -21.02824  172.17808    202.545    19.6219     0.0181    89.4562 4.1101e-01    35.6863    177.665
 03 Nov 2019 01:01:22  -21.02824  172.17808    202.588    19.6244     0.0193    89.4474 4.0512e-01    35.6873    177.541
 03 Nov 2019 01:01:23  -21.02824  172.17808    202.596    19.6174     0.0194    89.4444 3.9723e-01    35.6858    177.678
 03 Nov 2019 01:01:24  -21.02824  172.17808    202.441    19.6110     0.0195    89.4405 3.9173e-01    35.6887    177.452
 03 Nov 2019 01:01:25  -21.02824  172.17808    202.053    19.6305     0.0198    89.4474 3.8482e-01    35.6918    177.306
 03 Nov 2019 01:01:26  -21.02824  172.17808    201.692    19.6585     0.0194    89.4385 3.8361e-01    35.6925    177.338
 03 Nov 2019 01:01:27  -21.02824  172.17808    201.755    19.6465     0.0188    89.4464 3.7909e-01    35.6880    177.389
 03 Nov 2019 01:01:28  -21.02824  172.17808    202.270    19.6287     0.0189    89.4474 3.7470e-01    35.6905    177.414
 03 Nov 2019 01:01:29  -21.02824  172.17808    202.929    19.6370     0.0185    89.4503 3.7237e-01    35.6885    177.641
 03 Nov 2019 01:01:30  -21.02824  172.17808    203.333    19.6398     0.0184    89.4503 3.7287e-01    35.6903    177.644
 03 Nov 2019 01:01:31  -21.02824  172.17808    203.431    19.6293     0.0186    89.4483 3.7693e-01    35.6887    177.981
 03 Nov 2019 01:01:32  -21.02824  172.17808    203.210    19.6351     0.0195    89.4483 3.8024e-01    35.6895    178.225
 03 Nov 2019 01:01:33  -21.02824  172.17808    202.632    19.6511     0.0189    89.4483 3.9350e-01    35.6924    177.905
 03 Nov 2019 01:01:34  -21.02824  172.17808    201.800    19.6719     0.0179    89.4415 4.1066e-01    35.6925    177.336
 03 Nov 2019 01:01:35  -21.02824  172.17806    201.107    19.6777     0.0195    89.4464 4.2705e-01    35.6918    176.881
 03 Nov 2019 01:01:36  -21.02824  172.17806    201.095    19.6749     0.0197    89.4454 4.3570e-01    35.6916    177.378
 03 Nov 2019 01:01:37  -21.02824  172.17806    201.846    19.6624     0.0195    89.4464 4.2906e-01    35.6909    177.745
 03 Nov 2019 01:01:38  -21.02824  172.17806    202.919    19.6578     0.0200    89.4464 4.1490e-01    35.6907    177.894
 03 Nov 2019 01:01:39  -21.02824  172.17806    203.391    19.6602     0.0203    89.4415 4.0475e-01    35.6918    177.655
 03 Nov 2019 01:01:40  -21.02824  172.17806    203.246    19.6603     0.0207    89.4444 4.0401e-01    35.6904    177.687
 03 Nov 2019 01:01:41  -21.02824  172.17806    202.944    19.6641     0.0196    89.4395 4.0800e-01    35.6925    177.515
 03 Nov 2019 01:01:42  -21.02824  172.17806    202.803    19.6769     0.0208    89.4434 4.1041e-01    35.6917    177.313
 03 Nov 2019 01:01:43  -21.02824  172.17806    202.675    19.6914     0.0209    89.4415 4.1810e-01    35.6939    177.837
 03 Nov 2019 01:01:44  -21.02824  172.17804    202.321    19.6967     0.0204    89.4415 4.2382e-01    35.6932    177.950
 03 Nov 2019 01:01:45  -21.02824  172.17804    201.431    19.6981     0.0194    89.4405 4.3281e-01    35.6932    177.593
 03 Nov 2019 01:01:46  -21.02824  172.17804    200.933    19.6953     0.0193    89.4365 4.4013e-01    35.6933    177.314
 03 Nov 2019 01:01:47  -21.02824  172.17804    200.462    19.6987     0.0191    89.4405 4.4225e-01    35.6940    177.104
 03 Nov 2019 01:01:48  -21.02824  172.17804    199.997    19.7082     0.0197    89.4424 4.4780e-01    35.6937    177.261
 03 Nov 2019 01:01:49  -21.02824  172.17804    199.517    19.7171     0.0200    89.4444 4.5536e-01    35.6949    177.673
 03 Nov 2019 01:01:50  -21.02824  172.17804    199.065    19.7190     0.0205    89.4346 4.6507e-01    35.6942    177.911
 03 Nov 2019 01:01:51  -21.02824  172.17804    198.731    19.7168     0.0205    89.4415 4.7179e-01    35.6938    177.802
 03 Nov 2019 01:01:52  -21.02824  172.17804    198.527    19.7191     0.0194    89.4277 4.7588e-01    35.6944    177.565
 03 Nov 2019 01:01:53  -21.02824  172.17804    198.038    19.7127     0.0200    89.4415 4.8280e-01    35.6939    178.091
 03 Nov 2019 01:01:54  -21.02824  172.17804    197.192    19.7322     0.0209    89.4424 4.9202e-01    35.6957    179.058
 03 Nov 2019 01:01:55  -21.02824  172.17804    196.220    19.7757     0.0198    89.4444 5.0516e-01    35.7009    178.564
 03 Nov 2019 01:01:56  -21.02824  172.17802    195.396    19.9859     0.0196    89.4434 5.2055e-01    35.7164    177.730
 03 Nov 2019 01:01:57  -21.02824  172.17802    194.725    20.0422     0.0199    89.4375 5.3560e-01    35.7057    177.359
 03 Nov 2019 01:01:58  -21.02824  172.17802    194.020    20.0474     0.0205    89.4346 5.5140e-01    35.7244    178.339
 03 Nov 2019 01:01:59  -21.02824  172.17802    193.205    20.1200     0.0214    89.4306 5.6124e-01    35.7110    178.260
 03 Nov 2019 01:02:00  -21.02824  172.17802    192.266    20.2226     0.0228    89.4149 5.7577e-01    35.7295    177.789
 03 Nov 2019 01:02:01  -21.02824  172.17802    191.278    20.3964     0.0228    89.4238 5.8959e-01    35.7214    176.869
 03 Nov 2019 01:02:02  -21.02824  172.17802    190.309    20.4368     0.0226    89.4169 6.0886e-01    35.7214    175.548
 03 Nov 2019 01:02:03  -21.02824  172.17802    189.450    20.4595     0.0225    89.4169 6.2829e-01    35.7187    176.628
 03 Nov 2019 01:02:04  -21.02824  172.17802    188.772    20.3437     0.0216    89.4198 6.4465e-01    35.6976    178.105
 03 Nov 2019 01:02:05  -21.02824  172.17802    188.124    20.2126     0.0212    89.4179 6.5934e-01    35.7356    178.276
 03 Nov 2019 01:02:06  -21.02824  172.17800    187.327    20.5184     0.0233    89.4159 6.7629e-01    35.7250    176.670
 03 Nov 2019 01:02:07  -21.02824  172.17800    186.393    20.5906     0.0230    89.4188 6.9487e-01    35.7280    176.055
 03 Nov 2019 01:02:08  -21.02824  172.17800    185.514    20.6174     0.0240    89.4139 7.1390e-01    35.7233    175.918
 03 Nov 2019 01:02:09  -21.02824  172.17800    184.792    20.6318     0.0244    89.4090 7.3004e-01    35.7253    176.044
 03 Nov 2019 01:02:10  -21.02824  172.17800    184.040    20.6476     0.0234    89.4100 7.4906e-01    35.7265    176.144
 03 Nov 2019 01:02:11  -21.02824  172.17800    182.973    20.6797     0.0229    89.4120 7.7325e-01    35.7263    175.504
 03 Nov 2019 01:02:12  -21.02824  172.17800    181.658    20.7222     0.0237    89.4031 8.0343e-01    35.7286    175.486
