 DD MMM YYYY HH:MM:SS   Latitude  Longitude       PrDM      T090C        FlC      Xmiss        Par      Sal00Sbeox0Mm/Kg
 03 Nov 2019 00:36:45  -21.02992  172.18064      4.500    24.3523     0.0227    88.2458 1.1268e+03    35.2772    207.352
 03 Nov 2019 00:36:46  -21.02990  172.18064      4.457    24.3521     0.0209    88.2261 1.0957e+03    35.2773    207.882
 03 Nov 2019 00:36:47  -21.02990  172.18062      4.059    24.3533     0.0194    88.3884 1.2377e+03    35.2773    207.212
 03 Nov 2019 00:36:48  -21.02990  172.18062      3.581    24.3549     0.0157    88.4091 1.4347e+03    35.2767    207.198
 03 Nov 2019 00:36:49  -21.02990  172.18062      3.669    24.3551     0.0098    88.4524 1.5060e+03    35.2769    207.575
 03 Nov 2019 00:36:50  -21.02990  172.18062      4.225    24.3551     0.0186    88.4849 1.0684e+03    35.2773    207.107
 03 Nov 2019 00:36:51  -21.02990  172.18062      4.572    24.3568     0.0178    88.5026 1.0256e+03    35.2774    206.687
 03 Nov 2019 00:36:52  -21.02988  172.18062      4.341    24.3552     0.0169    88.4681 1.3377e+03    35.2776    207.081
 03 Nov 2019 00:36:53  -21.02988  172.18060      3.864    24.3554     0.0185    88.4485 1.2180e+03    35.2773    206.071
 03 Nov 2019 00:36:54  -21.02988  172.18060      3.823    24.3552     0.0255    88.4367 1.4773e+03    35.2771    205.566
 03 Nov 2019 00:36:55  -21.02988  172.18060      4.265    24.3528     0.0177    88.5193 1.3215e+03    35.2772    204.974
 03 Nov 2019 00:36:56  -21.02988  172.18060      4.510    24.3505     0.0171    88.4790 1.4403e+03    35.2774    204.408
 03 Nov 2019 00:36:57  -21.02986  172.18060      4.448    24.3539     0.0173    88.4524 1.0679e+03    35.2778    204.593
 03 Nov 2019 00:36:58  -21.02986  172.18060      4.096    24.3557     0.0187    88.5016 1.1232e+03    35.2774    204.781
 03 Nov 2019 00:36:59  -21.02986  172.18060      3.659    24.3555     0.0223    88.4682 8.9818e+02    35.2773    205.783
 03 Nov 2019 00:37:00  -21.02984  172.18060      3.640    24.3555     0.0157    88.4367 1.1937e+03    35.2773    205.590
 03 Nov 2019 00:37:01  -21.02984  172.18058      3.965    24.3556     0.0070    88.5203 1.2893e+03    35.2777    205.760
 03 Nov 2019 00:37:02  -21.02984  172.18058      4.225    24.3566     0.0055    88.5193 1.1868e+03    35.2776    206.008
 03 Nov 2019 00:37:03  -21.02984  172.18058      4.370    24.3567     0.0179    88.5302 1.2070e+03    35.2778    205.746
 03 Nov 2019 00:37:04  -21.02984  172.18058      4.402    24.3567     0.0144    88.5056 9.5772e+02    35.2778    204.976
 03 Nov 2019 00:37:05  -21.02984  172.18058      4.128    24.3563     0.0171    88.5262 8.3858e+02    35.2777    204.458
 03 Nov 2019 00:37:06  -21.02982  172.18058      3.874    24.3562     0.0182    88.4927 1.1848e+03    35.2776    204.931
 03 Nov 2019 00:37:07  -21.02982  172.18058      4.180    24.3560     0.0199    88.5341 1.2372e+03    35.2778    205.738
 03 Nov 2019 00:37:08  -21.02982  172.18056      4.509    24.3551     0.0180    88.5390 9.3449e+02    35.2780    206.001
 03 Nov 2019 00:37:09  -21.02982  172.18056      4.305    24.3561     0.0151    88.5213 6.0839e+02    35.2780    205.010
 03 Nov 2019 00:37:10  -21.02982  172.18056      3.796    24.3560     0.0157    88.4859 5.3394e+02    35.2776    205.326
 03 Nov 2019 00:37:11  -21.02980  172.18056      3.349    24.3565     0.0226    88.4918 2.9225e+02    35.2768    206.086
 03 Nov 2019 00:37:12  -21.02980  172.18056      3.312    24.3559     0.0219    88.4859 2.7101e+02    35.2773    205.756
 03 Nov 2019 00:37:13  -21.02980  172.18056      3.811    24.3557     0.0137    88.5135 4.1626e+02    35.2779    205.537
 03 Nov 2019 00:37:14  -21.02980  172.18056      4.612    24.3557     0.0184    88.5213 4.8454e+02    35.2781    206.244
 03 Nov 2019 00:37:15  -21.02980  172.18056      4.867    24.3559     0.0183    88.4967 5.1672e+02    35.2780    206.366
 03 Nov 2019 00:37:16  -21.02978  172.18056      4.480    24.3563     0.0201    88.5075 5.6837e+02    35.2781    205.555
 03 Nov 2019 00:37:17  -21.02978  172.18054      3.822    24.3578     0.0232    88.5164 5.0134e+02    35.2777    205.938
 03 Nov 2019 00:37:18  -21.02978  172.18054      3.549    24.3578     0.0264    88.4859 2.9758e+02    35.2774    206.435
 03 Nov 2019 00:37:19  -21.02976  172.18054      3.901    24.3574     0.0222    88.5302 2.6362e+02    35.2778    206.714
 03 Nov 2019 00:37:20  -21.02976  172.18054      4.408    24.3570     0.0218    88.5282 3.7722e+02    35.2781    205.972
 03 Nov 2019 00:37:21  -21.02976  172.18054      4.544    24.3570     0.0221    88.4957 6.7485e+02    35.2782    205.497
 03 Nov 2019 00:37:22  -21.02976  172.18054      4.262    24.3574     0.0233    88.5144 3.4670e+02    35.2781    204.993
 03 Nov 2019 00:37:23  -21.02976  172.18054      3.901    24.3578     0.0199    88.5341 3.2632e+02    35.2780    205.121
 03 Nov 2019 00:37:24  -21.02976  172.18054      3.692    24.3581     0.0197    88.5302 4.4647e+02    35.2779    206.099
 03 Nov 2019 00:37:25  -21.02974  172.18054      3.534    24.3580     0.0248    88.5046 9.8575e+02    35.2779    206.346
 03 Nov 2019 00:37:26  -21.02974  172.18054      3.472    24.3579     0.0223    88.5065 1.4257e+03    35.2780    206.310
 03 Nov 2019 00:37:27  -21.02974  172.18052      3.710    24.3573     0.0130    88.5292 1.3479e+03    35.2780    207.151
 03 Nov 2019 00:37:28  -21.02974  172.18052      4.145    24.3570     0.0116    88.5479 1.0819e+03    35.2781    207.047
 03 Nov 2019 00:37:29  -21.02974  172.18052      4.419    24.3571     0.0168    88.5597 4.7721e+02    35.2780    206.045
 03 Nov 2019 00:37:30  -21.02974  172.18052      4.630    24.3567     0.0170    88.5518 4.8714e+02    35.2782    205.586
 03 Nov 2019 00:37:31  -21.02972  172.18052      4.630    24.3571     0.0151    88.5420 5.1364e+02    35.2781    206.056
 03 Nov 2019 00:37:32  -21.02972  172.18052      4.169    24.3572     0.0171    88.5469 6.8921e+02    35.2781    204.802
 03 Nov 2019 00:37:33  -21.02972  172.18052      3.372    24.3575     0.0125    88.5302 1.4932e+03    35.2777    205.814
 03 Nov 2019 00:37:34  -21.02970  172.18052      2.950    24.3574     0.0160    88.4003 1.4373e+03    35.2773    206.911
 03 Nov 2019 00:37:35  -21.02970  172.18052      3.600    24.3567     0.0183    88.5331 9.1331e+02    35.2781    207.285
 03 Nov 2019 00:37:36  -21.02970  172.18052      4.754    24.3570     0.0174    88.5400 6.2144e+02    35.2783    207.131
 03 Nov 2019 00:37:37  -21.02970  172.18050      6.088    24.3571     0.0134    88.5213 8.9575e+02    35.2784    206.073
 03 Nov 2019 00:37:38  -21.02970  172.18050      6.287    24.3575     0.0167    88.4071 9.7690e+02    35.2783    205.025
 03 Nov 2019 00:37:39  -21.02970  172.18050      5.354    24.3580     0.0173    88.2674 1.0086e+03    35.2782    205.953
 03 Nov 2019 00:37:40  -21.02970  172.18050      4.621    24.3577     0.0206    88.2320 1.3128e+03    35.2779    207.262
 03 Nov 2019 00:37:41  -21.02970  172.18050      4.657    24.3577     0.0213    88.4199 1.4215e+03    35.2783    207.049
 03 Nov 2019 00:37:42  -21.02968  172.18050      5.186    24.3574     0.0195    88.5085 1.1422e+03    35.2785    206.428
 03 Nov 2019 00:37:43  -21.02968  172.18050      5.659    24.3567     0.0209    88.5233 1.1157e+03    35.2784    206.370
 03 Nov 2019 00:37:44  -21.02968  172.18050      5.671    24.3568     0.0187    88.4869 1.1187e+03    35.2785    206.570
 03 Nov 2019 00:37:45  -21.02966  172.18050      5.370    24.3569     0.0202    88.3481 1.5853e+03    35.2784    206.074
 03 Nov 2019 00:37:46  -21.02966  172.18048      5.147    24.3573     0.0183    88.4485 1.2110e+03    35.2784    206.249
 03 Nov 2019 00:37:47  -21.02966  172.18048      5.162    24.3572     0.0194    88.4416 1.0692e+03    35.2784    207.140
 03 Nov 2019 00:37:48  -21.02966  172.18048      5.345    24.3569     0.0210    88.5036 1.1418e+03    35.2784    207.085
 03 Nov 2019 00:37:49  -21.02966  172.18048      5.704    24.3565     0.0203    88.5430 8.9310e+02    35.2785    207.048
 03 Nov 2019 00:37:50  -21.02966  172.18048      6.072    24.3556     0.0226    88.5449 5.0825e+02    35.2784    206.852
 03 Nov 2019 00:37:51  -21.02966  172.18048      6.241    24.3561     0.0226    88.4987 4.6492e+02    35.2785    206.360
 03 Nov 2019 00:37:52  -21.02964  172.18048      6.057    24.3560     0.0225    88.5272 7.2714e+02    35.2785    206.018
 03 Nov 2019 00:37:53  -21.02964  172.18048      5.523    24.3564     0.0202    88.5223 8.2817e+02    35.2786    206.410
 03 Nov 2019 00:37:54  -21.02964  172.18048      4.811    24.3571     0.0191    88.5065 1.2685e+03    35.2785    206.410
 03 Nov 2019 00:37:55  -21.02964  172.18046      4.482    24.3570     0.0182    88.5105 1.3504e+03    35.2784    206.858
 03 Nov 2019 00:37:56  -21.02962  172.18046      4.796    24.3571     0.0235    88.5223 1.3977e+03    35.2784    207.130
 03 Nov 2019 00:37:57  -21.02962  172.18046      5.303    24.3564     0.0207    88.5203 1.0152e+03    35.2785    207.119
 03 Nov 2019 00:37:58  -21.02962  172.18046      5.627    24.3564     0.0182    88.5351 9.5722e+02    35.2786    206.887
 03 Nov 2019 00:37:59  -21.02962  172.18046      5.922    24.3566     0.0187    88.5410 1.0046e+03    35.2787    206.529
 03 Nov 2019 00:38:00  -21.02962  172.18046      5.987    24.3567     0.0170    88.5272 1.0235e+03    35.2786    207.027
 03 Nov 2019 00:38:01  -21.02960  172.18046      5.594    24.3568     0.0147    88.5381 7.4096e+02    35.2785    207.193
 03 Nov 2019 00:38:02  -21.02960  172.18046      5.172    24.3567     0.0145    88.5292 9.3241e+02    35.2786    206.780
 03 Nov 2019 00:38:03  -21.02960  172.18046      5.121    24.3566     0.0170    88.5371 9.3053e+02    35.2788    207.197
 03 Nov 2019 00:38:04  -21.02960  172.18046      5.533    24.3558     0.0177    88.5312 8.6496e+02    35.2787    207.287
 03 Nov 2019 00:38:05  -21.02960  172.18044      5.987    24.3555     0.0187    88.5479 5.9752e+02    35.2788    206.934
 03 Nov 2019 00:38:06  -21.02960  172.18044      5.848    24.3559     0.0187    88.5144 6.8398e+02    35.2786    207.159
 03 Nov 2019 00:38:07  -21.02960  172.18044      5.266    24.3561     0.0180    88.5331 6.4868e+02    35.2787    206.914
 03 Nov 2019 00:38:08  -21.02958  172.18044      4.832    24.3560     0.0184    88.5213 7.3235e+02    35.2787    206.797
 03 Nov 2019 00:38:09  -21.02958  172.18044      4.875    24.3560     0.0181    88.5223 8.6886e+02    35.2787    207.068
 03 Nov 2019 00:38:10  -21.02958  172.18044      5.195    24.3553     0.0166    88.5371 9.0623e+02    35.2785    207.173
 03 Nov 2019 00:38:11  -21.02958  172.18044      5.494    24.3554     0.0176    88.5322 8.1921e+02    35.2787    207.007
 03 Nov 2019 00:38:12  -21.02958  172.18044      5.595    24.3556     0.0169    88.5203 7.8145e+02    35.2787    205.934
 03 Nov 2019 00:38:13  -21.02956  172.18044      5.540    24.3557     0.0180    88.5134 6.2912e+02    35.2787    206.734
 03 Nov 2019 00:38:14  -21.02956  172.18044      5.507    24.3567     0.0187    88.5420 4.6142e+02    35.2789    206.928
 03 Nov 2019 00:38:15  -21.02956  172.18044      5.645    24.3564     0.0192    88.5381 3.8428e+02    35.2790    207.145
 03 Nov 2019 00:38:16  -21.02956  172.18044      6.024    24.3545     0.0186    88.5449 4.2508e+02    35.2788    207.517
 03 Nov 2019 00:38:17  -21.02956  172.18044      6.340    24.3538     0.0191    88.5400 4.9657e+02    35.2789    207.814
 03 Nov 2019 00:38:18  -21.02956  172.18042      6.236    24.3554     0.0200    88.5292 6.4334e+02    35.2790    207.173
 03 Nov 2019 00:38:19  -21.02956  172.18042      5.695    24.3561     0.0202    88.5361 6.9415e+02    35.2788    207.402
 03 Nov 2019 00:38:20  -21.02956  172.18042      4.990    24.3558     0.0192    88.5469 5.0983e+02    35.2788    207.166
 03 Nov 2019 00:38:21  -21.02954  172.18042      4.677    24.3558     0.0184    88.5331 5.2603e+02    35.2786    207.065
 03 Nov 2019 00:38:22  -21.02954  172.18042      4.972    24.3559     0.0195    88.5292 4.1548e+02    35.2788    207.097
 03 Nov 2019 00:38:23  -21.02954  172.18042      5.481    24.3553     0.0194    88.5351 4.0679e+02    35.2788    207.259
 03 Nov 2019 00:38:24  -21.02954  172.18042      5.540    24.3554     0.0196    88.5331 7.5737e+02    35.2787    207.455
 03 Nov 2019 00:38:25  -21.02952  172.18042      5.218    24.3554     0.0205    88.5351 6.2168e+02    35.2788    207.370
 03 Nov 2019 00:38:26  -21.02952  172.18042      5.006    24.3555     0.0209    88.5341 6.0013e+02    35.2788    207.237
 03 Nov 2019 00:38:27  -21.02952  172.18042      5.397    24.3553     0.0217    88.5371 4.8069e+02    35.2788    207.541
 03 Nov 2019 00:38:28  -21.02952  172.18042      6.336    24.3554     0.0225    88.5361 5.1873e+02    35.2792    207.495
 03 Nov 2019 00:38:29  -21.02952  172.18042      6.889    24.3558     0.0208    88.5331 5.8805e+02    35.2790    207.647
 03 Nov 2019 00:38:30  -21.02952  172.18040      6.511    24.3555     0.0188    88.5331 7.9200e+02    35.2788    206.967
 03 Nov 2019 00:38:31  -21.02952  172.18040      5.706    24.3560     0.0197    88.5233 1.0647e+03    35.2788    206.240
 03 Nov 2019 00:38:32  -21.02952  172.18040      5.087    24.3558     0.0208    88.5115 1.3234e+03    35.2787    207.472
 03 Nov 2019 00:38:33  -21.02952  172.18040      4.627    24.3555     0.0192    88.5272 1.2501e+03    35.2786    207.237
 03 Nov 2019 00:38:34  -21.02950  172.18040      4.471    24.3554     0.0200    88.5223 1.3983e+03    35.2787    207.515
 03 Nov 2019 00:38:35  -21.02950  172.18040      4.705    24.3550     0.0148    88.5302 7.7717e+02    35.2786    207.974
 03 Nov 2019 00:38:36  -21.02950  172.18040      5.265    24.3542     0.0100    88.5430 5.9769e+02    35.2787    207.722
 03 Nov 2019 00:38:37  -21.02950  172.18040      5.979    24.3539     0.0157    88.5302 7.6848e+02    35.2787    207.567
 03 Nov 2019 00:38:38  -21.02950  172.18040      6.295    24.3541     0.0177    88.5459 8.2288e+02    35.2788    207.691
 03 Nov 2019 00:38:39  -21.02948  172.18040      6.061    24.3545     0.0172    88.5381 1.1232e+03    35.2788    207.472
 03 Nov 2019 00:38:40  -21.02948  172.18040      5.535    24.3549     0.0162    88.5331 1.2059e+03    35.2788    207.236
 03 Nov 2019 00:38:41  -21.02948  172.18040      5.247    24.3547     0.0173    88.5430 1.2272e+03    35.2788    207.807
 03 Nov 2019 00:38:42  -21.02948  172.18040      5.592    24.3544     0.0180    88.5292 4.9600e+02    35.2789    207.980
 03 Nov 2019 00:38:43  -21.02948  172.18038      6.144    24.3516     0.0196    88.5469 4.4460e+02    35.2787    207.576
 03 Nov 2019 00:38:44  -21.02950  172.18038      6.212    24.3530     0.0201    88.5381 9.0130e+02    35.2791    207.502
 03 Nov 2019 00:38:45  -21.02948  172.18038      5.737    24.3546     0.0230    88.5322 1.1332e+03    35.2789    207.133
 03 Nov 2019 00:38:46  -21.02948  172.18038      5.058    24.3551     0.0209    88.5400 1.2919e+03    35.2790    207.051
 03 Nov 2019 00:38:47  -21.02948  172.18038      4.601    24.3550     0.0168    88.5410 1.1352e+03    35.2788    207.168
 03 Nov 2019 00:38:48  -21.02948  172.18038      4.593    24.3552     0.0182    88.5371 9.6316e+02    35.2788    207.428
 03 Nov 2019 00:38:49  -21.02948  172.18038      5.036    24.3544     0.0191    88.5420 4.2179e+02    35.2789    208.060
 03 Nov 2019 00:38:50  -21.02948  172.18038      5.728    24.3531     0.0197    88.5253 3.6030e+02    35.2789    207.659
 03 Nov 2019 00:38:51  -21.02946  172.18038      6.265    24.3528     0.0188    88.5322 6.1861e+02    35.2788    207.493
 03 Nov 2019 00:38:52  -21.02946  172.18036      6.377    24.3539     0.0191    88.5390 8.5184e+02    35.2789    207.250
 03 Nov 2019 00:38:53  -21.02946  172.18036      6.090    24.3537     0.0214    88.5381 9.7328e+02    35.2789    207.423
 03 Nov 2019 00:38:54  -21.02946  172.18036      5.683    24.3545     0.0215    88.5371 1.1236e+03    35.2791    207.156
 03 Nov 2019 00:38:55  -21.02946  172.18036      5.458    24.3548     0.0224    88.5282 1.1521e+03    35.2788    206.752
 03 Nov 2019 00:38:56  -21.02946  172.18036      5.527    24.3548     0.0210    88.5223 9.5709e+02    35.2790    207.544
 03 Nov 2019 00:38:57  -21.02946  172.18036      5.654    24.3543     0.0211    88.5203 1.0707e+03    35.2789    208.255
 03 Nov 2019 00:38:58  -21.02946  172.18036      5.492    24.3544     0.0174    88.5125 1.0743e+03    35.2790    208.252
 03 Nov 2019 00:38:59  -21.02946  172.18036      5.008    24.3543     0.0208    88.5066 1.4434e+03    35.2788    207.348
 03 Nov 2019 00:39:00  -21.02946  172.18036      4.731    24.3544     0.0188    88.4967 1.2190e+03    35.2788    207.689
 03 Nov 2019 00:39:01  -21.02946  172.18036      5.102    24.3545     0.0211    88.5066 9.1154e+02    35.2790    207.836
 03 Nov 2019 00:39:02  -21.02946  172.18034      5.805    24.3537     0.0197    88.5174 1.0312e+03    35.2790    207.815
 03 Nov 2019 00:39:03  -21.02946  172.18034      6.290    24.3531     0.0202    88.5164 1.0168e+03    35.2790    207.980
 03 Nov 2019 00:39:04  -21.02944  172.18034      6.274    24.3541     0.0207    88.5174 1.0639e+03    35.2790    207.880
 03 Nov 2019 00:39:05  -21.02944  172.18034      6.012    24.3542     0.0190    88.5095 1.0526e+03    35.2790    208.002
 03 Nov 2019 00:39:06  -21.02944  172.18034      5.859    24.3544     0.0191    88.5341 1.2236e+03    35.2790    207.834
 03 Nov 2019 00:39:07  -21.02944  172.18034      5.942    24.3545     0.0177    88.5135 1.0490e+03    35.2789    207.495
 03 Nov 2019 00:39:08  -21.02944  172.18034      6.111    24.3545     0.0173    88.5135 1.0346e+03    35.2788    207.184
 03 Nov 2019 00:39:09  -21.02944  172.18034      5.936    24.3542     0.0185    88.5135 1.1276e+03    35.2789    206.556
 03 Nov 2019 00:39:10  -21.02944  172.18034      5.326    24.3540     0.0199    88.5105 1.2119e+03    35.2788    207.136
 03 Nov 2019 00:39:11  -21.02944  172.18034      4.841    24.3537     0.0209    88.5282 1.3276e+03    35.2789    207.820
 03 Nov 2019 00:39:12  -21.02944  172.18032      5.119    24.3539     0.0201    88.5174 1.2068e+03    35.2789    208.225
 03 Nov 2019 00:39:13  -21.02944  172.18032      5.991    24.3538     0.0191    88.5292 1.1828e+03    35.2789    208.250
 03 Nov 2019 00:39:14  -21.02944  172.18032      6.888    24.3536     0.0179    88.5331 8.2007e+02    35.2790    208.137
 03 Nov 2019 00:39:15  -21.02944  172.18032      7.043    24.3541     0.0184    88.5243 9.6629e+02    35.2789    208.371
 03 Nov 2019 00:39:16  -21.02944  172.18032      6.566    24.3543     0.0180    88.5272 1.0708e+03    35.2789    208.008
 03 Nov 2019 00:39:17  -21.02944  172.18032      5.767    24.3546     0.0189    88.5331 1.0939e+03    35.2790    208.123
 03 Nov 2019 00:39:18  -21.02944  172.18030      5.741    24.3545     0.0187    88.5292 1.2682e+03    35.2791    208.116
 03 Nov 2019 00:39:19  -21.02944  172.18030      6.252    24.3542     0.0200    88.5272 1.1574e+03    35.2790    207.990
 03 Nov 2019 00:39:20  -21.02942  172.18030      6.934    24.3542     0.0208    88.5351 1.0180e+03    35.2790    208.359
 03 Nov 2019 00:39:21  -21.02942  172.18030      7.545    24.3542     0.0196    88.5361 1.0985e+03    35.2791    208.438
 03 Nov 2019 00:39:22  -21.02942  172.18030      8.092    24.3543     0.0177    88.5410 8.8688e+02    35.2790    207.463
 03 Nov 2019 00:39:23  -21.02942  172.18030      8.740    24.3544     0.0183    88.5518 9.6794e+02    35.2790    207.853
 03 Nov 2019 00:39:24  -21.02942  172.18030      9.502    24.3523     0.0191    88.5292 7.9372e+02    35.2790    208.098
 03 Nov 2019 00:39:25  -21.02942  172.18030     10.247    24.3500     0.0202    88.5253 7.0840e+02    35.2790    207.765
 03 Nov 2019 00:39:26  -21.02942  172.18030     10.803    24.3497     0.0193    88.5253 8.4067e+02    35.2792    207.610
 03 Nov 2019 00:39:27  -21.02942  172.18028     11.086    24.3532     0.0190    88.5331 7.6688e+02    35.2794    207.581
 03 Nov 2019 00:39:28  -21.02942  172.18028     11.131    24.3533     0.0223    88.5587 7.3144e+02    35.2788    207.384
 03 Nov 2019 00:39:29  -21.02942  172.18028     11.065    24.3521     0.0220    88.5440 6.3209e+02    35.2790    207.452
 03 Nov 2019 00:39:30  -21.02942  172.18028     11.018    24.3526     0.0199    88.5440 8.5226e+02    35.2789    207.765
 03 Nov 2019 00:39:31  -21.02942  172.18028     11.114    24.3529     0.0200    88.5322 6.1082e+02    35.2791    207.781
 03 Nov 2019 00:39:32  -21.02942  172.18028     11.474    24.3542     0.0194    88.5312 9.2406e+02    35.2792    208.061
 03 Nov 2019 00:39:33  -21.02940  172.18028     12.196    24.3537     0.0188    88.5371 6.8436e+02    35.2793    208.231
 03 Nov 2019 00:39:34  -21.02940  172.18028     13.255    24.3524     0.0187    88.5371 6.3108e+02    35.2787    207.766
 03 Nov 2019 00:39:35  -21.02940  172.18028     14.354    24.3423     0.0183    88.5223 8.1144e+02    35.2784    208.073
 03 Nov 2019 00:39:36  -21.02940  172.18028     15.109    24.3414     0.0202    88.5302 5.5190e+02    35.2787    208.379
 03 Nov 2019 00:39:37  -21.02940  172.18026     15.576    24.3414     0.0215    88.5243 7.5889e+02    35.2787    208.370
 03 Nov 2019 00:39:38  -21.02940  172.18026     15.856    24.3420     0.0215    88.5292 5.7577e+02    35.2786    208.646
 03 Nov 2019 00:39:39  -21.02940  172.18026     15.962    24.3440     0.0220    88.5272 6.4416e+02    35.2789    208.976
 03 Nov 2019 00:39:40  -21.02940  172.18026     15.961    24.3475     0.0224    88.5371 5.5269e+02    35.2785    208.664
 03 Nov 2019 00:39:41  -21.02940  172.18024     15.892    24.3473     0.0223    88.5499 7.0562e+02    35.2790    208.269
 03 Nov 2019 00:39:42  -21.02940  172.18024     15.825    24.3455     0.0229    88.5125 5.6860e+02    35.2785    207.856
 03 Nov 2019 00:39:43  -21.02940  172.18024     15.872    24.3427     0.0235    88.5302 6.2643e+02    35.2785    207.923
 03 Nov 2019 00:39:44  -21.02940  172.18024     16.067    24.3415     0.0216    88.5253 6.4642e+02    35.2787    208.178
 03 Nov 2019 00:39:45  -21.02940  172.18024     16.451    24.3425     0.0214    88.5361 6.5476e+02    35.2787    208.449
 03 Nov 2019 00:39:46  -21.02940  172.18024     17.030    24.3438     0.0216    88.5292 5.6779e+02    35.2788    208.482
 03 Nov 2019 00:39:47  -21.02940  172.18024     17.680    24.3441     0.0238    88.5066 5.9552e+02    35.2788    208.582
 03 Nov 2019 00:39:48  -21.02940  172.18024     18.354    24.3423     0.0247    88.5223 5.9951e+02    35.2788    208.708
 03 Nov 2019 00:39:49  -21.02938  172.18022     19.102    24.3427     0.0237    88.5253 5.4249e+02    35.2789    208.588
 03 Nov 2019 00:39:50  -21.02938  172.18022     19.946    24.3452     0.0298    88.5154 5.6490e+02    35.2790    208.754
 03 Nov 2019 00:39:51  -21.02938  172.18022     20.558    24.3438     0.0290    88.5233 4.9063e+02    35.2788    209.189
 03 Nov 2019 00:39:52  -21.02938  172.18020     20.388    24.3433     0.0251    88.5253 5.2725e+02    35.2787    208.999
 03 Nov 2019 00:39:53  -21.02938  172.18020     19.707    24.3441     0.0231    88.5243 4.8838e+02    35.2789    208.862
 03 Nov 2019 00:39:54  -21.02938  172.18020     19.169    24.3457     0.0212    88.5223 5.5778e+02    35.2788    208.236
 03 Nov 2019 00:39:55  -21.02938  172.18020     18.650    24.3459     0.0195    88.5331 5.6100e+02    35.2787    207.982
 03 Nov 2019 00:39:56  -21.02938  172.18020     18.619    24.3450     0.0209    88.5223 5.3389e+02    35.2789    208.255
 03 Nov 2019 00:39:57  -21.02938  172.18020     19.297    24.3444     0.0231    88.5292 5.0080e+02    35.2789    208.162
 03 Nov 2019 00:39:58  -21.02938  172.18020     20.433    24.3432     0.0248    88.5194 5.2968e+02    35.2790    208.469
 03 Nov 2019 00:39:59  -21.02938  172.18020     21.781    24.3430     0.0265    88.5243 3.9173e+02    35.2789    208.797
 03 Nov 2019 00:40:00  -21.02938  172.18018     22.664    24.3433     0.0254    88.5125 4.1512e+02    35.2788    209.069
 03 Nov 2019 00:40:01  -21.02938  172.18018     22.928    24.3435     0.0233    88.5243 4.5120e+02    35.2788    208.758
 03 Nov 2019 00:40:02  -21.02938  172.18018     22.974    24.3434     0.0230    88.5253 4.7750e+02    35.2789    208.678
 03 Nov 2019 00:40:03  -21.02938  172.18018     23.153    24.3435     0.0255    88.5420 4.4294e+02    35.2788    208.677
 03 Nov 2019 00:40:04  -21.02938  172.18018     23.488    24.3436     0.0240    88.5331 4.1749e+02    35.2788    208.753
 03 Nov 2019 00:40:05  -21.02938  172.18018     23.834    24.3430     0.0240    88.5095 4.4031e+02    35.2790    208.873
 03 Nov 2019 00:40:06  -21.02936  172.18016     24.117    24.3432     0.0244    88.5154 4.1284e+02    35.2788    208.980
 03 Nov 2019 00:40:07  -21.02936  172.18016     24.380    24.3424     0.0240    88.5154 3.8210e+02    35.2788    208.604
 03 Nov 2019 00:40:08  -21.02936  172.18016     24.758    24.3422     0.0233    88.5105 4.7387e+02    35.2789    208.613
 03 Nov 2019 00:40:09  -21.02936  172.18016     25.319    24.3421     0.0240    88.5223 3.4578e+02    35.2789    208.553
 03 Nov 2019 00:40:10  -21.02936  172.18016     25.922    24.3418     0.0245    88.5272 4.0281e+02    35.2789    208.924
 03 Nov 2019 00:40:11  -21.02936  172.18016     26.436    24.3419     0.0246    88.5134 3.3622e+02    35.2789    208.784
 03 Nov 2019 00:40:12  -21.02936  172.18016     26.819    24.3421     0.0255    88.4436 4.0875e+02    35.2789    208.717
 03 Nov 2019 00:40:13  -21.02936  172.18014     26.993    24.3423     0.0256    88.5105 3.3419e+02    35.2790    208.880
 03 Nov 2019 00:40:14  -21.02936  172.18014     27.044    24.3427     0.0258    88.5223 3.1975e+02    35.2790    208.595
 03 Nov 2019 00:40:15  -21.02936  172.18014     27.169    24.3421     0.0265    88.5253 3.4409e+02    35.2789    208.773
 03 Nov 2019 00:40:16  -21.02936  172.18014     27.329    24.3422     0.0284    88.4869 3.5887e+02    35.2790    208.495
 03 Nov 2019 00:40:17  -21.02936  172.18014     27.559    24.3427     0.0290    88.5125 3.3364e+02    35.2789    208.459
 03 Nov 2019 00:40:18  -21.02936  172.18014     27.915    24.3430     0.0289    88.5164 3.2339e+02    35.2790    208.839
 03 Nov 2019 00:40:19  -21.02936  172.18014     28.532    24.3429     0.0262    88.5213 3.2819e+02    35.2790    209.086
 03 Nov 2019 00:40:20  -21.02936  172.18012     29.193    24.3430     0.0240    88.5203 3.5954e+02    35.2789    208.855
 03 Nov 2019 00:40:21  -21.02936  172.18012     29.607    24.3416     0.0250    88.5253 2.6944e+02    35.2794    208.626
 03 Nov 2019 00:40:22  -21.02936  172.18012     29.751    24.3433     0.0253    88.5361 3.0409e+02    35.2789    208.286
 03 Nov 2019 00:40:23  -21.02936  172.18012     29.865    24.3424     0.0281    88.5282 3.1056e+02    35.2787    208.484
 03 Nov 2019 00:40:24  -21.02934  172.18012     30.192    24.3399     0.0268    88.5272 2.7669e+02    35.2790    208.630
 03 Nov 2019 00:40:25  -21.02934  172.18012     30.784    24.3408     0.0257    88.5095 3.1088e+02    35.2788    208.908
