strain,replicate,sampling_date,time,chla_conc_spectro,dilution,440nm_max,470nm_max,532nm_max,440nm_mean,470nm_mean,532nm_mean,numb_events,dilution_cyto,facteur dilution,flow_rate(µL/min),number_cells,filtered_volume,diameter,replicate_number,gain,F0,Fmd,Fm,Fv/Fm,f0_440,f0_480,f0_540,f0_590,f0_625,cruise_or_project,sample_code,culture,filtered_vol_l,chlorophyll_c3,chlc3_qa,mg_dvp,mg_dvp_qa,chlorophyll_c1_c2_mg_dvp,chlc2_qa,sum_chlorophyllid_a,chlda_qa,peridinin,peri_qa,sum_phaeophorbid_a,phda_qa,x19_butanoyloxyfucoxanthin,but_qa,fucoxanthin,fuco_qa,diadinoxanthin,diadino_qa,diatoxanthin,diato_qa,zeaxanthin,zea_qa,bacteriochlorophyll_a,bchla_qa,divinyl_chlorophyll_b,dv_chlb_qa,chlorophyll_b,chlb_qa,t_chlb,t_chlb_qa,divinyl_chlorophyll_a,dv_chla_qa,chlorophyll_a,chla_qa,total_chlorophyll_a,tchla_qa,sum_phaeophytin_a,phytna_qa,a_carotene,a_car_qa,b_carotene,b_car_qa,sum_carotenes,tcar_qa
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T18:27:00Z,0.32407623795,3,114,86,79,109.58125,80.40625,73.8625,2,"NA",1,103.33333333333333,3.8709677419354844,NA,NA,NA,18,558,594,596,0.06375838926174497,558,415,939,1347,1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T18:45:00Z,0.06475049709290709,4,89,68,72,85,62.5882352941176,67.3058823529411,0,"NA",1,103.33333333333333,0,NA,NA,NA,18,661,673,720,0.08194444444444444,661,508,1097,1586,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T14:54:00Z,54.89,Cmere,NA,NA,NA,NA,NA,NA,556,"NA",1,103.33333333333333,5380.645161290323,NA,NA,NA,15,1344,3820,4959,0.7289776164549304,1344,958,1104,736,650,MANIP_EFFICACY_FPETIT2020,RCC3006_C_DM,Scrippsiella (coastal dinoflagellate),0.03,0,1,0,1,13.751,1,0,1,52.4519,1,0,1,0,1,0,1,8.4355,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,72.1225,1,72.1225,1,0,1,0,1,2.2614,1,2.2614,1
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T14:54:00Z,4.9408320645,1,308,356,113,295.377049180327,341.55737704918,106.551912568306,51,"NA",1,103.33333333333333,246.7741935483871,NA,NA,NA,18,794,1207,1487,0.4660390047074647,794,582,1126,1497,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T15:09:00Z,1.097962681,2,194,148,100,186.201219512195,139.237804878048,95.4146341463414,10,"NA",1,103.33333333333333,48.38709677419355,NA,NA,NA,18,588,673,726,0.19008264462809918,588,438,958,1386,1236,MANIP_EFFICACY_FPETIT2020,RCC3006_C_D2,Scrippsiella (coastal dinoflagellate),0.99503,0,1,0,1,0.2212,1,0,1,0.8953,1,0,1,0,1,0,1,0.1195,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.2557,1,1.2557,1,0,1,0,1,0.0359,1,0.0359,1
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T10:01:00Z,0.27449067025,3,130,94,86,123.695906432748,83.9883040935672,80.046783625731,1,"NA",1,103.33333333333333,3.225806451612903,NA,NA,NA,18,588,628,633,0.07109004739336493,588,435,973,1429,1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T15:36:00Z,0.1095771138722555,4,100,76,76,94.0717948717948,71.9179487179487,71.2153846153846,3,"NA",1,103.33333333333333,5.806451612903226,NA,NA,NA,18,561,584,570,0.015789473684210527,561,422,964,1424,1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,C,2020-11-06T00:00:00Z,1899-12-31T15:51:00Z,0.08222386527708438,5,112,76,80,106.930481283422,70.4973262032085,73.1069518716577,0,"NA",1,103.33333333333333,0,NA,NA,NA,18,538,552,573,0.06108202443280977,538,402,938,1387,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T16:36:00Z,67.87,Cmere,NA,NA,NA,NA,NA,NA,"NA","NA",1,104.5,NA,NA,NA,NA,12,1363,"NA",4297,0.6828019548522225,1363,731,776,424,414,MANIP_EFFICACY_FPETIT2020,RCC4213_A_DM,Minidiscus sp.,0.011,0,1,0,1,9.7132,1,1.1305,1,0,1,0,1,0,1,53.1469,1,8.5,1,1.9703,1,0,1,0,1,0,1,0,1,0,1,0,1,95.1897,1,96.3202,1,0,1,0,1,2.4536,1,2.4536,1
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T16:36:00Z,5.278469192422731,1,638,698,141,618.584337349397,673.44578313253,135.771084337349,3327,"NA",1,104.5,31837.320574162677,NA,NA,NA,18,1453,"NA",3484,0.5829506314580941,1453,882,1380,1526,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T16:50:00Z,1.0849262737262737,2,202,188,84,193.442748091603,179.099236641221,78.0763358778625,623,"NA",1,104.5,5961.722488038277,NA,NA,NA,18,721,"NA",1109,0.34986474301172227,721,500,1030,1408,1268,MANIP_EFFICACY_FPETIT2020,RCC4213_A_D2,Minidiscus sp.,0.99503,0,1,0,1,0.1688,1,0.0132,1,0,1,0,1,0,1,0.86,1,0.1437,1,0.0185,1,0,1,0,1,0,1,0,1,0,1,0,1,1.5275,1,1.5407,1,0,1,0,1,0.0371,1,0.0371,1
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T17:10:00Z,0.33937849999999997,3,118,108,74,113.75625,102.9375,69.7625,239,"NA",1,104.5,2287.0813397129186,NA,NA,NA,18,623,"NA",753,0.17264276228419656,623,447,1001,1433,1324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T17:34:00Z,0.0678078921078921,4,90,76,69,86.108280254777,69.7261146496815,63.9426751592356,57,"NA",1,104.5,545.4545454545454,NA,NA,NA,18,568,"NA",598,0.05016722408026756,568,430,948,1379,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,A,2020-10-29T00:00:00Z,1899-12-31T17:49:00Z,0.033920889555222385,5,86,71,69,81.5849056603773,66.3962264150943,63.7295597484276,NA,"NA",1,104.5,0,NA,NA,NA,18,556,"NA",565,0.01592920353982301,556,417,937,1361,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T20:26:00Z,42.99,Cmere,NA,NA,NA,NA,NA,NA,24047,"NA",1,104.5,230114.83253588516,NA,NA,NA,14,1297,"NA",3777,0.6566057717765422,1297,704,792,499,475,MANIP_EFFICACY_FPETIT2020,RCC4213_B_DM,Minidiscus sp.,0.025,0,1,0,1,5.0203,1,0.6761,1,0,1,0,1,0,1,27.0637,1,4.8211,1,1.0603,1,0.4451,1,0,1,0,1,0,1,0,1,0,1,49.3027,1,49.9788,1,0,1,0,1,1.343,1,1.343,1
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T20:26:00Z,5.1599831412,1,539,556,133,491.592814371257,509.952095808383,127.425149700598,2782,"NA",1,104.5,26622.00956937799,NA,NA,NA,18,1290,"NA",2727,0.5269526952695269,1290,795,1315,1508,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T20:41:00Z,1.07499648775,2,189,170,85,182.317365269461,161.51497005988,79.317365269461,550,"NA",1,104.5,5263.1578947368425,NA,NA,NA,18,712,"NA",993,0.28298086606243705,712,493,987,1343,1199,MANIP_EFFICACY_FPETIT2020,RCC4213_B_D,Minidiscus sp.,0.99503,0,1,0,1,0.115,1,0.0112,1,0,1,0,1,0,1,0.614,1,0.1147,1,0.0195,1,0,1,0,1,0,1,0,1,0,1,0,1,1.1038,1,1.115,1,0,1,0,1,0.028,1,0.028,1
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T21:02:00Z,0.42999859509999994,3,142,121,84,136.8,114.8,78.1548387096774,294,"NA",1,104.5,2813.397129186603,NA,NA,NA,18,673,"NA",798,0.15664160401002505,673,495,1010,1395,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T21:19:00Z,0.21499929754999997,4,185,104,95,158.238095238095,97.0416666666666,90.7261904761904,125,"NA",1,104.5,1196.1722488038279,NA,NA,NA,18,604,"NA",667,0.0944527736131934,604,442,950,1342,1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,B,2020-10-30T00:00:00Z,1899-12-31T21:32:00Z,0.0429569026073926,5,106,72,73,101.065476190476,68.2619047619047,68.2440476190476,70,"NA",1,104.5,334.9282296650718,NA,NA,NA,18,630,"NA",632,0.0031645569620253164,630,465,994,1408,1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T19:44:00Z,47.1,Cmere,NA,NA,NA,NA,NA,NA,28770,"NA",1,104.5,275311.004784689,NA,NA,NA,14,1477,3796,4316,0.6577849860982391,1477,789,871,518,496,MANIP_EFFICACY_FPETIT2020,RCC4213_C_DM,Minidiscus sp.,0.03,0,1,0,1,6.2061,1,0.8696,1,0,1,0,1,0,1,31.9696,1,7.5703,1,1.6439,1,0,1,0,1,0,1,0,1,0,1,0,1,58.9267,1,59.7963,1,0,1,0,1,1.5196,1,1.5196,1
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T19:44:00Z,5.181636020000001,1,587,605,133,560.881656804733,574.75147928994,125.272189349112,3390,"NA",1,104.5,32440.191387559807,NA,NA,NA,18,1344,2696,2824,0.5240793201133145,1344,826,1348,1516,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T20:02:00Z,0.9421156400000001,2,177,162,86,169.547619047619,155.130952380952,80.9880952380952,587,"NA",1,104.5,5617.224880382775,NA,NA,NA,18,689,944,980,0.2969387755102041,689,488,990,1355,1220,MANIP_EFFICACY_FPETIT2020,RCC4213_C_D2,Minidiscus sp.,0.99503,0,1,0,1,0.1206,1,0.0138,1,0,1,0,1,0,1,0.6313,1,0.1538,1,0.0237,1,0.0039,1,0,1,0,1,0,1,0,1,0,1,1.1782,1,1.192,1,0,1,0,1,0.0306,1,0.0306,1
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T20:21:00Z,0.47105782000000007,3,139,114,80,134.209580838323,109.706586826347,76.125748502994,290,"NA",1,104.5,2775.11961722488,NA,NA,NA,18,620,739,750,0.17333333333333334,620,446,956,1339,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T20:40:00Z,0.23552891000000004,4,118,95,74,114.662068965517,89.0758620689655,68.2551724137931,150,"NA",1,104.5,1435.4066985645932,NA,NA,NA,18,587,654,672,0.12648809523809523,587,427,966,1373,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC4213,C,2020-11-01T00:00:00Z,1899-12-31T20:58:00Z,0.04705872327672328,5,89,77,70,83.5977653631284,72.5139664804469,65.4413407821229,32,"NA",1,104.5,153.11004784688996,NA,NA,NA,18,569,584,582,0.022336769759450172,569,425,947,1359,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T13:28:00Z,173.66,Cmere,NA,NA,NA,NA,NA,NA,4058,"NA",1,98.66666666666667,41128.37837837838,NA,NA,NA,12,1174,"NA",4301,0.727040223203906,1174,598,668,372,403,MANIP_EFFICACY_FPETIT2020,RCC0076_A_DM,Thalassiosira weissflogii,0.02,0,1,0,1,7.3738,1,1.9741,1,0,1,0,1,0,1,34.975,1,10.3332,1,1.5088,1,0,1,0.0673,1,0,1,0,1,0,1,0,1,107.8937,1,109.8678,1,0,1,0,1,3.1559,1,3.1559,1
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T14:53:00Z,17.366887,0,795,794,173,737.925675675675,723.52027027027,165.425675675675,418,"NA",1,98.66666666666667,4236.486486486486,NA,NA,NA,17,1277,"NA",3642,0.6493684788577705,1277,732,1099,1142,1107,MANIP_EFFICACY_FPETIT2020,RCC0076_A_D0,Thalassiosira weissflogii,0.45503,0,1,0,1,1.6891,1,0.3782,1,0,1,0,1,0,1,7.4864,1,2.1681,1,0.3087,1,0,1,0.0277,1,0,1,0,1,0,1,0,1,22.8424,1,23.2206,1,0.1321,1,0,1,0.6669,1,0.6669,1
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T13:28:00Z,5.2100661,1,318,293,100,277.321212121212,266.315151515151,90.9757575757575,102,"NA",1,98.66666666666667,1033.7837837837837,NA,NA,NA,18,965,"NA",2058,0.5310981535471332,965,613,1148,1451,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T13:46:00Z,0.86834435,2,130,105,74,124.857142857142,98.3831168831168,68.1623376623376,12,"NA",1,98.66666666666667,60.81081081081081,NA,NA,NA,18,648,"NA",810,0.2,648,468,998,1427,1356,MANIP_EFFICACY_FPETIT2020,RCC0076_A_D2,Thalassiosira weissflogii,0.99503,0,1,0,1,0.0688,1,0.0121,1,0,1,0,1,0,1,0.3522,1,0.1028,1,0.0138,1,0,1,0,1,0,1,0,1,0,1,0,1,1.0713,1,1.0834,1,0,1,0,1,0.0302,1,0.0302,1
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T14:01:00Z,0.3466444510978044,3,122,87,79,116.481927710843,81.4578313253012,74.8734939759036,10,"NA",1,98.66666666666667,50.67567567567567,NA,NA,NA,18,579,"NA",659,0.12139605462822459,579,421,948,1368,1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T14:34:00Z,0.17349537462537462,4,96,74,76,91.1753246753246,69.2792207792207,69.8376623376623,7,"NA",1,98.66666666666667,35.47297297297297,NA,NA,NA,18,583,"NA",618,0.05663430420711974,583,423,961,1393,1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,A,2020-10-29T00:00:00Z,1899-12-31T15:10:00Z,0.08679103948025987,5,109,72,73,102.35625,66.21875,68.1,1,"NA",1,98.66666666666667,3.3783783783783785,NA,NA,NA,18,566,"NA",577,0.019064124783362217,566,418,971,1412,1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T13:16:00Z,190.85,Cmere,NA,NA,NA,NA,NA,NA,3769,"NA",1,98.66666666666667,38199.32432432432,NA,NA,NA,12,1308,"NA",4650,0.7187096774193549,1308,673,753,443,475,MANIP_EFFICACY_FPETIT2020,RCC0076_B_DM,Thalassiosira weissflogii,0.01,0,1,0,1,15.5459,1,3.4165,1,0,1,0,1,0,1,75.7255,1,23.8137,1,3.4746,1,0,1,0,1,0,1,0,1,0,1,0,1,232.9485,1,236.3649,1,0,1,0,1,6.7851,1,6.7851,1
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T14:36:00Z,19.085539894999997,0,841,791,189,810.483333333333,763.794444444444,182.733333333333,360,"NA",1,98.66666666666667,3648.6486486486488,NA,NA,NA,17,1302,"NA",3055,0.5738134206219313,1302,746,1082,1093,1049,MANIP_EFFICACY_FPETIT2020,RCC0076_B_D0,Thalassiosira weissflogii,0.5,0,1,0,1,1.6828,1,0.4501,1,0,1,0,1,0,1,7.6761,1,2.2792,1,0.3234,1,0,1,0.0236,1,0,1,0,1,0,1,0,1,23.1862,1,23.6362,1,0.1247,1,0,1,0.6785,1,0.6785,1
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T13:16:00Z,5.7256619685,1,368,310,124,356.371428571428,297.931428571428,120.011428571428,151,"NA",1,98.66666666666667,1530.4054054054052,NA,NA,NA,18,1030,"NA",2193,0.5303237574099408,1030,657,1187,1485,1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T13:29:00Z,1.9085539894999999,2,236,169,123,227.511627906976,161.972093023255,117.679069767441,37,"NA",1,98.66666666666667,375,NA,NA,NA,18,753,"NA",1149,0.34464751958224543,753,525,1058,1447,1293,MANIP_EFFICACY_FPETIT2020,RCC0076_B_D2,Thalassiosira weissflogii,0.99503,0,1,0,1,0.1641,1,0.0243,1,0.0171,1,0,1,0,1,0.7676,1,0.2377,1,0.0345,1,0,1,0,1,0,1,0,1,0,1,0,1,2.4064,1,2.4308,1,0,1,0,1,0.0655,1,0.0655,1
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T13:46:00Z,0.38094890009980037,3,121,106,80,114.160714285714,97.8095238095238,74.8869047619047,17,"NA",1,98.66666666666667,172.2972972972973,NA,NA,NA,18,620,"NA",768,0.19270833333333334,620,451,976,1389,1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T15:29:00Z,0.09538000947026487,4,165,209,104,159.485029940119,203.91616766467,100.335329341317,3,"NA",1,98.66666666666667,6.081081081081081,NA,NA,NA,18,548,"NA",576,0.04861111111111111,548,408,939,1362,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,B,2020-10-31T00:00:00Z,1899-12-31T14:12:00Z,0.03816344710057988,5,126,89,116,120.304347826086,79.8819875776397,97.2111801242236,1,"NA",1,98.66666666666667,2.0270270270270268,NA,NA,NA,18,629,"NA",654,0.0382262996941896,629,475,1047,1515,1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T11:41:00Z,98.62,Cmere,NA,NA,NA,NA,NA,NA,3860,"NA",1,98.66666666666667,39121.62162162162,NA,NA,NA,12,1153,3591,4084,0.7176787463271302,1153,583,644,382,411,MANIP_EFFICACY_FPETIT2020,RCC0076_C_DM,Thalassiosira weissflogii,0.03,0,1,0,1,13.6677,1,3.8843,1,0,1,0,1,0,1,62.7398,1,20.1881,1,3.3157,1,0,1,0.1276,1,0,1,0,1,0,1,0,1,191.6155,1,195.4998,1,1.1769,1,0,1,5.755,1,5.755,1
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T11:41:00Z,19.725775600000002,0,1291,1274,234,1223.90909090909,1209.67878787878,223.430303030303,685,"NA",1,98.66666666666667,6942.5675675675675,NA,NA,NA,16,1421,3978,4217,0.6630305904671567,1421,768,1022,903,874,MANIP_EFFICACY_FPETIT2020,RCC0076_C_D0,Thalassiosira weissflogii,0.23003,0,1,0,1,3.0893,1,0.9001,1,0,1,0,1,0,1,13.5979,1,4.2661,1,0.6919,1,0,1,0.0276,1,0,1,0,1,0,1,0,1,41.2024,1,42.1025,1,0.2353,1,0,1,1.2211,1,1.2211,1
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T13:08:00Z,4.9314439000000005,1,430,411,116,407.364705882352,385.164705882352,110.147058823529,183,"NA",1,98.66666666666667,1854.7297297297296,NA,NA,NA,18,1151,2410,2616,0.5600152905198776,1151,706,1248,1518,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T12:16:00Z,0.98628878,2,160,134,87,152.022988505747,126.53448275862,80.6264367816092,35,"NA",1,98.66666666666667,354.72972972972974,NA,NA,NA,18,682,974,951,0.28286014721345953,682,476,995,1376,1218,MANIP_EFFICACY_FPETIT2020,RCC0076_C_D2,Thalassiosira weissflogii,0.99503,0,1,0,1,0.1317,1,0.046,1,0,1,0,1,0,1,0.6234,1,0.1905,1,0.0292,1,0,1,0,1,0,1,0,1,0,1,0,1,1.8522,1,1.8982,1,0,1,0,1,0.0517,1,0.0517,1
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T12:31:00Z,0.49314439,3,119,101,83,113.554838709677,95.1290322580645,76.1870967741935,19,"NA",1,98.66666666666667,192.56756756756758,NA,NA,NA,18,730,896,883,0.17327293318233294,730,531,1129,1598,1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC76,C,2020-11-02T00:00:00Z,1899-12-31T12:45:00Z,0.09853034765234765,4,106,78,79,100.584905660377,72.5723270440251,70.8238993710691,5,"NA",1,98.66666666666667,16.89189189189189,NA,NA,NA,18,688,721,789,0.12801013941698353,688,509,1110,1592,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
