SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Aug 26 10:22:34 PDT 2019
User: corrico
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H06089
Integration Time (usec): 2000 (USB2+H06089)
Spectra Averaged: 20 (USB2+H06089)
Boxcar Smoothing: 2 (USB2+H06089)
Correct for Electrical Dark: No (USB2+H06089)
Strobe/Lamp Enabled: No (USB2+H06089)
Correct for Detector Non-linearity: No (USB2+H06089)
Correct for Stray Light: No (USB2+H06089)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.70	1024.69
340.07	1024.69
340.45	993.96
340.82	975.98
341.19	957.26
341.57	930.99
341.94	915.17
342.31	907.47
342.69	898.53
343.06	890.85
343.43	890.39
343.81	894.06
344.18	898.06
344.55	905.37
344.93	908.78
345.30	915.50
345.67	921.98
346.04	929.29
346.42	935.79
346.79	949.11
347.16	958.36
347.54	967.86
347.91	976.26
348.28	982.86
348.65	990.70
349.03	1002.12
349.40	1013.83
349.77	1018.11
350.14	1029.02
350.52	1031.50
350.89	1035.08
351.26	1035.83
351.63	1046.95
352.01	1050.27
352.38	1059.94
352.75	1066.72
353.12	1073.39
353.50	1073.91
353.87	1075.55
354.24	1076.95
354.61	1079.60
354.98	1080.63
355.36	1081.84
355.73	1082.08
356.10	1082.47
356.47	1081.14
356.84	1082.57
357.22	1083.08
357.59	1088.02
357.96	1089.47
358.33	1091.46
358.70	1090.48
359.08	1090.01
359.45	1083.86
359.82	1083.41
360.19	1082.10
360.56	1078.87
360.94	1077.30
361.31	1080.51
361.68	1078.99
362.05	1076.39
362.42	1076.51
362.79	1076.08
363.16	1077.61
363.54	1076.44
363.91	1076.74
364.28	1077.44
364.65	1079.27
365.02	1076.74
365.39	1077.91
365.76	1077.02
366.14	1080.88
366.51	1077.58
366.88	1078.10
367.25	1077.44
367.62	1076.76
367.99	1072.50
368.36	1075.43
368.73	1075.85
369.10	1075.99
369.48	1078.43
369.85	1080.06
370.22	1080.13
370.59	1078.64
370.96	1081.63
371.33	1082.99
371.70	1082.10
372.07	1081.42
372.44	1085.05
372.81	1078.61
373.18	1074.54
373.55	1075.57
373.93	1073.02
374.30	1069.16
374.67	1069.48
375.04	1068.31
375.41	1065.11
375.78	1068.17
376.15	1069.20
376.52	1070.21
376.89	1070.33
377.26	1073.65
377.63	1072.62
378.00	1071.40
378.37	1071.33
378.74	1075.15
379.11	1072.25
379.48	1074.07
379.85	1074.40
380.22	1076.32
380.59	1079.38
380.96	1080.23
381.33	1080.79
381.70	1083.04
382.07	1082.15
382.44	1081.26
382.81	1082.31
383.18	1080.93
383.55	1075.78
383.92	1076.04
384.29	1073.91
384.66	1073.49
385.03	1075.78
385.40	1079.50
385.77	1081.14
386.14	1077.51
386.51	1080.09
386.88	1078.05
387.25	1079.27
387.62	1076.27
387.99	1078.66
388.36	1077.28
388.73	1079.83
389.10	1079.22
389.46	1082.38
389.83	1082.47
390.20	1084.39
390.57	1081.84
390.94	1081.75
391.31	1080.25
391.68	1084.04
392.05	1083.06
392.42	1084.35
392.79	1085.14
393.16	1085.35
393.53	1083.39
393.89	1082.40
394.26	1083.76
394.63	1083.79
395.00	1082.71
395.37	1082.99
395.74	1083.39
396.11	1084.21
396.48	1085.00
396.84	1088.61
397.21	1088.40
397.58	1091.44
397.95	1089.26
398.32	1089.66
398.69	1091.42
399.06	1090.34
399.42	1088.23
399.79	1086.80
400.16	1084.77
400.53	1079.83
400.90	1081.02
401.27	1083.08
401.64	1087.95
402.00	1091.02
402.37	1097.13
402.74	1099.14
403.11	1099.70
403.48	1096.66
403.84	1094.53
404.21	1089.87
404.58	1087.81
404.95	1086.34
405.32	1086.41
405.68	1088.14
406.05	1087.83
406.42	1090.34
406.79	1093.17
407.16	1092.19
407.52	1092.23
407.89	1091.95
408.26	1089.00
408.63	1089.82
408.99	1092.07
409.36	1091.93
409.73	1094.13
410.10	1095.86
410.47	1094.60
410.83	1091.84
411.20	1091.46
411.57	1093.66
411.94	1093.47
412.30	1091.37
412.67	1094.32
413.04	1096.21
413.40	1096.31
413.77	1098.48
414.14	1103.31
414.51	1104.80
414.87	1106.25
415.24	1107.38
415.61	1107.17
415.97	1101.99
416.34	1100.26
416.71	1096.85
417.08	1099.35
417.44	1099.26
417.81	1100.36
418.18	1102.81
418.54	1102.18
418.91	1100.45
419.28	1100.24
419.64	1104.12
420.01	1109.34
420.38	1115.78
420.74	1116.41
421.11	1116.39
421.48	1117.82
421.84	1116.79
422.21	1118.10
422.58	1120.48
422.94	1126.66
423.31	1129.40
423.68	1131.77
424.04	1133.90
424.41	1135.32
424.77	1136.31
425.14	1138.04
425.51	1141.27
425.87	1146.23
426.24	1152.83
426.61	1159.50
426.97	1165.89
427.34	1171.41
427.70	1173.94
428.07	1179.21
428.44	1187.14
428.80	1192.60
429.17	1202.03
429.53	1214.04
429.90	1227.00
430.27	1237.86
430.63	1251.58
431.00	1260.21
431.36	1270.93
431.73	1279.10
432.09	1290.52
432.46	1305.43
432.83	1323.29
433.19	1342.41
433.56	1363.64
433.92	1383.40
434.29	1401.75
434.65	1422.02
435.02	1447.22
435.38	1473.44
435.75	1499.21
436.11	1529.63
436.48	1562.35
436.84	1592.06
437.21	1622.13
437.57	1660.40
437.94	1698.15
438.30	1741.17
438.67	1789.95
439.03	1844.32
439.40	1898.29
439.76	1960.03
440.13	2014.76
440.49	2075.35
440.86	2140.44
441.22	2217.59
441.59	2290.66
