pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
304.175,13H 44M 36.4789999999994S,13.7165,4.56507,2.1884,0.2016,1.8318071,13.700035,13.6715,38.6392,29.0737,3.2019,138.956,0,49476.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.923,13H 44M 37.4789999999994S,13.7165,4.565062,2.1884,0.183,1.8322649,13.698668,13.6716,38.6392,29.0737,3.2014,138.933,0,49477.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.96,13H 44M 38.4789999999994S,13.7164,4.565061,2.1889,0.1789,1.8319088,13.700035,13.6715,38.6392,29.0738,3.2032,139.012,0,49478.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.939,13H 44M 39.4789999999994S,13.7163,4.565052,2.1889,0.1828,1.8318579,13.697985,13.6714,38.6392,29.0738,3.2004,138.892,0,49479.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.873,13H 44M 40.4789999999994S,13.7166,4.565067,2.1884,0.1862,1.8319088,13.703454,13.6717,38.6392,29.0736,3.1995,138.851,0,49480.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.995,13H 44M 41.4789999999994S,13.7163,4.565064,2.188,0.1802,1.8320105,13.700035,13.6714,38.6393,29.0738,3.1979,138.783,0,49481.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
304.104,13H 44M 42.4789999999994S,13.7164,4.565074,2.187,0.1883,1.8319088,13.697985,13.6715,38.6393,29.0738,3.1945,138.638,0,49482.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
304.089,13H 44M 43.4789999999994S,13.7164,4.565071,2.1865,0.193,1.8317053,13.699352,13.6715,38.6393,29.0738,3.1982,138.797,0,49483.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
304.059,13H 44M 44.4789999999994S,13.7161,4.565015,2.1877,0.2003,1.8319597,13.700035,13.6711,38.6391,29.0737,3.2024,138.977,0,49484.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
303.715,13H 44M 45.4789999999994S,13.7162,4.56502,2.1882,0.2018,1.8317562,13.697301,13.6713,38.6392,29.0738,3.2015,138.941,0,49485.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
