pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
398.899,11H 54M 33.4789999999994S,13.5475,4.548484,2.1428,0.1882,1.8379629,13.531802,13.4888,38.6094,29.0895,3.1504,136.719,0,42873.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
398.023,11H 54M 34.4789999999994S,13.5486,4.548575,2.1422,0.2059,1.8378103,13.531118,13.49,38.6095,29.0894,3.1503,136.717,0,42874.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
396.881,11H 54M 35.4789999999994S,13.5491,4.548594,2.1421,0.1953,1.8378103,13.529749,13.4907,38.6097,29.0894,3.1515,136.767,0,42875.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
395.745,11H 54M 36.4789999999994S,13.5511,4.548796,2.1425,0.1956,1.8376068,13.531118,13.4929,38.6101,29.0892,3.152,136.791,0,42876.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
394.741,11H 54M 37.4789999999994S,13.5534,4.549049,2.1428,0.1971,1.837912,13.53317,13.4953,38.6107,29.0892,3.1539,136.872,0,42877.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
393.731,11H 54M 38.4789999999994S,13.5558,4.549302,2.1442,0.1967,1.8376577,13.53317,13.4979,38.611,29.0889,3.1571,137.012,0,42878.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
392.732,11H 54M 39.4789999999994S,13.5572,4.54943,2.1442,0.1995,1.8377086,13.533854,13.4995,38.6113,29.0888,3.1508,136.736,0,42879.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
391.877,11H 54M 40.4789999999994S,13.5577,4.549437,2.1435,0.1952,1.8376577,13.53317,13.5001,38.6112,29.0886,3.1506,136.73,0,42880.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
391.091,11H 54M 41.4789999999994S,13.5578,4.549426,2.1435,0.1876,1.8373524,13.53317,13.5003,38.6114,29.0887,3.1486,136.643,0,42881.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
390.097,11H 54M 42.4789999999994S,13.5585,4.549499,2.1424,0.1942,1.8374542,13.534538,13.5011,38.6118,29.0889,3.1477,136.602,0,42882.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
388.698,11H 54M 43.4789999999994S,13.561,4.549749,2.1433,0.2047,1.8380138,13.53317,13.5038,38.6123,29.0887,3.1534,136.852,0,42883.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
387.54,11H 54M 44.4789999999994S,13.5618,4.549753,2.1447,0.1987,1.8376577,13.535222,13.5047,38.6121,29.0883,3.156,136.962,0,42884.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
386.973,11H 54M 45.4789999999994S,13.5607,4.549619,2.1453,0.1913,1.8377594,13.534538,13.5038,38.6122,29.0885,3.1518,136.78,0,42885.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
386.195,11H 54M 46.4789999999994S,13.5627,4.549849,2.1445,0.1929,1.8376577,13.537275,13.5059,38.6126,29.0884,3.148,136.616,0,42886.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
385.043,11H 54M 47.4789999999994S,13.5633,4.549856,2.1437,0.2091,1.8379121,13.542747,13.5067,38.6126,29.0883,3.147,136.571,0,42887.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
383.911,11H 54M 48.4789999999994S,13.5642,4.549914,2.1438,0.2095,1.8380138,13.540695,13.5077,38.6128,29.0882,3.1503,136.713,0,42888.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
382.802,11H 54M 49.4789999999994S,13.5645,4.5499,2.1447,0.2,1.8375559,13.544115,13.5082,38.6129,29.0882,3.1507,136.733,0,42889.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
381.848,11H 54M 50.4789999999994S,13.5648,4.549899,2.1444,0.1902,1.837912,13.543431,13.5087,38.613,29.0881,3.149,136.658,0,42890.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
381.057,11H 54M 51.4789999999994S,13.5667,4.5501,2.145,0.1893,1.8378103,13.545483,13.5107,38.6133,29.088,3.1524,136.805,0,42891.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
380.092,11H 54M 52.4789999999994S,13.5682,4.550248,2.1456,0.1974,1.8377086,13.544799,13.5123,38.6136,29.0879,3.1506,136.73,0,42892.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
378.945,11H 54M 53.4789999999994S,13.5699,4.550416,2.1454,0.2055,1.8378103,13.549588,13.5142,38.6141,29.0878,3.1485,136.638,0,42893.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
377.739,11H 54M 54.4789999999994S,13.5716,4.550568,2.1452,0.201,1.8381155,13.542747,13.516,38.6144,29.0877,3.1496,136.686,0,42894.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
376.788,11H 54M 55.4789999999994S,13.5728,4.550661,2.1458,0.2093,1.8378612,13.546168,13.5173,38.6145,29.0875,3.15,136.702,0,42895.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
376.037,11H 54M 56.4789999999994S,13.5733,4.550688,2.146,0.2027,1.8380647,13.54822,13.518,38.6145,29.0874,3.1502,136.713,0,42896.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
375.114,11H 54M 57.4789999999994S,13.5756,4.550971,2.1462,0.195,1.8379121,13.549588,13.5204,38.6153,29.0875,3.1488,136.652,0,42897.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
373.883,11H 54M 58.4789999999994S,13.5783,4.551234,2.1459,0.1836,1.8379629,13.549588,13.5233,38.6156,29.0871,3.1475,136.593,0,42898.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
372.726,11H 54M 59.4789999999994S,13.5802,4.551409,2.1462,0.1715,1.8382173,13.550956,13.5253,38.616,29.0869,3.1486,136.641,0,42899.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
371.795,11H 55M 0.47899999999936S,13.5819,4.551588,2.1462,0.1767,1.8384208,13.549588,13.5271,38.6164,29.0868,3.1465,136.552,0,42900.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
370.859,11H 55M 1.47899999999936S,13.5831,4.55169,2.146,0.202,1.8381664,13.552324,13.5286,38.6165,29.0866,3.1476,136.599,0,42901.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
369.832,11H 55M 2.47899999999936S,13.5846,4.551813,2.1466,0.1966,1.8380647,13.55506,13.5301,38.6167,29.0864,3.1479,136.614,0,42902.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
368.995,11H 55M 3.47899999999936S,13.5854,4.551873,2.1467,0.1882,1.8383191,13.55506,13.531,38.6168,29.0863,3.1485,136.636,0,42903.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
368.104,11H 55M 4.47899999999936S,13.5853,4.551813,2.1474,0.1799,1.8382173,13.561901,13.5311,38.6167,29.0863,3.1499,136.698,0,42904.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
366.9,11H 55M 5.47899999999936S,13.5856,4.551835,2.1476,0.1721,1.8383699,13.561217,13.5316,38.6171,29.0865,3.1504,136.718,0,42905.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
365.726,11H 55M 6.47899999999936S,13.589,4.552202,2.149,0.1791,1.8383699,13.561901,13.5351,38.6178,29.0862,3.1552,136.927,0,42906.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
364.887,11H 55M 7.47899999999936S,13.5898,4.552259,2.1497,0.1976,1.8383699,13.560533,13.5361,38.6178,29.0861,3.1506,136.729,0,42907.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
364.17,11H 55M 8.47899999999936S,13.5907,4.552334,2.1486,0.1966,1.8381664,13.562585,13.5371,38.6179,29.0859,3.1463,136.543,0,42908.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
363.17,11H 55M 9.47899999999936S,13.5913,4.552352,2.1487,0.2022,1.8378103,13.566005,13.5378,38.618,29.0858,3.1514,136.764,0,42909.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
361.891,11H 55M 10.4789999999994S,13.5914,4.55232,2.15,0.1842,1.8380138,13.566689,13.5381,38.6182,29.0859,3.1548,136.911,0,42910.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
360.801,11H 55M 11.4789999999994S,13.5921,4.552366,2.1509,0.1789,1.8379629,13.566005,13.539,38.6183,29.0858,3.1549,136.918,0,42911.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
359.967,11H 55M 12.4789999999994S,13.593,4.552425,2.1514,0.1793,1.8377594,13.566005,13.54,38.6184,29.0857,3.1539,136.873,0,42912.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
359.083,11H 55M 13.4789999999994S,13.5937,4.552467,2.152,0.1839,1.8376068,13.567373,13.5408,38.6185,29.0856,3.1568,136.999,0,42913.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
357.979,11H 55M 14.4789999999994S,13.5937,4.552432,2.1525,0.1995,1.8377086,13.566689,13.541,38.6186,29.0856,3.1537,136.865,0,42914.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
356.982,11H 55M 15.4789999999994S,13.5955,4.552626,2.152,0.1938,1.8372507,13.568057,13.5429,38.6191,29.0856,3.1529,136.829,0,42915.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
356.152,11H 55M 16.4789999999994S,13.5976,4.552834,2.1523,0.1856,1.8371489,13.568057,13.5452,38.6193,29.0853,3.1505,136.725,0,42916.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
355.193,11H 55M 17.4789999999994S,13.5985,4.552903,2.1505,0.1893,1.837098,13.566005,13.5462,38.6196,29.0853,3.1441,136.448,0,42917.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
354.071,11H 55M 18.4789999999994S,13.5995,4.552966,2.1501,0.2017,1.8366911,13.571477,13.5473,38.6196,29.0851,3.1498,136.696,0,42918.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
352.807,11H 55M 19.4789999999994S,13.6006,4.553062,2.1517,0.1973,1.8365893,13.572161,13.5487,38.62,29.085,3.1544,136.894,0,42919.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
351.723,11H 55M 20.4789999999994S,13.6021,4.553191,2.1523,0.1864,1.8362841,13.568741,13.5503,38.6202,29.0849,3.1507,136.735,0,42920.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
