pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
1.809,8H 13M 7.47899999999936S,13.4858,4.497302,3.0447,1.697,1.5192816,13.467486,13.4855,38.3624,28.8988,4.8605,210.972,0,29587.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.854,8H 13M 8.47899999999936S,13.486,4.497313,3.0436,1.6818,1.5194343,13.467486,13.4857,38.3623,28.8987,4.8538,210.685,0,29588.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.595,8H 13M 9.47899999999936S,13.4861,4.49732,3.0421,1.6844,1.5195869,13.46817,13.485900000000001,38.3623,28.8987,4.8514,210.577,0,29589.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.436,8H 13M 10.4789999999994S,13.4867,4.497358,3.0412,1.6686,1.5194343,13.467486,13.4865,38.3622,28.8984,4.851,210.56,0,29590.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.646,8H 13M 11.4789999999994S,13.486,4.497318,3.0409,1.7027,1.5197395,13.467486,13.4858,38.3624,28.8988,4.8541,210.696,0,29591.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.667,8H 13M 12.4789999999994S,13.486,4.497308,3.0422,1.6888,1.5195869,13.467486,13.4858,38.3623,28.8986,4.8593,210.923,0,29592.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.726,8H 13M 13.4789999999994S,13.4856,4.497274,3.0438,1.6844,1.519536,13.467486,13.4853,38.3623,28.8988,4.8647,211.154,0,29593.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.693,8H 13M 14.4789999999994S,13.4857,4.497274,3.046,1.7055,1.5196378,13.46817,13.4854,38.3623,28.8987,4.8667,211.242,0,29594.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.634,8H 13M 15.4789999999994S,13.4857,4.497278,3.0461,1.7391,1.5194851,13.467486,13.4855,38.3623,28.8988,4.8645,211.148,0,29595.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.674,8H 13M 16.4789999999994S,13.4853,4.497257,3.0471,1.7062,1.5193325,13.466802,13.4851,38.3625,28.899,4.8666,211.239,0,29596.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.705,8H 13M 17.4789999999994S,13.4862,4.497346,3.0467,1.7613,1.5195869,13.467486,13.486,38.3625,28.8987,4.8593,210.923,0,29597.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.539,8H 13M 18.4789999999994S,13.4866,4.497421,3.0435,1.7713,1.5196886,13.469539,13.4864,38.3628,28.8989,4.8459,210.337,0,29598.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.52,8H 13M 19.4789999999994S,13.4865,4.497388,3.04,1.6814,1.5198921,13.46817,13.4863,38.3627,28.8988,4.8456,210.324,0,29599.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.774,8H 13M 20.4789999999994S,13.4878,4.497492,3.0395,1.639,1.5196378,13.467486,13.4875,38.3622,28.8982,4.8489,210.469,0,29600.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
1.838,8H 13M 21.4789999999994S,13.4882,4.497572,3.0402,1.566,1.519536,13.467486,13.4879,38.3625,28.8983,4.8542,210.698,0,29601.479,NA,Mar,04,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 Mar 2021
