pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
50.45,11H 1M 20.4789999999994S,13.4156,4.496297,2.9334,1.3382,1.5433964,13.396307,13.4083,38.4013,28.9453,4.6671,202.571,0,39680.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
50.225,11H 1M 21.4789999999994S,13.4155,4.496267,2.9335,1.3785,1.5436508,13.399729,13.4083,38.4012,28.9452,4.6654,202.495,0,39681.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
49.941,11H 1M 22.4789999999994S,13.4154,4.496245,2.9332,1.3779,1.5435999,13.399045,13.4082,38.4012,28.9452,4.6654,202.495,0,39682.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
49.928,11H 1M 23.4789999999994S,13.4154,4.496301,2.9334,1.3638,1.5437016,13.400414,13.4082,38.4017,28.9456,4.6664,202.54,0,39683.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
49.999,11H 1M 24.4789999999994S,13.4157,4.496282,2.9336,1.4009,1.543549,13.400414,13.4085,38.4013,28.9453,4.6661,202.524,0,39684.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
50.091,11H 1M 25.4789999999994S,13.4157,4.496271,2.9332,1.3847,1.5437525,13.39836,13.4085,38.4011,28.9452,4.6634,202.408,0,39685.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
50.234,11H 1M 26.4789999999994S,13.4156,4.496311,2.9325,1.4053,1.5438542,13.39836,13.4084,38.4015,28.9454,4.6621,202.353,0,39686.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
50.275,11H 1M 27.4789999999994S,13.4155,4.49633,2.9319,1.4164,1.5440069,13.401783,13.4082,38.4018,28.9457,4.6615,202.326,0,39687.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
50.102,11H 1M 28.4789999999994S,13.4155,4.496292,2.9321,1.3643,1.5437525,13.399729,13.4083,38.4015,28.9454,4.6669,202.561,0,39688.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
49.969,11H 1M 29.4789999999994S,13.4155,4.496232,2.9337,1.3576,1.5442612,13.399729,13.4083,38.401,28.945,4.6703,202.708,0,39689.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
