pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
14.549,8H 23M 37.4789999999994S,13.4807,4.497391,3.0097,2.5301,1.523199,13.467486,13.4786,38.3625,28.9003,4.788,207.827,0,30217.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.633,8H 23M 38.4789999999994S,13.4835,4.4977,3.0085,2.5371,1.523199,13.467486,13.4814,38.3626,28.8998,4.7938,208.077,0,30218.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.622,8H 23M 39.4789999999994S,13.4833,4.497682,3.0086,2.6439,1.5235551,13.466117,13.4812,38.3626,28.8999,4.7939,208.083,0,30219.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.565,8H 23M 40.4789999999994S,13.4838,4.497746,3.0093,2.5025,1.523606,13.466802,13.4817,38.3628,28.8999,4.8006,208.371,0,30220.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.612,8H 23M 41.4789999999994S,13.4827,4.497626,3.0109,2.4446,1.5233007,13.467486,13.4806,38.3627,28.9001,4.8035,208.498,0,30221.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.647,8H 23M 42.4789999999994S,13.4831,4.49766,3.0125,2.4573,1.5230972,13.467486,13.481,38.3626,28.8999,4.8026,208.46,0,30222.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.575,8H 23M 43.4789999999994S,13.4833,4.497693,3.0105,2.4874,1.5233007,13.467486,13.4812,38.3628,28.9,4.7884,207.844,0,30223.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.557,8H 23M 44.4789999999994S,13.4799,4.497237,3.007,2.5,1.5230972,13.466802,13.4778,38.3618,28.8999,4.7876,207.807,0,30224.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.577,8H 23M 45.4789999999994S,13.4785,4.49706,3.008,2.4955,1.5234534,13.466802,13.4764,38.3616,28.9001,4.7954,208.149,0,30225.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.583,8H 23M 46.4789999999994S,13.4807,4.497264,3.0077,2.4509,1.5228429,13.466802,13.4786,38.3613,28.8994,4.7917,207.988,0,30226.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
14.682,8H 23M 47.4789999999994S,13.4802,4.49734,3.0077,2.4515,1.5230464,13.467486,13.4781,38.3625,28.9004,4.7931,208.045,0,30227.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
