pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
2.429,10H 55M 29.4789999999994S,13.5149,4.500779,3.0113,0.876,1.5258954,13.50033,13.5145,38.3661,28.8954,4.7891,207.875,0,39329.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.707,10H 55M 30.4789999999994S,13.5089,4.500145,3.0125,0.8949,1.5262006,13.501014,13.5085,38.3659,28.8966,4.7966,208.202,0,39330.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.709,10H 55M 31.4789999999994S,13.51,4.500272,3.014,0.8774,1.5263024,13.499646,13.5096,38.366,28.8965,4.8009,208.386,0,39331.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.41,10H 55M 32.4789999999994S,13.517,4.501015,3.015,0.8634,1.5262006,13.50033,13.5167,38.3662,28.8951,4.7913,207.969,0,39332.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.432,10H 55M 33.4789999999994S,13.5155,4.500831,3.0114,0.8487,1.5259971,13.501014,13.5152,38.3659,28.8952,4.783,207.609,0,39333.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.691,10H 55M 34.4789999999994S,13.5095,4.500184,3.0112,0.8795,1.526048,13.498962,13.5091,38.3657,28.8963,4.7892,207.879,0,39334.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.647,10H 55M 35.4789999999994S,13.5109,4.500339,3.0107,0.9424,1.5258445,13.499646,13.5105,38.3658,28.8961,4.7888,207.86,0,39335.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.495,10H 55M 36.4789999999994S,13.5119,4.50051,3.0117,0.8865,1.5262006,13.501014,13.5115,38.3664,28.8964,4.7918,207.99,0,39336.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.51,10H 55M 37.4789999999994S,13.5187,4.501119,3.0108,0.8731,1.5263533,13.50033,13.5183,38.3654,28.8941,4.7814,207.541,0,39337.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.635,10H 55M 38.4789999999994S,13.5103,4.500262,3.0088,0.8819,1.5262515,13.50033,13.5099,38.3656,28.8961,4.7828,207.601,0,39338.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.693,10H 55M 39.4789999999994S,13.5096,4.500176,3.0087,0.8544,1.5265059,13.498277,13.5092,38.3655,28.8962,4.7862,207.751,0,39339.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.478,10H 55M 40.4789999999994S,13.5103,4.500292,3.0102,0.8453,1.5259971,13.496909,13.5099,38.366,28.8964,4.7919,207.997,0,39340.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.377,10H 55M 41.4789999999994S,13.5126,4.500487,3.0116,0.854,1.5259463,13.50033,13.5123,38.3656,28.8956,4.7886,207.852,0,39341.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.652,10H 55M 42.4789999999994S,13.5087,4.500092,3.0087,0.852,1.5262006,13.50033,13.5083,38.3656,28.8964,4.7794,207.452,0,39342.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.804,10H 55M 43.4789999999994S,13.5058,4.499869,3.0089,0.8768,1.5262006,13.498277,13.5054,38.3663,28.8976,4.7878,207.817,0,39343.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.547,10H 55M 44.4789999999994S,13.5092,4.500198,3.0099,0.8796,1.526048,13.498962,13.5088,38.3662,28.8968,4.7894,207.887,0,39344.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.353,10H 55M 45.4789999999994S,13.5136,4.500613,3.0101,0.872,1.5261498,13.50033,13.5133,38.3658,28.8955,4.7849,207.694,0,39345.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.564,10H 55M 46.4789999999994S,13.5096,4.50019,3.0094,0.84,1.526048,13.50033,13.5093,38.3656,28.8962,4.7883,207.838,0,39346.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.736,10H 55M 47.4789999999994S,13.5067,4.499948,3.0112,0.8319,1.5263024,13.498962,13.5063,38.3662,28.8973,4.7946,208.113,0,39347.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.602,10H 55M 48.4789999999994S,13.5068,4.499934,3.0126,0.8527,1.5263533,13.501014,13.5064,38.366,28.8971,4.7958,208.166,0,39348.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.481,10H 55M 49.4789999999994S,13.5158,4.500913,3.0128,0.8656,1.5263024,13.50033,13.5154,38.3664,28.8955,4.7917,207.987,0,39349.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.443,10H 55M 50.4789999999994S,13.5144,4.500704,3.0126,0.8801,1.5263533,13.501014,13.514,38.3658,28.8954,4.7909,207.954,0,39350.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.635,10H 55M 51.4789999999994S,13.5132,4.500603,3.0123,0.8596,1.5262515,13.501014,13.5128,38.366,28.8958,4.7928,208.036,0,39351.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.756,10H 55M 52.4789999999994S,13.5093,4.500246,3.013,0.8608,1.526455,13.499646,13.5089,38.3664,28.8969,4.7956,208.156,0,39352.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.526,10H 55M 53.4789999999994S,13.5132,4.500663,3.0141,0.8857,1.5265059,13.501698,13.5128,38.3666,28.8963,4.7964,208.19,0,39353.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.394,10H 55M 54.4789999999994S,13.5183,4.50108,3.0132,0.8769,1.5263024,13.505804,13.5179,38.3656,28.8944,4.7832,207.619,0,39354.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
2.682,10H 55M 55.4789999999994S,13.5116,4.500431,3.0082,0.8623,1.5263533,13.501698,13.5112,38.3659,28.896,4.7728,207.168,0,39355.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
3.056,10H 55M 56.4789999999994S,13.5042,4.499699,3.0072,0.8683,1.5264041,13.501014,13.5038,38.3662,28.8979,4.7833,207.62,0,39356.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
3.132,10H 55M 57.4789999999994S,13.5064,4.499922,3.0084,0.8644,1.5262515,13.498961,13.506,38.366,28.8973,4.7861,207.744,0,39357.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
3.117,10H 55M 58.4789999999994S,13.5027,4.499536,3.0078,0.8877,1.5263533,13.50033,13.5022,38.3661,28.8981,4.7825,207.586,0,39358.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
3.534,10H 55M 59.4789999999994S,13.5035,4.499659,3.0078,0.8816,1.5263533,13.501014,13.503,38.3663,28.8981,4.7826,207.59,0,39359.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
4.196,10H 56M 0.47899999999936S,13.4871,4.49789,3.0072,0.8719,1.5267094,13.486645,13.4865,38.3656,28.9011,4.7836,207.634,0,39360.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
4.665,10H 56M 1.47899999999936S,13.4824,4.497606,3.0072,0.8812,1.5265059,13.483908,13.4817,38.3674,28.9034,4.7861,207.742,0,39361.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
5.019,10H 56M 2.47899999999936S,13.4866,4.497961,3.0076,0.9092,1.5265568,13.483908,13.485900000000001,38.3664,28.9018,4.7883,207.836,0,39362.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
5.541,10H 56M 3.47899999999936S,13.4665,4.495757,3.0086,0.9223,1.5269638,13.46817,13.4657,38.3653,28.9052,4.7948,208.122,0,39363.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
6.213,10H 56M 4.47899999999936S,13.4433,4.493358,3.0102,0.9725,1.5273708,13.444903,13.4424,38.3655,28.9103,4.7993,208.316,0,39364.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
6.81,10H 56M 5.47899999999936S,13.4354,4.492598,3.011,1.0258,1.5279304,13.43053,13.4344,38.3659,28.9124,4.8053,208.575,0,39365.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
7.356,10H 56M 6.47899999999936S,13.4325,4.492313,3.0136,1.0695,1.5275743,13.419579,13.4315,38.3658,28.9129,4.8044,208.536,0,39366.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
7.967,10H 56M 7.47899999999936S,13.4264,4.49176,3.0102,1.1369,1.5273708,13.417526,13.4253,38.3664,28.9146,4.7884,207.841,0,39367.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
8.608,10H 56M 8.47899999999936S,13.4238,4.491549,3.0078,1.2574,1.5274216,13.412734,13.4225,38.3667,28.9155,4.7913,207.965,0,39368.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
9.158,10H 56M 9.47899999999936S,13.4217,4.491388,3.0072,1.3361,1.5272181,13.412734,13.4204,38.367,28.9161,4.7925,208.018,0,39369.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
9.552,10H 56M 10.4789999999994S,13.423400000000001,4.491559,3.0068,1.3417,1.5269638,13.408628,13.422,38.3667,28.9156,4.793,208.041,0,39370.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
10.039,10H 56M 11.4789999999994S,13.4222,4.491474,3.0069,1.3653,1.5271673,13.40589,13.4207,38.367,28.916,4.7925,208.017,0,39371.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
10.821,10H 56M 12.4789999999994S,13.4148,4.490782,3.0057,1.4265,1.5273199,13.401098,13.4132,38.3674,28.918,4.7889,207.861,0,39372.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
11.616,10H 56M 13.4789999999994S,13.4127,4.490599,3.0047,1.5418,1.527676,13.401783,13.4111,38.3674,28.9184,4.7879,207.82,0,39373.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
12.104,10H 56M 14.4789999999994S,13.415,4.490868,3.003,1.5956,1.5282865,13.402467,13.4133,38.3674,28.918,4.7813,207.53,0,39374.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
12.48,10H 56M 15.4789999999994S,13.4138,4.490754,3.0004,1.5612,1.5282356,13.402467,13.412,38.3674,28.9182,4.7761,207.306,0,39375.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
13.006,10H 56M 16.4789999999994S,13.4109,4.490492,2.9992,1.6266,1.5286426,13.401783,13.409,38.3676,28.919,4.7805,207.495,0,39376.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
13.652,10H 56M 17.4789999999994S,13.4082,4.490268,2.9998,1.8356,1.5286426,13.396307,13.4063,38.3678,28.9198,4.7846,207.675,0,39377.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
14.29,10H 56M 18.4789999999994S,13.4076,4.490241,2.9997,2.0775,1.5292022,13.397676,13.4055,38.3679,28.92,4.7804,207.491,0,39378.479,NA,Mar,03,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03 Mar 2021
