pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
405.423,14H 57M 57.4789999999994S,13.586,4.553565,2.1612,0.1839,1.8379121,13.568741,13.5262,38.616,29.0867,3.1913,138.495,0,53877.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.856,14H 57M 58.4789999999994S,13.587,4.553641,2.1613,0.1902,1.8382173,13.566689,13.5273,38.616,29.0865,3.1968,138.732,0,53878.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.566,14H 57M 59.4789999999994S,13.5873,4.553667,2.1634,0.193,1.8376068,13.568057,13.5277,38.6161,29.0865,3.2032,139.013,0,53879.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.965,14H 58M 0.47899999999936S,13.5869,4.553629,2.1646,0.2051,1.8378103,13.566689,13.5272,38.6159,29.0865,3.2025,138.979,0,53880.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.195,14H 58M 1.47899999999936S,13.5863,4.553595,2.1654,0.1821,1.8378103,13.566005,13.5266,38.616,29.0867,3.2049,139.087,0,53881.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.186,14H 58M 2.47899999999936S,13.5869,4.553661,2.1662,0.1708,1.8376068,13.567373,13.5272,38.616,29.0866,3.2036,139.028,0,53882.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.131,14H 58M 3.47899999999936S,13.5866,4.553605,2.1657,0.1803,1.8378612,13.566689,13.5269,38.6159,29.0865,3.2022,138.97,0,53883.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.039,14H 58M 4.47899999999936S,13.5867,4.553639,2.1663,0.1853,1.8374542,13.566689,13.527,38.6161,29.0867,3.2058,139.124,0,53884.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.021,14H 58M 5.47899999999936S,13.5869,4.553648,2.1673,0.1937,1.8377086,13.569425,13.5272,38.616,29.0866,3.2084,139.24,0,53885.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.069,14H 58M 6.47899999999936S,13.5873,4.553706,2.1672,0.2017,1.8377086,13.567373,13.5276,38.6162,29.0866,3.1997,138.857,0,53886.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.109,14H 58M 7.47899999999936S,13.5868,4.55363,2.1648,0.2061,1.8378103,13.570109,13.5271,38.616,29.0866,3.195,138.655,0,53887.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.049,14H 58M 8.47899999999936S,13.5859,4.553523,2.1642,0.1939,1.8378103,13.570793,13.5262,38.6159,29.0867,3.1991,138.835,0,53888.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.952,14H 58M 9.47899999999936S,13.5867,4.553627,2.1648,0.1946,1.8375559,13.566689,13.527,38.6161,29.0867,3.2026,138.988,0,53889.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.104,14H 58M 10.4789999999994S,13.5869,4.553645,2.1654,0.1906,1.8375559,13.567373,13.5272,38.616,29.0865,3.2023,138.971,0,53890.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.339,14H 58M 11.4789999999994S,13.5865,4.553595,2.1653,0.1853,1.8377086,13.570109,13.5268,38.6158,29.0865,3.2008,138.907,0,53891.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.179,14H 58M 12.4789999999994S,13.5862,4.553569,2.165,0.1768,1.8376068,13.569425,13.5265,38.6159,29.0866,3.2009,138.912,0,53892.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.889,14H 58M 13.4789999999994S,13.5872,4.55369,2.1654,0.1698,1.8375559,13.569425,13.5275,38.6162,29.0866,3.1998,138.865,0,53893.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.913,14H 58M 14.4789999999994S,13.5873,4.553687,2.1643,0.1776,1.8380138,13.569425,13.5276,38.6161,29.0865,3.1949,138.652,0,53894.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.194,14H 58M 15.4789999999994S,13.5871,4.553677,2.1632,0.1699,1.8377594,13.566005,13.5274,38.616,29.0865,3.1952,138.663,0,53895.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.289,14H 58M 16.4789999999994S,13.5867,4.553644,2.1631,0.1708,1.8377594,13.566005,13.527,38.6161,29.0866,3.1951,138.659,0,53896.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.095,14H 58M 17.4789999999994S,13.5869,4.553646,2.1622,0.1748,1.8376577,13.568741,13.5272,38.616,29.0866,3.1928,138.559,0,53897.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.969,14H 58M 18.4789999999994S,13.5872,4.553679,2.1623,0.1852,1.8378103,13.567373,13.5275,38.6161,29.0866,3.1965,138.721,0,53898.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.012,14H 58M 19.4789999999994S,13.5867,4.553629,2.1631,0.1776,1.8376068,13.568741,13.527,38.6161,29.0866,3.1991,138.833,0,53899.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.174,14H 58M 20.4789999999994S,13.587,4.553681,2.1639,0.1839,1.8375559,13.568057,13.5273,38.6161,29.0866,3.2003,138.884,0,53900.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.31,14H 58M 21.4789999999994S,13.5871,4.553695,2.1639,0.1734,1.8376068,13.567373,13.5274,38.6162,29.0867,3.197,138.742,0,53901.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.125,14H 58M 22.4789999999994S,13.5872,4.553698,2.1634,0.1812,1.8374542,13.566689,13.5275,38.6161,29.0866,3.1966,138.726,0,53902.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.893,14H 58M 23.4789999999994S,13.5876,4.553734,2.1635,0.1788,1.8376068,13.568057,13.5279,38.6162,29.0866,3.1972,138.75,0,53903.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.135,14H 58M 24.4789999999994S,13.5877,4.553743,2.1635,0.1899,1.8375559,13.568741,13.5279,38.6161,29.0865,3.1984,138.804,0,53904.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.332,14H 58M 25.4789999999994S,13.5873,4.553714,2.1638,0.1958,1.8381664,13.567373,13.5276,38.6161,29.0865,3.1974,138.76,0,53905.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.064,14H 58M 26.4789999999994S,13.5875,4.5537280000000004,2.1634,0.1924,1.8377594,13.567373,13.5278,38.6162,29.0866,3.1961,138.705,0,53906.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
404.991,14H 58M 27.4789999999994S,13.5873,4.553705,2.163,0.195,1.8377086,13.569425,13.5276,38.6162,29.0866,3.1958,138.692,0,53907.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.204,14H 58M 28.4789999999994S,13.5876,4.553743,2.1631,0.1882,1.8376577,13.568057,13.5279,38.6162,29.0866,3.1954,138.673,0,53908.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.246,14H 58M 29.4789999999994S,13.5876,4.553747,2.1623,0.1731,1.8377594,13.566689,13.5279,38.6162,29.0865,3.1913,138.497,0,53909.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
405.017,14H 58M 30.4789999999994S,13.5876,4.553727,2.1614,0.1606,1.8375559,13.567373,13.5279,38.6161,29.0865,3.1926,138.553,0,53910.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
