pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,frame,frale_syn,sn,counter,counter_down,v_main,q_asummary,numerici_qa,hex_qa,beta700_wave,chl_lo_gain,chl_5_volt,chl_ltc,chl_raw,chl_micro_l,chl_hi_gain,chl_em_wave,chl_lo_gain_2,chl_5_volt_2,chl_ltc_2,chl_raw_2,chl_micro_l_2,chl_hi_gain_2,chl_em_wave_2,fdom_lo_gain,chl_5_volt_3,date,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,day,month,year
10.433,13H 39M 37.4789999999994S,13.6305,4.496003,2.909,0.6025,1.5866402,13.613881,13.629,38.2005,28.7428,4.577,198.7,0,49177.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.174,13H 39M 38.4789999999994S,13.6303,4.495965,2.9088,0.6002,1.5868946,13.613881,13.6288,38.2004,28.7428,4.5768,198.688,0,49178.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.991,13H 39M 39.4789999999994S,13.6301,4.495929,2.9092,0.5859,1.5866911,13.615249,13.6286,38.2004,28.7428,4.58,198.827,0,49179.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.974,13H 39M 40.4789999999994S,13.6306,4.495988,2.9101,0.575,1.5864367,13.614565,13.6292,38.2005,28.7427,4.5808,198.861,0,49180.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.205,13H 39M 41.4789999999994S,13.6316,4.496114,2.9104,0.5733,1.5866911,13.614565,13.6301,38.2006,28.7427,4.5831,198.961,0,49181.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.399,13H 39M 42.4789999999994S,13.6315,4.496108,2.9121,0.5812,1.586335,13.614565,13.63,38.2006,28.7427,4.5888,199.209,0,49182.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.123,13H 39M 43.4789999999994S,13.6314,4.496083,2.9134,0.5944,1.5862332,13.615249,13.6299,38.2005,28.7426,4.5875,199.151,0,49183.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.105,13H 39M 44.4789999999994S,13.6319,4.496156,2.9131,0.5841,1.5867929,13.615933,13.6304,38.2007,28.7426,4.5845,199.022,0,49184.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.268,13H 39M 45.4789999999994S,13.6321,4.496169,2.9126,0.5853,1.5863859,13.614565,13.6306,38.2006,28.7425,4.5831,198.962,0,49185.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.18,13H 39M 46.4789999999994S,13.6321,4.496165,2.9125,0.5907,1.5866402,13.615249,13.6306,38.2006,28.7425,4.584,199,0,49186.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.155,13H 39M 47.4789999999994S,13.6321,4.496165,2.9122,0.5906,1.5866402,13.615249,13.6306,38.2005,28.7425,4.5809,198.87,0,49187.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.07,13H 39M 48.4789999999994S,13.6322,4.496171,2.9108,0.5958,1.5865385,13.615249,13.6307,38.2006,28.7425,4.5773,198.71,0,49188.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.478,13H 39M 49.4789999999994S,13.6321,4.496172,2.9103,0.5965,1.5864876,13.613881,13.6306,38.2006,28.7425,4.581,198.87,0,49189.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.442,13H 39M 50.4789999999994S,13.6322,4.496164,2.911,0.5952,1.5865385,13.615249,13.6307,38.2003,28.7423,4.5826,198.942,0,49190.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.911,13H 39M 51.4789999999994S,13.6326,4.496204,2.9112,0.5995,1.5864367,13.615249,13.6311,38.2006,28.7424,4.5824,198.933,0,49191.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.997,13H 39M 52.4789999999994S,13.6324,4.496179,2.9119,0.6035,1.5864367,13.615249,13.6309,38.2005,28.7424,4.5855,199.069,0,49192.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.264,13H 39M 53.4789999999994S,13.632,4.496149,2.9125,0.6066,1.5864367,13.615249,13.6305,38.2005,28.7425,4.5839,198.998,0,49193.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.176,13H 39M 54.4789999999994S,13.6319,4.496125,2.9119,0.6057,1.5867928,13.613881,13.6304,38.2004,28.7424,4.5808,198.865,0,49194.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.201,13H 39M 55.4789999999994S,13.6317,4.49612,2.9112,0.5908,1.5865894,13.615249,13.6302,38.2005,28.7426,4.5808,198.862,0,49195.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.449,13H 39M 56.4789999999994S,13.6311,4.496056,2.9114,0.5982,1.5866911,13.615249,13.6296,38.2004,28.7426,4.5845,199.023,0,49196.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.399,13H 39M 57.4789999999994S,13.6316,4.496114,2.9126,0.5926,1.5864367,13.614565,13.6301,38.2005,28.7426,4.5882,199.183,0,49197.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.814,13H 39M 58.4789999999994S,13.6319,4.496123,2.9137,0.5722,1.5865385,13.615933,13.6305,38.2005,28.7425,4.5888,199.211,0,49198.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.78,13H 39M 59.4789999999994S,13.6319,4.496123,2.9141,0.5661,1.5865894,13.614565,13.6305,38.2006,28.7425,4.5879,199.172,0,49199.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.337,13H 40M 0.47899999999936S,13.6309,4.496016,2.9139,0.5898,1.5866402,13.613881,13.6294,38.2003,28.7426,4.5873,199.145,0,49200.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.29,13H 40M 1.47899999999936S,13.632,4.496145,2.9143,0.5982,1.586335,13.615249,13.6305,38.2005,28.7425,4.588,199.174,0,49201.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.985,13H 40M 2.47899999999936S,13.6324,4.49618,2.9138,0.5846,1.5862332,13.615249,13.6309,38.2005,28.7424,4.5851,199.048,0,49202.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.219,13H 40M 3.47899999999936S,13.632,4.496153,2.9131,0.5801,1.5863859,13.614565,13.6306,38.2005,28.7425,4.5837,198.987,0,49203.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.26,13H 40M 4.47899999999936S,13.6322,4.49616,2.9127,0.5906,1.5864367,13.615249,13.6307,38.2004,28.7423,4.5851,199.048,0,49204.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.958,13H 40M 5.47899999999936S,13.6319,4.496114,2.9132,0.5987,1.5865385,13.614565,13.6305,38.2004,28.7424,4.5877,199.163,0,49205.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.241,13H 40M 6.47899999999936S,13.6311,4.496034,2.9141,0.5884,1.5865385,13.613881,13.6296,38.2003,28.7425,4.5912,199.315,0,49206.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.169,13H 40M 7.47899999999936S,13.6317,4.496085,2.915,0.5978,1.5860806,13.613197,13.6302,38.2003,28.7423,4.5884,199.193,0,49207.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.052,13H 40M 8.47899999999936S,13.6306,4.49596,2.9141,0.589,1.5864367,13.615249,13.6291,38.2002,28.7425,4.5866,199.115,0,49208.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.419,13H 40M 9.47899999999936S,13.6298,4.495889,2.9142,0.59,1.5863859,13.614565,13.6283,38.2001,28.7426,4.5897,199.25,0,49209.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.22,13H 40M 10.4789999999994S,13.6307,4.495977,2.9148,0.5939,1.5915242,13.613881,13.6292,38.2002,28.7425,4.5908,199.297,0,49210.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.009,13H 40M 11.4789999999994S,13.6302,4.495903,2.9151,0.5873,1.5890314,13.613197,13.6287,38.2001,28.7426,4.5891,199.224,0,49211.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.161,13H 40M 12.4789999999994S,13.6294,4.495822,2.9146,0.6009,1.586335,13.613881,13.6279,38.2001,28.7427,4.5871,199.138,0,49212.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.14,13H 40M 13.4789999999994S,13.6302,4.495921,2.9141,0.6049,1.5862332,13.613881,13.6287,38.2002,28.7426,4.5886,199.202,0,49213.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.227,13H 40M 14.4789999999994S,13.6299,4.495896,2.9147,0.602,1.5863859,13.615249,13.6284,38.2002,28.7427,4.5899,199.256,0,49214.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.348,13H 40M 15.4789999999994S,13.6298,4.495888,2.9151,0.6004,1.5862841,13.613881,13.6283,38.2002,28.7427,4.5906,199.288,0,49215.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.041,13H 40M 16.4789999999994S,13.6303,4.495922,2.9145,0.6083,1.5861315,13.613197,13.6288,38.2002,28.7426,4.5842,199.009,0,49216.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.06,13H 40M 17.4789999999994S,13.6304,4.495935,2.9128,0.61,1.586335,13.613881,13.6289,38.2002,28.7426,4.5803,198.843,0,49217.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.292,13H 40M 18.4789999999994S,13.6305,4.495961,2.9116,0.6114,1.5863858,13.615249,13.629,38.2002,28.7425,4.5817,198.9,0,49218.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.452,13H 40M 19.4789999999994S,13.6308,4.495996,2.912,0.6232,1.5864367,13.615249,13.6293,38.2002,28.7425,4.5861,199.095,0,49219.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.235,13H 40M 20.4789999999994S,13.631,4.496015,2.9131,0.6132,1.5861315,13.613881,13.6295,38.2002,28.7425,4.5884,199.191,0,49220.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.899,13H 40M 21.4789999999994S,13.6314,4.496035,2.9138,0.599,1.585928,13.614565,13.63,38.2001,28.7423,4.5879,199.172,0,49221.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.043,13H 40M 22.4789999999994S,13.6311,4.496025,2.9138,0.608,1.5860297,13.615249,13.6296,38.2004,28.7425,4.5871,199.135,0,49222.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.25,13H 40M 23.4789999999994S,13.6311,4.496039,2.9136,0.6079,1.586335,13.613197,13.6296,38.2003,28.7425,4.5863,199.101,0,49223.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.41,13H 40M 24.4789999999994S,13.6318,4.496145,2.9137,0.6163,1.5862841,13.615249,13.6303,38.2005,28.7425,4.5875,199.153,0,49224.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.419,13H 40M 25.4789999999994S,13.6316,4.496094,2.914,0.6219,1.5862332,13.615249,13.6301,38.2003,28.7424,4.5887,199.208,0,49225.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.152,13H 40M 26.4789999999994S,13.6321,4.496154,2.9142,0.6076,1.5862332,13.613881,13.6306,38.2005,28.7424,4.5878,199.169,0,49226.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.002,13H 40M 27.4789999999994S,13.6323,4.496157,2.9142,0.597,1.5861824,13.615933,13.6309,38.2003,28.7423,4.5878,199.165,0,49227.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.305,13H 40M 28.4789999999994S,13.6334,4.496306,2.9142,0.6109,1.585928,13.615249,13.6319,38.2006,28.7422,4.5878,199.165,0,49228.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.135,13H 40M 29.4789999999994S,13.6332,4.496268,2.9142,0.6085,1.5861315,13.616617,13.6317,38.2004,28.7422,4.5855,199.067,0,49229.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.111,13H 40M 30.4789999999994S,13.6341,4.496369,2.9132,0.6121,1.5861315,13.615249,13.6326,38.2005,28.7421,4.5858,199.08,0,49230.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.289,13H 40M 31.4789999999994S,13.6336,4.496315,2.9138,0.636,1.5860297,13.615249,13.6321,38.2005,28.7421,4.5885,199.195,0,49231.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.304,13H 40M 32.4789999999994S,13.634,4.49638,2.9145,0.6291,1.5862332,13.615933,13.6325,38.2006,28.7421,4.5891,199.223,0,49232.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.4,13H 40M 33.4789999999994S,13.6345,4.496419,2.9141,0.6222,1.5861824,13.615249,13.633,38.2005,28.742,4.585,199.045,0,49233.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.276,13H 40M 34.4789999999994S,13.6344,4.4964,2.913,0.631,1.5861315,13.615249,13.6329,38.2005,28.742,4.5819,198.912,0,49234.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.067,13H 40M 35.4789999999994S,13.6344,4.496405,2.912,0.6239,1.5860297,13.615249,13.6329,38.2006,28.742,4.5809,198.868,0,49235.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.891,13H 40M 36.4789999999994S,13.6344,4.496387,2.912,0.6062,1.5861315,13.615249,13.633,38.2005,28.7419,4.5853,199.056,0,49236.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.201,13H 40M 37.4789999999994S,13.6349,4.496454,2.9132,0.6101,1.585928,13.615249,13.6334,38.2006,28.7419,4.5883,199.187,0,49237.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.591,13H 40M 38.4789999999994S,13.6344,4.496432,2.9139,0.6137,1.5862332,13.615933,13.6329,38.2006,28.7421,4.5904,199.278,0,49238.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.107,13H 40M 39.4789999999994S,13.635,4.496458,2.9151,0.6032,1.5860297,13.615933,13.6335,38.2005,28.7418,4.5923,199.361,0,49239.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.095,13H 40M 40.4789999999994S,13.6348,4.496454,2.9161,0.6109,1.5862841,13.615249,13.6333,38.2007,28.742,4.593,199.394,0,49240.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.334,13H 40M 41.4789999999994S,13.6348,4.496442,2.916,0.6161,1.5860297,13.615249,13.6333,38.2005,28.7419,4.5908,199.298,0,49241.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.081,13H 40M 42.4789999999994S,13.6349,4.496457,2.9161,0.6272,1.5860297,13.615249,13.6334,38.2006,28.742,4.5913,199.32,0,49242.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.133,13H 40M 43.4789999999994S,13.6347,4.49644,2.916,0.6241,1.5864367,13.615933,13.6332,38.2006,28.742,4.5906,199.288,0,49243.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
10.15,13H 40M 44.4789999999994S,13.6348,4.496436,2.9157,0.6169,1.5861315,13.615249,13.6333,38.2005,28.7419,4.5887,199.206,0,49244.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
9.581,13H 40M 45.4789999999994S,13.6352,4.496472,2.9148,0.5944,1.5861315,13.615249,13.6338,38.2006,28.7418,4.5864,199.107,0,49245.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
