pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,frame,frale_syn,sn,counter,counter_down,v_main,q_asummary,numerici_qa,hex_qa,beta700_wave,chl_lo_gain,chl_5_volt,chl_ltc,chl_raw,chl_micro_l,chl_hi_gain,chl_em_wave,chl_lo_gain_2,chl_5_volt_2,chl_ltc_2,chl_raw_2,chl_micro_l_2,chl_hi_gain_2,chl_em_wave_2,fdom_lo_gain,chl_5_volt_3,date,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,day,month,year
503.529,13H 23M 50.4789999999994S,13.6176,4.562261,2.2153,0.1141,1.8418294,13.602255,13.543,38.6233,29.0888,3.3485,145.319,0,48230.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.696,13H 23M 51.4789999999994S,13.621,4.562624,2.2163,0.1213,1.8412698,13.59952,13.5466,38.6236,29.0883,3.3518,145.462,0,48231.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
501.972,13H 23M 52.4789999999994S,13.6202,4.562492,2.2166,0.1318,1.8412698,13.600888,13.5459,38.6236,29.0884,3.3493,145.354,0,48232.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.299,13H 23M 53.4789999999994S,13.6184,4.562296,2.2162,0.1439,1.8415242,13.601572,13.544,38.6234,29.0887,3.3495,145.362,0,48233.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.218,13H 23M 54.4789999999994S,13.617,4.562164,2.2169,0.1512,1.8416768,13.59952,13.5425,38.6231,29.0888,3.3518,145.462,0,48234.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.372,13H 23M 55.4789999999994S,13.6184,4.562339,2.2163,0.1499,1.8416259,13.600204,13.5438,38.6233,29.0886,3.3457,145.196,0,48235.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.708,13H 23M 56.4789999999994S,13.619,4.562372,2.215,0.138,1.8410663,13.598836,13.5445,38.6233,29.0885,3.3436,145.106,0,48236.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.813,13H 23M 57.4789999999994S,13.6186,4.56236,2.2145,0.1422,1.8413715,13.600204,13.5442,38.6235,29.0887,3.3459,145.205,0,48237.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.148,13H 23M 58.4789999999994S,13.6199,4.562517,2.2151,0.144,1.8412698,13.59952,13.5454,38.6235,29.0885,3.3486,145.321,0,48238.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.619,13H 23M 59.4789999999994S,13.6193,4.5624,2.2155,0.1276,1.8414224,13.59952,13.5449,38.6233,29.0884,3.3478,145.287,0,48239.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.663,13H 24M 0.47899999999936S,13.6192,4.562407,2.2152,0.1316,1.8413207,13.598836,13.5448,38.6234,29.0885,3.3455,145.185,0,48240.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.71,13H 24M 1.47899999999936S,13.6189,4.562358,2.2145,0.1361,1.8413207,13.59952,13.5445,38.6232,29.0884,3.3445,145.144,0,48241.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.2,13H 24M 2.47899999999936S,13.6177,4.562241,2.2148,0.1424,1.8414224,13.600204,13.5432,38.6231,29.0886,3.3489,145.334,0,48242.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.487,13H 24M 3.47899999999936S,13.6176,4.56226,2.2157,0.1469,1.8413715,13.59952,13.543,38.6233,29.0888,3.35,145.382,0,48243.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.723,13H 24M 4.47899999999936S,13.6187,4.56232,2.2159,0.1377,1.8413207,13.600204,13.5442,38.6231,29.0884,3.3511,145.43,0,48244.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.37,13H 24M 5.47899999999936S,13.6186,4.562313,2.217,0.1336,1.8413715,13.59952,13.5442,38.6232,29.0885,3.3527,145.499,0,48245.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.899,13H 24M 6.47899999999936S,13.6182,4.562287,2.2168,0.1194,1.8415242,13.59952,13.5437,38.6232,29.0886,3.3488,145.329,0,48246.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.048,13H 24M 7.47899999999936S,13.6182,4.562293,2.2162,0.1185,1.841575,13.600204,13.5437,38.6231,29.0886,3.3473,145.267,0,48247.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.796,13H 24M 8.47899999999936S,13.6187,4.562342,2.2158,0.132,1.8413207,13.601572,13.5443,38.6232,29.0885,3.3477,145.284,0,48248.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.182,13H 24M 9.47899999999936S,13.6179,4.562265,2.2156,0.1445,1.8413207,13.598836,13.5434,38.6231,29.0886,3.3468,145.244,0,48249.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.311,13H 24M 10.4789999999994S,13.618,4.562273,2.2153,0.1647,1.8414224,13.59952,13.5435,38.6231,29.0886,3.3477,145.283,0,48250.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.755,13H 24M 11.4789999999994S,13.6184,4.562315,2.2156,0.1521,1.8413207,13.600888,13.544,38.6233,29.0886,3.3496,145.365,0,48251.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.776,13H 24M 12.4789999999994S,13.6184,4.562303,2.2163,0.1368,1.8409645,13.600204,13.5439,38.6232,29.0886,3.3532,145.52,0,48252.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.989,13H 24M 13.4789999999994S,13.6178,4.56224,2.2172,0.1343,1.8412189,13.598836,13.5433,38.6231,29.0886,3.3526,145.495,0,48253.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.525,13H 24M 14.4789999999994S,13.6184,4.562282,2.2169,0.1395,1.8412189,13.59952,13.5439,38.6231,29.0885,3.3479,145.29,0,48254.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.469,13H 24M 15.4789999999994S,13.6181,4.56226,2.2159,0.1344,1.8411172,13.600888,13.5437,38.6232,29.0886,3.3456,145.19,0,48255.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.297,13H 24M 16.4789999999994S,13.6169,4.562149,2.2154,0.1377,1.8414733,13.59952,13.5424,38.623,29.0888,3.3467,145.241,0,48256.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.329,13H 24M 17.4789999999994S,13.6176,4.562233,2.2152,0.1358,1.8414733,13.59952,13.5431,38.6231,29.0887,3.3471,145.257,0,48257.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.064,13H 24M 18.4789999999994S,13.6182,4.562298,2.2153,0.1277,1.8412189,13.600204,13.5437,38.6232,29.0886,3.3477,145.28,0,48258.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.087,13H 24M 19.4789999999994S,13.6182,4.562289,2.2154,0.1358,1.8412698,13.59952,13.5437,38.6231,29.0885,3.3484,145.312,0,48259.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.716,13H 24M 20.4789999999994S,13.6182,4.562274,2.2155,0.1319,1.8412698,13.59952,13.5438,38.6231,29.0886,3.3464,145.227,0,48260.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.808,13H 24M 21.4789999999994S,13.6176,4.562203,2.2147,0.1422,1.8413207,13.59952,13.5431,38.623,29.0886,3.3452,145.176,0,48261.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.96,13H 24M 22.4789999999994S,13.617,4.562143,2.2152,0.1422,1.8412189,13.600204,13.5425,38.623,29.0887,3.3483,145.308,0,48262.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.939,13H 24M 23.4789999999994S,13.6172,4.562163,2.2151,0.1529,1.8410663,13.600204,13.5427,38.623,29.0886,3.3478,145.287,0,48263.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.844,13H 24M 24.4789999999994S,13.6174,4.562182,2.2157,0.1519,1.8411172,13.600888,13.543,38.623,29.0886,3.3504,145.398,0,48264.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.336,13H 24M 25.4789999999994S,13.6168,4.56213,2.2162,0.1477,1.8413207,13.598836,13.5423,38.6229,29.0887,3.3507,145.414,0,48265.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.858,13H 24M 26.4789999999994S,13.6175,4.562173,2.2161,0.1479,1.8415242,13.600204,13.543,38.6228,29.0885,3.3473,145.263,0,48266.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.208,13H 24M 27.4789999999994S,13.6178,4.5622,2.2153,0.1351,1.8412698,13.59952,13.5434,38.6231,29.0886,3.3455,145.185,0,48267.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.628,13H 24M 28.4789999999994S,13.6174,4.562189,2.2154,0.1329,1.8412698,13.600204,13.543,38.6232,29.0887,3.3487,145.324,0,48268.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.988,13H 24M 29.4789999999994S,13.6174,4.562189,2.2155,0.1421,1.8413207,13.59952,13.543,38.623,29.0886,3.3487,145.326,0,48269.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.397,13H 24M 30.4789999999994S,13.618,4.562242,2.216,0.1455,1.8413207,13.59952,13.5435,38.6232,29.0886,3.35,145.383,0,48270.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.38,13H 24M 31.4789999999994S,13.6178,4.562219,2.216,0.1521,1.8413715,13.59952,13.5434,38.6231,29.0886,3.3501,145.385,0,48271.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.468,13H 24M 32.4789999999994S,13.618,4.562241,2.2167,0.1354,1.841168,13.600204,13.5436,38.6231,29.0886,3.3507,145.414,0,48272.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.963,13H 24M 33.4789999999994S,13.6177,4.562222,2.2164,0.1401,1.8413207,13.600204,13.5432,38.623,29.0886,3.3501,145.387,0,48273.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.286,13H 24M 34.4789999999994S,13.6171,4.562178,2.2169,0.1392,1.8416259,13.600204,13.5426,38.6231,29.0888,3.3526,145.497,0,48274.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.099,13H 24M 35.4789999999994S,13.6183,4.562306,2.217,0.1413,1.8413715,13.598836,13.5438,38.6231,29.0885,3.3504,145.4,0,48275.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.523,13H 24M 36.4789999999994S,13.6179,4.562214,2.2168,0.1471,1.8413715,13.598836,13.5434,38.623,29.0885,3.3509,145.419,0,48276.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.136,13H 24M 37.4789999999994S,13.6178,4.5622,2.2171,0.1543,1.8413207,13.600204,13.5435,38.623,29.0885,3.3513,145.437,0,48277.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.275,13H 24M 38.4789999999994S,13.6176,4.562185,2.2168,0.1533,1.8416259,13.600888,13.5432,38.6231,29.0886,3.3495,145.361,0,48278.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.662,13H 24M 39.4789999999994S,13.6172,4.562154,2.2168,0.14,1.8412698,13.600204,13.5428,38.623,29.0887,3.3515,145.448,0,48279.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.138,13H 24M 40.4789999999994S,13.6176,4.562221,2.2169,0.1368,1.8417277,13.602255,13.5431,38.623,29.0886,3.3491,145.343,0,48280.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.361,13H 24M 41.4789999999994S,13.617,4.562156,2.216,0.1361,1.8413715,13.598836,13.5425,38.623,29.0887,3.3466,145.232,0,48281.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.855,13H 24M 42.4789999999994S,13.6174,4.562177,2.2152,0.1229,1.8414733,13.598836,13.543,38.6229,29.0885,3.3456,145.189,0,48282.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.608,13H 24M 43.4789999999994S,13.6173,4.562156,2.2152,0.1426,1.8413715,13.59952,13.5429,38.623,29.0886,3.3472,145.262,0,48283.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.584,13H 24M 44.4789999999994S,13.617,4.562123,2.2152,0.1399,1.8414224,13.59952,13.5426,38.623,29.0887,3.3474,145.271,0,48284.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.515,13H 24M 45.4789999999994S,13.617,4.562129,2.2155,0.1313,1.8412698,13.598836,13.5426,38.623,29.0887,3.3506,145.409,0,48285.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.372,13H 24M 46.4789999999994S,13.617,4.562125,2.2168,0.133,1.8412698,13.598836,13.5426,38.623,29.0887,3.3537,145.544,0,48286.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.426,13H 24M 47.4789999999994S,13.6171,4.562131,2.2172,0.142,1.8413207,13.59952,13.5427,38.623,29.0886,3.3528,145.501,0,48287.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.94,13H 24M 48.4789999999994S,13.617,4.562134,2.2175,0.1309,1.8414224,13.59952,13.5425,38.6229,29.0886,3.3537,145.543,0,48288.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.147,13H 24M 49.4789999999994S,13.6169,4.56215,2.2178,0.1243,1.8417785,13.600204,13.5424,38.623,29.0888,3.3524,145.488,0,48289.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.179,13H 24M 50.4789999999994S,13.617,4.562156,2.2173,0.1176,1.8414224,13.598836,13.5425,38.623,29.0888,3.3505,145.402,0,48290.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
503.064,13H 24M 51.4789999999994S,13.6173,4.562173,2.2169,0.1209,1.8414224,13.59952,13.5428,38.6229,29.0886,3.3485,145.318,0,48291.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.391,13H 24M 52.4789999999994S,13.6176,4.562185,2.216,0.1315,1.8413715,13.600888,13.5432,38.623,29.0886,3.3475,145.275,0,48292.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.085,13H 24M 53.4789999999994S,13.6177,4.562186,2.2161,0.1314,1.8413207,13.598836,13.5433,38.6231,29.0886,3.3507,145.411,0,48293.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.605,13H 24M 54.4789999999994S,13.6175,4.562192,2.2169,0.1361,1.8414733,13.600204,13.543,38.6231,29.0887,3.3525,145.489,0,48294.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.981,13H 24M 55.4789999999994S,13.6174,4.562205,2.217,0.1219,1.8414733,13.600888,13.5429,38.6231,29.0887,3.3509,145.421,0,48295.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.858,13H 24M 56.4789999999994S,13.6179,4.562235,2.2167,0.1219,1.8413715,13.598836,13.5434,38.623,29.0885,3.3494,145.357,0,48296.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.588,13H 24M 57.4789999999994S,13.618,4.562242,2.2165,0.1346,1.8413715,13.600888,13.5436,38.6231,29.0886,3.349,145.337,0,48297.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
502.985,13H 24M 58.4789999999994S,13.6179,4.562264,2.2162,0.1409,1.8412698,13.59952,13.5434,38.6232,29.0887,3.3492,145.347,0,48298.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 1 2021,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2021
