pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.752,16H 1M 24.4789999999994S,16.0633,4.755717,3.0979,0.2861,1.480464,16.068164,16.063,38.2214,28.2134,4.7173,204.895,0,57684.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
2.01,16H 1M 25.4789999999994S,16.0612,4.755552,3.0992,0.2628,1.4807184,16.065447,16.0609,38.2218,28.2142,4.7212,205.063,0,57685.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.919,16H 1M 26.4789999999994S,16.0582,4.755189,3.0986,0.2371,1.4805149,16.056616000000002,16.0579,38.2215,28.2147,4.7166,204.861,0,57686.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.74,16H 1M 27.4789999999994S,16.0909,4.758223,3.0975,0.1599,1.4806675,16.057296,16.0906,38.2174,28.2038,4.7146,204.78,0,57687.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.852,16H 1M 28.4789999999994S,16.0573,4.75509,3.0989,0.2335,1.4806166,16.062051,16.057,38.2215,28.2148,4.7231,205.144,0,57688.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.743,16H 1M 29.4789999999994S,16.0598,4.755449,3.1,0.3277,1.4805149,16.066126,16.0595,38.2224,28.215,4.7266,205.297,0,57689.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.738,16H 1M 30.4789999999994S,16.0627,4.755724,3.1021,0.3299,1.4803622,16.068164,16.0624,38.222,28.214,4.7278,205.349,0,57690.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.89,16H 1M 31.4789999999994S,16.0616,4.755596,3.1019,0.3076,1.480464,16.067485,16.0613,38.2219,28.2141,4.7252,205.237,0,57691.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.844,16H 1M 32.4789999999994S,16.0577,4.755203,3.1019,0.2942,1.4807692,16.054578,16.0574,38.2221,28.2152,4.7252,205.235,0,57692.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.809,16H 1M 33.4789999999994S,16.0572,4.755128,3.1014,0.3162,1.4807184,16.056616000000002,16.0569,38.2219,28.2152,4.7246,205.21,0,57693.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.81,16H 1M 34.4789999999994S,16.0576,4.755169,3.1018,0.3058,1.4803623,16.056616000000002,16.0573,38.2219,28.2151,4.7254,205.248,0,57694.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.784,16H 1M 35.4789999999994S,16.0568,4.755089,3.1012,0.286,1.4805657,16.066126,16.0566,38.222,28.2153,4.7246,205.209,0,57695.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
1.787,16H 1M 36.4789999999994S,16.0574,4.755166,3.1022,0.3149,1.4805149,16.066806,16.0571,38.2221,28.2153,4.7304,205.46,0,57696.479,NA,May,14,2021,NA,NA,NA,NA,NA,NA,NA,14 May 2021
