pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.321,6H 29M 59.4789999999994S,24.1417,5.666719,3.5348,0.1882,1.3647233,23.985015,24.1414,38.4136,26.1857,4.72,205.417,0,23399.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.276,6H 30M 0.47899999999936S,24.2002,5.672988,3.5361,0.1886,1.364825,23.973183,24.1999,38.4112,26.1662,4.7198,205.413,0,23400.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.484,6H 30M 1.47899999999936S,24.2162,5.675032,3.536,0.1896,1.3641637,23.95509,24.2159,38.4129,26.1626,4.7133,205.128,0,23401.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.432,6H 30M 2.47899999999936S,24.1594,5.668569,3.5333,0.1921,1.3637567,23.995456,24.1591,38.4125,26.1795,4.7177,205.318,0,23402.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.277,6H 30M 3.47899999999936S,24.1642,5.668979,3.5378,0.1959,1.3635023,24.041402,24.1639,38.4116,26.1774,4.7298,205.846,0,23403.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.375,6H 30M 4.47899999999936S,24.1406,5.666211,3.5413,0.1935,1.3641637,24.004504,24.1403,38.4107,26.1838,4.736,206.114,0,23404.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.487,6H 30M 5.47899999999936S,24.1756,5.670296,3.5438,0.2008,1.3637567,24.000328,24.1753,38.4117,26.1741,4.7347,206.057,0,23405.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.47,6H 30M 6.47899999999936S,24.2072,5.673891,3.5445,0.2058,1.3638584,24.014948,24.2069,38.412,26.1647,4.7279,205.765,0,23406.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.433,6H 30M 7.47899999999936S,24.2207,5.675449,3.5402,0.2001,1.3637567,24.021212,24.2204,38.4123,26.1609,4.7213,205.477,0,23407.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.395,6H 30M 8.47899999999936S,24.2015,5.673595,3.5442,0.1882,1.3639093,24.01634,24.2012,38.4146,26.1684,4.7373,206.174,0,23408.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.43,6H 30M 9.47899999999936S,24.2083,5.674045,3.5465,0.1848,1.3634514,24.055328,24.208,38.4122,26.1645,4.7305,205.876,0,23409.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.388,6H 30M 10.4789999999994S,24.1928,5.672654,3.5409,0.1929,1.3646215,24.028869,24.1925,38.4149,26.1713,4.7233,205.563,0,23410.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.353,6H 30M 11.4789999999994S,24.2256,5.67593,3.5435,0.2056,1.3638584,24.028173,24.2253,38.4117,26.1589,4.7303,205.869,0,23411.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.408,6H 30M 12.4789999999994S,24.2013,5.673446,3.5437,0.2041,1.3628409,24.088064,24.201,38.4137,26.1678,4.7302,205.862,0,23412.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.461,6H 30M 13.4789999999994S,24.1918,5.672415,3.5443,0.2122,1.3628918,24.10896,24.1915,38.414,26.1709,4.7283,205.782,0,23413.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.397,6H 30M 14.4789999999994S,24.1885,5.671863,3.5391,0.2054,1.3632988,24.10687,24.1882,38.4126,26.1708,4.7143,205.172,0,23414.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.397,6H 30M 15.4789999999994S,24.1773,5.670714,3.5349,0.1942,1.3633497,24.10478,24.177,38.4135,26.1749,4.7195,205.399,0,23415.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.369,6H 30M 16.4789999999994S,24.1806,5.671053,3.5412,0.1887,1.363604,24.092938,24.1803,38.4132,26.1737,4.7359,206.111,0,23416.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.422,6H 30M 17.4789999999994S,24.1763,5.670462,3.5435,0.1976,1.3632479,24.071346,24.176,38.4124,26.1743,4.7309,205.893,0,23417.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.381,6H 30M 18.4789999999994S,24.1711,5.669945,3.5412,0.1976,1.3637058,24.069257,24.1708,38.413,26.1763,4.7238,205.585,0,23418.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.382,6H 30M 19.4789999999994S,24.2005,5.673475,3.5387,0.1934,1.3634005,24.050455,24.2002,38.4146,26.1687,4.7177,205.321,0,23419.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
1.437,6H 30M 20.4789999999994S,24.1866,5.67152,3.5363,0.1871,1.3634514,24.079008,24.1863,38.4116,26.1706,4.7175,205.312,0,23420.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
