pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
301.212,10H 41M 19.4789999999994S,13.7778,4.573536,2.4663,0.1441,1.797619,13.76224,13.7331,38.6591,29.0759,3.7371,162.182,0,38479.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.983,10H 41M 20.4789999999994S,13.7781,4.573557,2.4653,0.1551,1.7975173,13.76429,13.7335,38.6591,29.0758,3.736,162.136,0,38480.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.481,10H 41M 21.4789999999994S,13.7781,4.573543,2.4653,0.1572,1.7974664,13.762923,13.7336,38.6592,29.0759,3.7382,162.232,0,38481.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.443,10H 41M 22.4789999999994S,13.7786,4.573589,2.4658,0.1519,1.7973647,13.763606,13.7341,38.6592,29.0757,3.7409,162.348,0,38482.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.683,10H 41M 23.4789999999994S,13.7789,4.573648,2.4655,0.152,1.7977208,13.762923,13.7343,38.6593,29.0758,3.7316,161.944,0,38483.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.958,10H 41M 24.4789999999994S,13.7781,4.573577,2.463,0.1417,1.7974664,13.762923,13.7335,38.6593,29.0759,3.7264,161.72,0,38484.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
301.02,10H 41M 25.4789999999994S,13.7774,4.573494,2.4617,0.1332,1.7976699,13.762923,13.7328,38.6592,29.076,3.7267,161.732,0,38485.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.841,10H 41M 26.4789999999994S,13.7778,4.573533,2.4609,0.1401,1.797619,13.763606,13.7332,38.6592,29.0759,3.7304,161.893,0,38486.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.934,10H 41M 27.4789999999994S,13.7777,4.573534,2.4626,0.1373,1.7975173,13.762923,13.7331,38.6593,29.076,3.7373,162.19,0,38487.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
301.19,10H 41M 28.4789999999994S,13.7777,4.573523,2.4635,0.1466,1.7976699,13.762923,13.733,38.6591,29.0759,3.7362,162.146,0,38488.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.829,10H 41M 29.4789999999994S,13.7775,4.573483,2.464,0.1435,1.7976699,13.760873,13.7329,38.659,29.0759,3.7353,162.104,0,38489.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.248,10H 41M 30.4789999999994S,13.7775,4.573451,2.4637,0.1535,1.7975173,13.762923,13.733,38.659,29.0759,3.7336,162.03,0,38490.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.318,10H 41M 31.4789999999994S,13.7777,4.573493,2.4632,0.1504,1.7974664,13.762923,13.7332,38.6592,29.076,3.7322,161.97,0,38491.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.618,10H 41M 32.4789999999994S,13.7776,4.573497,2.464,0.1528,1.7975682,13.762923,13.733,38.6592,29.076,3.741,162.351,0,38492.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.879,10H 41M 33.4789999999994S,13.7776,4.573515,2.4655,0.1425,1.7978734,13.762923,13.733,38.6592,29.076,3.7373,162.191,0,38493.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
301.194,10H 41M 34.4789999999994S,13.7775,4.573509,2.4642,0.13,1.7978226,13.763606,13.7329,38.6591,29.076,3.7329,162.002,0,38494.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
301.108,10H 41M 35.4789999999994S,13.7773,4.573487,2.4639,0.1318,1.7978226,13.761556,13.7327,38.6591,29.076,3.7358,162.126,0,38495.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.733,10H 41M 36.4789999999994S,13.7774,4.57346,2.4642,0.1393,1.7977717,13.762923,13.7328,38.659,29.0759,3.7324,161.98,0,38496.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.379,10H 41M 37.4789999999994S,13.7772,4.573443,2.4625,0.14,1.7974155,13.762923,13.7327,38.6592,29.076,3.727,161.746,0,38497.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
299.839,10H 41M 38.4789999999994S,13.777,4.573388,2.4615,0.1353,1.7972629,13.76224,13.7326,38.6591,29.076,3.7285,161.809,0,38498.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
299.176,10H 41M 39.4789999999994S,13.7768,4.573316,2.4619,0.1437,1.7977717,13.762923,13.7324,38.6589,29.0759,3.7319,161.956,0,38499.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
298.359,10H 41M 40.4789999999994S,13.7767,4.573271,2.4623,0.1366,1.7974664,13.761556,13.7324,38.659,29.076,3.7305,161.898,0,38500.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
297.117,10H 41M 41.4789999999994S,13.7779,4.573358,2.4621,0.1379,1.7973138,13.762923,13.7338,38.6592,29.0758,3.7331,162.011,0,38501.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
295.922,10H 41M 42.4789999999994S,13.7785,4.573397,2.4643,0.1497,1.7973647,13.762923,13.7346,38.6595,29.0759,3.7385,162.244,0,38502.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
295.446,10H 41M 43.4789999999994S,13.7783,4.573348,2.4645,0.1546,1.7972629,13.763606,13.7345,38.6594,29.0758,3.7322,161.968,0,38503.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
294.602,10H 41M 44.4789999999994S,13.7793,4.5734069999999996,2.4641,0.1472,1.7975173,13.762923,13.7356,38.6593,29.0755,3.7351,162.096,0,38504.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
293.226,10H 41M 45.4789999999994S,13.7801,4.573447,2.4662,0.1516,1.7970594,13.762923,13.7367,38.6595,29.0754,3.7429,162.436,0,38505.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
292.253,10H 41M 46.4789999999994S,13.7801,4.573401,2.4675,0.1607,1.7970085,13.762923,13.7368,38.6595,29.0754,3.7406,162.334,0,38506.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
291.805,10H 41M 47.4789999999994S,13.7797,4.573324,2.4681,0.1569,1.7967033,13.762923,13.7364,38.6594,29.0754,3.7405,162.331,0,38507.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
290.694,10H 41M 48.4789999999994S,13.7804,4.573326,2.4677,0.1505,1.7968559,13.762923,13.7373,38.6592,29.0751,3.735,162.091,0,38508.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
288.94,10H 41M 49.4789999999994S,13.7797,4.57311,2.4669,0.1421,1.7967542,13.762923,13.7369,38.6586,29.0747,3.7326,161.987,0,38509.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
287.526,10H 41M 50.4789999999994S,13.7797,4.573023,2.4663,0.1525,1.7970594,13.762923,13.7371,38.6584,29.0745,3.7331,162.011,0,38510.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
286.99,10H 41M 51.4789999999994S,13.7797,4.573029,2.4661,0.1409,1.7978734,13.763606,13.7372,38.6588,29.0748,3.7302,161.886,0,38511.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
286.453,10H 41M 52.4789999999994S,13.78,4.573036,2.4655,0.1394,1.7979243,13.762923,13.7375,38.6588,29.0747,3.7293,161.846,0,38512.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
285.038,10H 41M 53.4789999999994S,13.7814,4.573088,2.4642,0.1479,1.7984839,13.76224,13.7391,38.6585,29.0741,3.7222,161.538,0,38513.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
283.601,10H 41M 54.4789999999994S,13.7867,4.573662,2.4628,0.1462,1.7987383,13.763606,13.7446,38.6592,29.0735,3.7199,161.439,0,38514.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
282.982,10H 41M 55.4789999999994S,13.7852,4.573466,2.4619,0.1404,1.7989418,13.765657,13.7432,38.6592,29.0738,3.72,161.443,0,38515.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
282.457,10H 41M 56.4789999999994S,13.786,4.573552,2.4618,0.1444,1.7990944,13.76429,13.7442,38.6594,29.0737,3.7186,161.382,0,38516.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
281.586,10H 41M 57.4789999999994S,13.7898,4.574014,2.4599,0.1551,1.799247,13.773175,13.7481,38.6603,29.0736,3.7119,161.09,0,38517.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
280.361,10H 41M 58.4789999999994S,13.7987,4.575021,2.4598,0.1644,1.7992979,13.777276,13.7571,38.6615,29.0726,3.7171,161.315,0,38518.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
278.998,10H 41M 59.4789999999994S,13.8052,4.575704,2.4603,0.1562,1.7998067,13.780009,13.7638,38.662,29.0715,3.7147,161.211,0,38519.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
277.769,10H 42M 0.47899999999936S,13.8078,4.57597,2.4597,0.1435,1.8001628,13.780693,13.7666,38.6625,29.0713,3.7113,161.067,0,38520.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
276.593,10H 42M 1.47899999999936S,13.8088,4.57606,2.4592,0.14,1.8003154,13.78821,13.7678,38.6628,29.0713,3.707,160.879,0,38521.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
275.635,10H 42M 2.47899999999936S,13.8072,4.575811,2.4576,0.1449,1.8005698,13.78411,13.7663,38.6626,29.0715,3.7078,160.913,0,38522.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
275.039,10H 42M 3.47899999999936S,13.8077,4.57585,2.4593,0.1383,1.8004681,13.79026,13.7669,38.6627,29.0714,3.718,161.354,0,38523.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
274.325,10H 42M 4.47899999999936S,13.8068,4.575724,2.4613,0.1375,1.8005189,13.789577,13.7661,38.6627,29.0716,3.7189,161.396,0,38524.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
273.271,10H 42M 5.47899999999936S,13.8098,4.576029,2.4618,0.1453,1.8005189,13.795044,13.7693,38.663,29.0712,3.7174,161.329,0,38525.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
272.094,10H 42M 6.47899999999936S,13.8142,4.576529,2.4626,0.1465,1.8006207,13.795727,13.7739,38.6638,29.0708,3.719,161.398,0,38526.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
