pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.632,9H 37M 41.4789999999994S,19.3058,5.121651,3.4711,0.2978,1.4305046,19.30949,19.3055,38.3524,27.5061,5.0331,218.763,0,34661.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.535,9H 37M 42.4789999999994S,19.314,5.122574,3.47,0.2855,1.4301994,19.323096,19.3137,38.3527,27.5041,5.0273,218.511,0,34662.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.722,9H 37M 43.4789999999994S,19.3023,5.121253,3.4701,0.3033,1.4307082,19.320375,19.302,38.3523,27.5069,5.0356,218.867,0,34663.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.795,9H 37M 44.4789999999994S,19.3012,5.121151,3.4712,0.3321,1.4306573,19.31085,19.3009,38.3523,27.5072,5.0297,218.614,0,34664.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.695,9H 37M 45.4789999999994S,19.3071,5.121794,3.4687,0.4102,1.4304029,19.31153,19.3068,38.3524,27.5057,5.032,218.714,0,34665.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.559,9H 37M 46.4789999999994S,19.3123,5.122356,3.473,0.3453,1.4304538,19.313571,19.312,38.3523,27.5043,5.0366,218.913,0,34666.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.612,9H 37M 47.4789999999994S,19.3083,5.121903,3.4693,0.3093,1.4306064,19.314252,19.308,38.3522,27.5053,5.0245,218.388,0,34667.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.774,9H 37M 48.4789999999994S,19.3026,5.121385,3.4695,0.265,1.430352,19.312211,19.3023,38.353,27.5074,5.031,218.669,0,34668.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.729,9H 37M 49.4789999999994S,19.3078,5.121741,3.4688,0.2914,1.4308608,19.31085,19.3075,38.3512,27.5046,5.0251,218.413,0,34669.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.582,9H 37M 50.4789999999994S,19.3149,5.122617,3.4659,0.4267,1.4302503,19.312211,19.3146,38.3522,27.5035,5.015,217.976,0,34670.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
