pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.531,14H 9M 9.47899999999936S,19.8998,5.186447,3.4998,0.332,1.4182438,19.885454,19.8995,38.3494,27.3461,5.029,218.616,0,50949.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.515,14H 9M 10.4789999999994S,19.9,5.186461,3.5001,0.3368,1.418549,19.882048,19.8997,38.3493,27.346,5.0337,218.82,0,50950.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.628,14H 9M 11.4789999999994S,19.8982,5.186345,3.5037,0.3279,1.4177859,19.882729,19.8979,38.35,27.347,5.0403,219.107,0,50951.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.623,14H 9M 12.4789999999994S,19.9026,5.18678,3.5026,0.3396,1.4182438,19.886136,19.9023,38.3495,27.3455,5.0288,218.61,0,50952.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.531,14H 9M 13.4789999999994S,19.9001,5.186602,3.5004,0.3394,1.4176333,19.896356,19.8998,38.3503,27.3467,5.0297,218.649,0,50953.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.583,14H 9M 14.4789999999994S,19.9,5.186517,3.5019,0.3423,1.4180403,19.891586,19.8997,38.3497,27.3463,5.0332,218.801,0,50954.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.624,14H 9M 15.4789999999994S,19.9001,5.186536,3.5005,0.3402,1.4178877,19.896356,19.8998,38.3498,27.3463,5.0261,218.492,0,50955.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.554,14H 9M 16.4789999999994S,19.9059,5.187102,3.4989,0.3301,1.4184982,19.892268,19.9056,38.3492,27.3443,5.0287,218.603,0,50956.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.761,14H 9M 17.4789999999994S,19.9079,5.187355,3.5018,0.3398,1.4181929,19.897037,19.9076,38.3494,27.344,5.0369,218.961,0,50957.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
2.096,14H 9M 18.4789999999994S,19.908,5.187433,3.5025,0.3467,1.4182438,19.897037,19.9076,38.3498,27.3443,5.0265,218.511,0,50958.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
2.419,14H 9M 19.4789999999994S,19.8974,5.18627,3.4957,0.3435,1.4179894,19.896356,19.897,38.3497,27.347,5.0065,217.64,0,50959.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
2.938,14H 9M 20.4789999999994S,19.8878,5.185293,3.4889,0.324,1.4178877,19.897718,19.8873,38.3502,27.35,5.0012,217.406,0,50960.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
3.641,14H 9M 21.4789999999994S,19.8467,5.180774,3.4847,0.3133,1.418142,19.895674,19.846,38.3499,27.3608,4.9955,217.156,0,50961.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
4.267,14H 9M 22.4789999999994S,19.6601,5.160165,3.4775,0.3131,1.4180403,19.884773,19.659300000000002,38.3486,27.4096,5.0023,217.44,0,50962.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
4.92,14H 9M 23.4789999999994S,19.5381,5.146686,3.475,0.3125,1.4183964,19.882048,19.5372,38.3476,27.4412,5.0205,218.229,0,50963.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
5.581,14H 9M 24.4789999999994S,19.4788,5.140682,3.4774,0.3182,1.4210419,19.781908,19.4777,38.3515,27.46,5.038,218.985,0,50964.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
6.188,14H 9M 25.4789999999994S,19.4606,5.138579,3.4807,0.3328,1.4223138,19.689962,19.4594,38.3504,27.4639,5.0409,219.107,0,50965.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
6.803,14H 9M 26.4789999999994S,19.4352,5.135916,3.4793,0.332,1.4236365,19.673619,19.434,38.3511,27.4712,5.0349,218.846,0,50966.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
7.445,14H 9M 27.4789999999994S,19.4294,5.13534,3.4781,0.337,1.4257733,19.560601,19.428,38.3514,27.473,5.0401,219.071,0,50967.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
8.183,14H 9M 28.4789999999994S,19.4273,5.135264,3.481,0.3332,1.4267399,19.509549,19.4258,38.3523,27.4743,5.0456,219.312,0,50968.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
9.002,14H 9M 29.4789999999994S,19.4138,5.134009,3.4796,0.3378,1.4271469,19.474157,19.4121,38.354,27.4792,5.0403,219.078,0,50969.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
9.62,14H 9M 30.4789999999994S,19.4058,5.133291,3.4801,0.3308,1.4267399,19.471435,19.404,38.3551,27.4822,5.0502,219.509,0,50970.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
10.064,14H 9M 31.4789999999994S,19.4004,5.132763,3.4831,0.3361,1.4261803,19.465309,19.3985,38.3554,27.4838,5.053,219.632,0,50971.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
10.682,14H 9M 32.4789999999994S,19.3977,5.132552,3.483,0.3314,1.4269943,19.456462,19.3957,38.3558,27.4849,5.0525,219.611,0,50972.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
11.473,14H 9M 33.4789999999994S,19.3947,5.132243,3.4839,0.3269,1.4271978,19.438087,19.3925,38.3557,27.4857,5.0544,219.69,0,50973.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
12.236,14H 9M 34.4789999999994S,19.3883,5.131582,3.4828,0.3196,1.4270452,19.426519,19.386,38.3558,27.4874,5.0469,219.367,0,50974.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
12.777,14H 9M 35.4789999999994S,19.3815,5.130893,3.4809,0.3227,1.4271978,19.425158,19.3791,38.356,27.4895,5.0521,219.589,0,50975.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
13.325,14H 9M 36.4789999999994S,19.3758,5.1303280000000004,3.4828,0.3185,1.4268417,19.420394,19.3734,38.3563,27.4912,5.0563,219.773,0,50976.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
14.037,14H 9M 37.4789999999994S,19.3553,5.128226,3.4824,0.3206,1.4277574,19.412909,19.3528,38.3572,27.4973,5.0488,219.445,0,50977.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
14.718,14H 9M 38.4789999999994S,19.3325,5.126011,3.4767,0.3176,1.4278592,19.402021,19.3298,38.3593,27.505,5.0428,219.184,0,50978.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
15.383,14H 9M 39.4789999999994S,19.3131,5.1242,3.4782,0.3176,1.4282153,19.403382,19.3103,38.3617,27.512,5.0568,219.791,0,50979.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
16.051,14H 9M 40.4789999999994S,19.3048,5.123482,3.4777,0.3213,1.4282153,19.393176,19.3018,38.3631,27.5152,5.0508,219.527,0,50980.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
16.606,14H 9M 41.4789999999994S,19.2908,5.122261,3.478,0.3245,1.4280626,19.377526,19.2877,38.3655,27.5208,5.0632,220.068,0,50981.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
17.152,14H 9M 42.4789999999994S,19.2736,5.120423,3.4833,0.3222,1.4282661,19.360515,19.2704,38.3657,27.5254,5.0761,220.625,0,50982.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
17.858,14H 9M 43.4789999999994S,19.2425,5.117208,3.4855,0.32,1.4284696,19.348269,19.2393,38.3669,27.5346,5.0777,220.695,0,50983.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
18.64,14H 9M 44.4789999999994S,19.2138,5.114314,3.4862,0.3128,1.4288258,19.312891,19.2104,38.3688,27.5436,5.0775,220.683,0,50984.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
19.289,14H 9M 45.4789999999994S,19.1787,5.110973,3.4851,0.3091,1.4283679,19.304047,19.1752,38.3728,27.5559,5.0803,220.8,0,50985.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
