pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.85,12H 10M 20.4789999999994S,19.7223,5.165889,3.4863,0.2857,1.4229751,19.637531,19.722,38.3403,27.3866,5.0221,218.306,0,43820.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.754,12H 10M 21.4789999999994S,19.735,5.167153,3.487,0.281,1.4229243,19.632084,19.7347,38.3393,27.3824,5.0273,218.535,0,43821.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.917,12H 10M 22.4789999999994S,19.6916,5.162645,3.4898,0.3023,1.4222629,19.65251,19.6912,38.3414,27.3956,5.0346,218.852,0,43822.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.907,12H 10M 23.4789999999994S,19.6881,5.162739,3.4904,0.3048,1.4225173,19.656596,19.6878,38.3453,27.3995,5.0294,218.623,0,43823.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.852,12H 10M 24.4789999999994S,19.7108,5.164576,3.4873,0.2956,1.4220085,19.677024,19.7105,38.3399,27.3893,5.0163,218.056,0,43824.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.904,12H 10M 25.4789999999994S,19.698,5.163267,3.4831,0.2965,1.4221103,19.685195,19.6976,38.3407,27.3933,5.0162,218.048,0,43825.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.826,12H 10M 26.4789999999994S,19.7059,5.163874,3.4854,0.2975,1.4220594,19.677705,19.7056,38.3385,27.3896,5.0256,218.461,0,43826.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.803,12H 10M 27.4789999999994S,19.6801,5.161081,3.4852,0.3018,1.4224155,19.659319,19.6798,38.3389,27.3967,5.0224,218.317,0,43827.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.952,12H 10M 28.4789999999994S,19.6776,5.160592,3.4853,0.3005,1.422212,19.662043,19.6772,38.3371,27.396,5.0298,218.641,0,43828.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.916,12H 10M 29.4789999999994S,19.6623,5.158948,3.4892,0.2899,1.4224155,19.662043,19.6619,38.3373,27.4003,5.0383,219.012,0,43829.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.74,12H 10M 30.4789999999994S,19.6766,5.160419,3.49,0.3001,1.4226699,19.651829,19.6763,38.3366,27.3959,5.0325,218.758,0,43830.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.879,12H 10M 31.4789999999994S,19.7498,5.169063,3.4896,0.297,1.423026,19.651148,19.7495,38.3416,27.3802,5.025,218.434,0,43831.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.934,12H 10M 32.4789999999994S,19.7056,5.164075,3.4895,0.2989,1.4225173,19.654553,19.7052,38.3404,27.3911,5.0275,218.543,0,43832.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.826,12H 10M 33.4789999999994S,19.7055,5.16387,3.4875,0.2855,1.4223646,19.655915,19.7052,38.3389,27.39,5.0208,218.252,0,43833.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.811,12H 10M 34.4789999999994S,19.7134,5.164257,3.486,0.2704,1.4223647,19.659319,19.7131,38.3349,27.3848,5.0209,218.259,0,43834.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.92,12H 10M 35.4789999999994S,19.7279,5.166732,3.4857,0.264,1.422212,19.668171,19.7276,38.3422,27.3865,5.0207,218.25,0,43835.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.87,12H 10M 36.4789999999994S,19.6949,5.163276,3.4865,0.2929,1.4218559,19.6886,19.6946,38.3436,27.3964,5.0286,218.589,0,43836.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.896,12H 10M 37.4789999999994S,19.6814,5.161788,3.4893,0.2801,1.4219577,19.687919,19.6811,38.3435,27.3999,5.0365,218.933,0,43837.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.88,12H 10M 38.4789999999994S,19.7048,5.163836,3.491,0.2895,1.4217033,19.684514,19.7045,38.3392,27.3904,5.0305,218.673,0,43838.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.785,12H 10M 39.4789999999994S,19.7085,5.164345,3.4874,0.3073,1.4217542,19.676343,19.7082,38.3401,27.3901,5.0145,217.976,0,43839.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.844,12H 10M 40.4789999999994S,19.6501,5.157874,3.4827,0.30620000000000003,1.4220594,19.676343,19.6498,38.3396,27.4052,5.0207,218.242,0,43840.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.918,12H 10M 41.4789999999994S,19.6535,5.158216,3.4852,0.2836,1.4220085,19.68179,19.6531,38.3393,27.4041,5.027,218.518,0,43841.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.915,12H 10M 42.4789999999994S,19.6185,5.153738,3.4831,0.291,1.4226699,19.666809,19.6181,38.3339,27.409300000000002,5.0258,218.465,0,43842.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.857,12H 10M 43.4789999999994S,19.6315,5.155561,3.4854,0.2807,1.4220085,19.680428,19.6312,38.3373,27.4084,5.0335,218.801,0,43843.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.846,12H 10M 44.4789999999994S,19.6608,5.158765,3.4863,0.2804,1.4223138,19.669533,19.6605,38.3372,27.4006,5.0255,218.452,0,43844.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.893,12H 10M 45.4789999999994S,19.6475,5.158055,3.483,0.2944,1.4224664,19.666809,19.6471,38.3435,27.4089,5.0094,217.752,0,43845.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
1.948,12H 10M 46.4789999999994S,19.5798,5.149619,3.4746,0.2904,1.4228734,19.647063,19.5794,38.3349,27.4204,5.0034,217.49,0,43846.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
2.245,12H 10M 47.4789999999994S,19.511,5.141978,3.4747,0.2946,1.42384,19.61302,19.5106,38.334,27.4379,5.0286,218.579,0,43847.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
2.81,12H 10M 48.4789999999994S,19.4786,5.13843,3.4791,0.3151,1.4248066,19.581704,19.4781,38.3338,27.4463,5.0411,219.122,0,43848.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
3.208,12H 10M 49.4789999999994S,19.4695,5.137474,3.4825,0.3218,1.4239418,19.589192,19.4689,38.334,27.4489,5.0458,219.323,0,43849.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
3.585,12H 10M 50.4789999999994S,19.457,5.136047,3.4851,0.3181,1.424247,19.589873,19.4563,38.3334,27.4518,5.0462,219.344,0,43850.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
4.203,12H 10M 51.4789999999994S,19.4369,5.1339,3.4817,0.2967,1.4259768,19.511591,19.4362,38.3336,27.4572,5.0333,218.781,0,43851.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
5.054,12H 10M 52.4789999999994S,19.4265,5.132846,3.4794,0.2739,1.4267399,19.464629,19.4256,38.3339,27.4603,5.0404,219.088,0,43852.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
5.885,12H 10M 53.4789999999994S,19.4188,5.132053,3.4822,0.2897,1.4273504,19.442171,19.4177,38.3341,27.4625,5.0512,219.558,0,43853.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
6.437,12H 10M 54.4789999999994S,19.4137,5.131596,3.4836,0.3,1.4269943,19.440809,19.4125,38.3348,27.4644,5.049,219.462,0,43854.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
6.893,12H 10M 55.4789999999994S,19.4051,5.130679,3.4831,0.2957,1.4265873,19.442851,19.4038,38.3348,27.4667,5.0495,219.483,0,43855.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
7.537,12H 10M 56.4789999999994S,19.3782,5.128185,3.4834,0.2882,1.4274013,19.42788,19.3768,38.3383,27.4765,5.0521,219.593,0,43856.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
8.33,12H 10M 57.4789999999994S,19.3095,5.122147,3.4841,0.2897,1.4278592,19.407465,19.308,38.3505,27.5039,5.064,220.106,0,43857.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
9.013,12H 10M 58.4789999999994S,19.2556,5.117086,3.4861,0.2992,1.4281644,19.369361,19.2539,38.3574,27.5234,5.0743,220.549,0,43858.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
9.568,12H 10M 59.4789999999994S,19.2096,5.112835,3.4892,0.2963,1.4286223,19.319014,19.2079,38.3637,27.5404,5.0882,221.15,0,43859.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
10.161,12H 11M 0.47899999999936S,19.1357,5.105506,3.4945,0.293,1.4286731,19.28704,19.1339,38.3699,27.5645,5.1055,221.896,0,43860.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
