pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
301.161,14H 17M 8.47899999999936S,13.7579,4.569271,2.4789,0.2178,1.7950244,13.745835,13.7133,38.6387,29.0644,3.7711,163.663,0,51428.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.97,14H 17M 9.47899999999936S,13.7578,4.569245,2.4809,0.2087,1.7950753,13.744468,13.7133,38.6386,29.0642,3.7747,163.817,0,51429.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.603,14H 17M 10.4789999999994S,13.7578,4.569225,2.4801,0.208,1.7952788,13.746519,13.7133,38.6386,29.0642,3.7664,163.458,0,51430.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.586,14H 17M 11.4789999999994S,13.7574,4.569196,2.4792,0.1982,1.7952788,13.746519,13.7129,38.6387,29.0644,3.7658,163.432,0,51431.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.826,14H 17M 12.4789999999994S,13.7576,4.569236,2.4784,0.2077,1.7953297,13.747202,13.713,38.6388,29.0645,3.7678,163.518,0,51432.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.903,14H 17M 13.4789999999994S,13.7569,4.56916,2.48,0.2142,1.7951771,13.746519,13.7123,38.6388,29.0646,3.7756,163.856,0,51433.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.828,14H 17M 14.4789999999994S,13.7573,4.569203,2.4807,0.2134,1.7952788,13.743101,13.7127,38.6388,29.0645,3.7727,163.731,0,51434.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
300.282,14H 17M 15.4789999999994S,13.7572,4.569143,2.4814,0.2178,1.7955841,13.745835,13.7127,38.6386,29.0644,3.7769,163.915,0,51435.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
299.227,14H 17M 16.4789999999994S,13.7535,4.568736,2.4825,0.21,1.7951771,13.745152,13.7092,38.6389,29.0654,3.7752,163.839,0,51436.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
298.251,14H 17M 17.4789999999994S,13.7542,4.568731,2.4817,0.2081,1.7955332,13.741734,13.7101,38.6385,29.0649,3.7704,163.63,0,51437.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
297.377,14H 17M 18.4789999999994S,13.7542,4.568679,2.4816,0.2121,1.7958384,13.741734,13.7102,38.6385,29.0648,3.7718,163.69,0,51438.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
296.383,14H 17M 19.4789999999994S,13.7543,4.568646,2.4812,0.2201,1.7951262,13.743785,13.7104,38.6385,29.0648,3.7692,163.577,0,51439.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
295.314,14H 17M 20.4789999999994S,13.7542,4.568539,2.4807,0.2081,1.7950244,13.745152,13.7105,38.6381,29.0645,3.7671,163.485,0,51440.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
294.337,14H 17M 21.4789999999994S,13.7527,4.568303,2.4801,0.2122,1.7950244,13.740367000000001,13.7091,38.6378,29.0645,3.7674,163.5,0,51441.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
293.304,14H 17M 22.4789999999994S,13.7531,4.568294,2.4798,0.2093,1.7952279,13.740367000000001,13.7097,38.6377,29.0644,3.765,163.395,0,51442.479,NA,Oct,12,2021,NA,NA,NA,NA,NA,NA,NA,12 Oct 2021
