pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
404.33331999999996,12H 21M 41S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44501,Tue,Oct,12,2021,45,85,55,532,58,45,56,12 Oct 2021
404.08972599999976,12H 21M 42S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44502,Tue,Oct,12,2021,45,86,55,532,57,47,54,12 Oct 2021
403.84837899999997,12H 21M 43S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44503,Tue,Oct,12,2021,44,84,55,532,62,47,57,12 Oct 2021
404.24819200000013,12H 21M 45S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44505,Tue,Oct,12,2021,46,82,55,532,57,47,54,12 Oct 2021
404.25639599999994,12H 21M 46S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44506,Tue,Oct,12,2021,47,82,55,532,59,46,59,12 Oct 2021
404.14958899999993,12H 21M 47S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44507,Tue,Oct,12,2021,46,88,54,532,58,48,57,12 Oct 2021
403.89585899999986,12H 21M 49S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44509,Tue,Oct,12,2021,47,86,55,532,62,48,54,12 Oct 2021
403.66287599999987,12H 21M 50S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44510,Tue,Oct,12,2021,47,83,54,532,60,46,54,12 Oct 2021
403.09556599999974,12H 21M 52S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44512,Tue,Oct,12,2021,48,85,54,532,62,48,54,12 Oct 2021
402.6941549999997,12H 21M 53S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44513,Tue,Oct,12,2021,45,85,54,532,63,49,53,12 Oct 2021
402.2382139999997,12H 21M 54S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44514,Tue,Oct,12,2021,47,90,55,532,65,48,53,12 Oct 2021
401.9488329999999,12H 21M 55S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44515,Tue,Oct,12,2021,46,88,54,532,65,50,53,12 Oct 2021
401.84267299999993,12H 21M 56S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44516,Tue,Oct,12,2021,47,91,55,532,66,52,53,12 Oct 2021
401.1005249999997,12H 21M 58S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44518,Tue,Oct,12,2021,48,84,55,532,65,49,56,12 Oct 2021
400.74952299999984,12H 21M 59S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44519,Tue,Oct,12,2021,49,87,54,532,66,52,53,12 Oct 2021
400.387176,12H 22M 1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44521,Tue,Oct,12,2021,49,83,55,532,57,46,57,12 Oct 2021
400.4707890000001,12H 22M 2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44522,Tue,Oct,12,2021,49,84,54,532,61,50,55,12 Oct 2021
400.45422799999994,12H 22M 3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44523,Tue,Oct,12,2021,48,87,54,532,64,50,55,12 Oct 2021
400.38864600000005,12H 22M 5S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44525,Tue,Oct,12,2021,47,85,55,532,61,49,57,12 Oct 2021
400.449454,12H 22M 7S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44527,Tue,Oct,12,2021,41,83,55,532,58,50,52,12 Oct 2021
400.52504900000014,12H 22M 8S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44528,Tue,Oct,12,2021,43,87,55,532,61,50,53,12 Oct 2021
400.56431999999995,12H 22M 9S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44529,Tue,Oct,12,2021,43,83,55,532,59,49,53,12 Oct 2021
400.3436499999998,12H 22M 10S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44530,Tue,Oct,12,2021,41,83,55,532,57,46,50,12 Oct 2021
400.18798300000003,12H 22M 11S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44531,Tue,Oct,12,2021,44,87,55,532,60,52,53,12 Oct 2021
400.39698000000027,12H 22M 12S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44532,Tue,Oct,12,2021,42,86,55,532,59,48,51,12 Oct 2021
400.6571500000001,12H 22M 13S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44533,Tue,Oct,12,2021,43,83,55,532,58,48,52,12 Oct 2021
400.5742629999998,12H 22M 14S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44534,Tue,Oct,12,2021,43,83,55,532,59,44,50,12 Oct 2021
400.483563,12H 22M 17S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44537,Tue,Oct,12,2021,44,86,55,532,57,45,49,12 Oct 2021
400.42977399999995,12H 22M 18S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44538,Tue,Oct,12,2021,41,84,55,532,57,46,51,12 Oct 2021
400.4311000000001,12H 22M 19S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44539,Tue,Oct,12,2021,42,84,54,532,59,47,52,12 Oct 2021
400.43315199999995,12H 22M 20S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44540,Tue,Oct,12,2021,43,82,54,532,58,46,51,12 Oct 2021
400.410277,12H 22M 21S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44541,Tue,Oct,12,2021,44,84,55,532,58,48,52,12 Oct 2021
400.4926040000001,12H 22M 22S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44542,Tue,Oct,12,2021,46,88,56,532,59,47,50,12 Oct 2021
400.4884379999999,12H 22M 23S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44543,Tue,Oct,12,2021,46,85,55,532,57,46,53,12 Oct 2021
400.51652900000005,12H 22M 25S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44545,Tue,Oct,12,2021,45,86,55,532,56,46,55,12 Oct 2021
400.44309399999986,12H 22M 26S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44546,Tue,Oct,12,2021,44,83,56,532,58,49,54,12 Oct 2021
