fluo_flbb,bb700,cdom,echov1,time,date,fluo_440,fluo_470,fluo_532,echo3x
78,166,53,520,13H 1M 52S,12-07-20,74,83,57,525
77,164,52,520,13H 1M 53S,12-07-20,73,86,54,525
79,166,52,520,13H 1M 54S,12-07-20,72,83,54,525
77,161,50,520,13H 1M 55S,12-07-20,74,86,53,525
78,164,53,520,13H 1M 56S,12-07-20,73,84,53,525
79,163,50,520,13H 1M 57S,12-07-20,73,80,56,525
84,163,54,520,13H 1M 58S,12-07-20,72,81,55,525
84,162,51,520,13H 1M 59S,12-07-20,74,89,58,525
82,162,57,520,13H 2M 0S,12-07-20,75,84,57,525
81,164,53,520,13H 2M 1S,12-07-20,73,87,58,525
85,164,53,520,13H 2M 2S,12-07-20,71,82,55,525
80,162,55,520,13H 2M 3S,12-07-20,69,85,57,525
82,162,53,520,13H 2M 4S,12-07-20,75,87,61,525
85,165,56,520,13H 2M 5S,12-07-20,75,90,58,525
85,160,57,520,13H 2M 6S,12-07-20,78,92,56,525
86,163,55,520,13H 2M 7S,12-07-20,78,92,56,525
93,164,55,520,13H 2M 8S,12-07-20,80,97,56,525
86,165,56,520,13H 2M 9S,12-07-20,79,90,58,525
89,164,57,520,13H 2M 10S,12-07-20,78,96,58,525
91,164,54,520,13H 2M 11S,12-07-20,83,97,57,526
90,163,57,520,13H 2M 12S,12-07-20,82,98,58,525
88,169,55,520,13H 2M 13S,12-07-20,79,95,57,525
90,168,55,520,13H 2M 14S,12-07-20,81,95,57,526
93,165,57,521,13H 2M 15S,12-07-20,84,97,58,526
91,168,57,521,13H 2M 16S,12-07-20,84,101,57,526
91,168,57,520,13H 2M 17S,12-07-20,83,99,57,526
92,165,56,521,13H 2M 18S,12-07-20,81,99,56,526
92,168,57,521,13H 2M 19S,12-07-20,83,101,55,526
93,169,58,521,13H 2M 20S,12-07-20,83,99,57,526
94,168,58,521,13H 2M 21S,12-07-20,79,95,55,526
92,168,59,521,13H 2M 22S,12-07-20,80,100,58,526
91,165,57,521,13H 2M 23S,12-07-20,80,100,57,526
92,166,60,521,13H 2M 24S,12-07-20,80,99,57,526
93,166,62,521,13H 2M 25S,12-07-20,78,98,54,526
95,167,61,521,13H 2M 26S,12-07-20,81,97,59,526
94,167,61,521,13H 2M 27S,12-07-20,79,98,59,526
90,170,63,521,13H 2M 28S,12-07-20,76,96,56,526
87,167,63,521,13H 2M 30S,12-07-20,73,94,57,526
90,168,60,521,13H 2M 31S,12-07-20,73,89,55,526
85,166,60,521,13H 2M 32S,12-07-20,71,85,56,526
84,168,57,521,13H 2M 33S,12-07-20,70,84,51,526
83,168,55,521,13H 2M 34S,12-07-20,71,79,54,526
77,166,57,521,13H 2M 35S,12-07-20,69,79,55,527
77,165,58,521,13H 2M 36S,12-07-20,70,80,52,526
76,168,59,521,13H 2M 37S,12-07-20,67,79,55,526
73,167,57,521,13H 2M 38S,12-07-20,64,73,57,526
73,167,56,521,13H 2M 39S,12-07-20,63,71,56,526
70,165,55,521,13H 2M 40S,12-07-20,63,70,55,527
65,160,55,521,13H 2M 41S,12-07-20,58,68,53,527
65,165,55,521,13H 2M 42S,12-07-20,63,68,57,527
61,161,53,521,13H 2M 43S,12-07-20,62,65,55,527
64,154,54,522,13H 2M 44S,12-07-20,57,63,58,527
58,139,53,522,13H 2M 45S,12-07-20,55,60,56,527
56,129,53,521,13H 2M 46S,12-07-20,57,63,55,527
56,166,53,522,13H 2M 47S,12-07-20,55,63,57,527
52,130,55,522,13H 2M 48S,12-07-20,57,58,58,527
53,130,44,522,13H 2M 49S,12-07-20,56,60,57,527
52,149,49,522,13H 2M 50S,12-07-20,51,55,54,527
51,165,52,522,13H 2M 51S,12-07-20,50,53,52,527
50,272,51,522,13H 2M 52S,12-07-20,53,52,52,527
56,147,50,522,13H 2M 53S,12-07-20,55,56,60,527
54,129,46,522,13H 2M 54S,12-07-20,53,60,53,527
50,140,50,522,13H 2M 55S,12-07-20,52,59,55,527
51,135,50,522,13H 2M 56S,12-07-20,50,53,50,527
57,136,50,522,13H 2M 57S,12-07-20,50,54,52,527
54,139,50,522,13H 2M 58S,12-07-20,53,54,55,527
54,141,50,522,13H 2M 59S,12-07-20,53,56,50,527
49,359,53,522,13H 3M 0S,12-07-20,57,54,50,527
50,133,50,522,13H 3M 1S,12-07-20,49,55,53,527
58,132,50,522,13H 3M 2S,12-07-20,49,62,53,527
54,134,51,522,13H 3M 3S,12-07-20,49,56,56,527
53,139,51,522,13H 3M 4S,12-07-20,53,58,54,527
54,146,50,522,13H 3M 5S,12-07-20,52,60,53,527
52,145,50,522,13H 3M 6S,12-07-20,63,63,52,527
52,139,50,522,13H 3M 8S,12-07-20,51,53,54,527
50,151,50,522,13H 3M 9S,12-07-20,50,59,58,527
50,226,51,522,13H 3M 10S,12-07-20,51,53,52,527
51,132,52,522,13H 3M 11S,12-07-20,50,53,50,527
50,149,50,522,13H 3M 12S,12-07-20,55,56,52,527
51,251,50,522,13H 3M 13S,12-07-20,53,56,51,527
50,161,50,522,13H 3M 14S,12-07-20,52,57,50,527
46,146,50,522,13H 3M 15S,12-07-20,50,58,50,527
42,176,50,522,13H 3M 16S,12-07-20,53,58,53,527
60,153,50,522,13H 3M 17S,12-07-20,50,54,58,527
50,164,58,522,13H 3M 18S,12-07-20,53,55,55,527
54,248,50,522,13H 3M 19S,12-07-20,57,54,54,527
53,190,50,522,13H 3M 20S,12-07-20,57,59,56,527
51,244,55,522,13H 3M 21S,12-07-20,56,58,58,527
52,158,51,522,13H 3M 22S,12-07-20,57,59,56,527
53,167,55,522,13H 3M 23S,12-07-20,55,56,57,527
54,194,50,522,13H 3M 24S,12-07-20,57,54,58,527
49,215,58,522,13H 3M 25S,12-07-20,58,55,52,527
53,165,56,522,13H 3M 26S,12-07-20,53,57,52,527
50,184,51,522,13H 3M 27S,12-07-20,52,57,54,527
52,136,56,522,13H 3M 28S,12-07-20,50,57,52,527
52,131,55,522,13H 3M 29S,12-07-20,49,56,54,527
54,127,50,522,13H 3M 30S,12-07-20,54,55,50,527
52,128,51,522,13H 3M 31S,12-07-20,55,57,52,527
50,123,50,522,13H 3M 32S,12-07-20,54,57,50,527
52,130,51,522,13H 3M 33S,12-07-20,52,52,51,528
53,124,50,522,13H 3M 34S,12-07-20,55,56,50,527
55,126,51,522,13H 3M 35S,12-07-20,54,61,52,527
53,125,54,522,13H 3M 36S,12-07-20,57,60,52,528
54,132,52,522,13H 3M 37S,12-07-20,56,59,54,527
54,134,53,522,13H 3M 38S,12-07-20,57,63,54,527
55,134,54,522,13H 3M 39S,12-07-20,55,61,50,527
54,131,53,522,13H 3M 40S,12-07-20,56,59,54,527
58,137,55,522,13H 3M 41S,12-07-20,58,60,52,527
56,134,54,522,13H 3M 42S,12-07-20,58,59,53,527
54,127,51,522,13H 3M 43S,12-07-20,57,59,51,527
55,136,54,522,13H 3M 44S,12-07-20,60,57,53,527
61,146,54,522,13H 3M 46S,12-07-20,64,68,51,527
60,152,50,522,13H 3M 47S,12-07-20,62,66,50,528
63,153,52,522,13H 3M 48S,12-07-20,62,67,53,527
65,152,55,522,13H 3M 49S,12-07-20,66,70,55,527
70,160,55,522,13H 3M 50S,12-07-20,64,71,56,527
67,159,50,522,13H 3M 51S,12-07-20,65,70,55,527
64,158,53,522,13H 3M 52S,12-07-20,66,74,55,527
70,164,55,522,13H 3M 53S,12-07-20,69,78,56,528
74,166,54,522,13H 3M 54S,12-07-20,70,76,56,527
73,161,53,522,13H 3M 55S,12-07-20,68,75,55,528
74,165,55,522,13H 3M 56S,12-07-20,72,80,54,528
81,167,54,522,13H 3M 57S,12-07-20,76,81,55,527
80,165,56,522,13H 3M 58S,12-07-20,72,79,54,527
77,165,56,522,13H 3M 59S,12-07-20,69,77,55,528
79,164,60,522,13H 4M 0S,12-07-20,72,85,57,528
87,166,59,522,13H 4M 1S,12-07-20,77,89,54,528
85,180,59,522,13H 4M 2S,12-07-20,76,85,57,528
87,174,58,522,13H 4M 3S,12-07-20,76,85,52,528
88,166,57,522,13H 4M 4S,12-07-20,79,91,53,528
92,170,57,522,13H 4M 5S,12-07-20,76,90,54,528
88,172,57,522,13H 4M 6S,12-07-20,74,87,56,528
95,169,58,522,13H 4M 7S,12-07-20,79,96,57,528
106,167,58,522,13H 4M 8S,12-07-20,88,103,56,528
103,171,57,522,13H 4M 9S,12-07-20,83,98,57,528
109,173,57,522,13H 4M 10S,12-07-20,85,97,58,528
130,179,57,522,13H 4M 11S,12-07-20,98,116,58,528
131,182,55,522,13H 4M 12S,12-07-20,106,125,57,528
129,182,56,522,13H 4M 13S,12-07-20,101,117,57,528
138,181,55,522,13H 4M 14S,12-07-20,105,124,58,528
141,210,55,522,13H 4M 15S,12-07-20,117,143,59,528
143,188,56,522,13H 4M 16S,12-07-20,114,135,57,528
165,193,56,522,13H 4M 17S,12-07-20,122,150,59,528
168,191,57,522,13H 4M 18S,12-07-20,132,163,59,528
167,194,56,522,13H 4M 19S,12-07-20,118,154,60,528
182,192,57,523,13H 4M 20S,12-07-20,125,158,61,528
177,197,55,522,13H 4M 21S,12-07-20,138,179,62,528
178,190,57,522,13H 4M 22S,12-07-20,133,172,62,528
204,201,57,522,13H 4M 24S,12-07-20,180,245,68,528
269,203,56,522,13H 4M 25S,12-07-20,163,216,63,528
223,195,56,523,13H 4M 26S,12-07-20,176,240,68,528
216,194,56,523,13H 4M 27S,12-07-20,192,257,69,528
266,195,56,523,13H 4M 28S,12-07-20,198,274,70,528
344,203,56,523,13H 4M 29S,12-07-20,210,289,70,528
308,202,56,523,13H 4M 30S,12-07-20,221,310,70,528
301,201,56,523,13H 4M 31S,12-07-20,253,351,74,528
394,202,56,523,13H 4M 32S,12-07-20,291,418,80,528
439,205,58,523,13H 4M 33S,12-07-20,283,401,78,528
420,206,57,523,13H 4M 34S,12-07-20,276,391,78,528
418,203,54,523,13H 4M 35S,12-07-20,299,430,78,529
498,215,57,523,13H 4M 36S,12-07-20,308,435,79,529
474,213,57,523,13H 4M 37S,12-07-20,299,425,83,529
480,215,56,523,13H 4M 38S,12-07-20,323,460,83,528
323,460,83,528,13H 4M 38S,12-07-20,323,460,83,528
539,221,56,523,13H 4M 39S,12-07-20,354,512,85,529
565,220,57,523,13H 4M 40S,12-07-20,355,517,82,529
532,219,57,523,13H 4M 41S,12-07-20,337,480,84,529
482,217,55,523,13H 4M 42S,12-07-20,323,466,84,529
486,220,55,523,13H 4M 43S,12-07-20,329,470,86,529
508,216,56,523,13H 4M 44S,12-07-20,338,487,81,529
434,207,56,523,13H 4M 45S,12-07-20,309,423,78,529
403,203,57,523,13H 4M 46S,12-07-20,268,384,79,529
449,211,56,523,13H 4M 47S,12-07-20,299,418,81,529
454,208,54,523,13H 4M 48S,12-07-20,308,431,79,529
356,193,56,523,13H 4M 49S,12-07-20,283,393,76,529
336,189,58,523,13H 4M 50S,12-07-20,262,373,78,529
359,191,57,523,13H 4M 51S,12-07-20,242,335,73,529
347,192,55,523,13H 4M 52S,12-07-20,261,370,75,529
356,206,54,523,13H 4M 53S,12-07-20,228,314,74,529
397,233,54,523,13H 4M 54S,12-07-20,260,370,81,529
381,215,55,523,13H 4M 55S,12-07-20,251,360,81,529
363,222,57,523,13H 4M 56S,12-07-20,248,355,78,529
427,262,58,523,13H 4M 57S,12-07-20,251,357,80,529
369,249,52,524,13H 4M 58S,12-07-20,244,346,80,529
390,225,58,524,13H 4M 59S,12-07-20,270,389,80,529
326,230,61,523,13H 5M 0S,12-07-20,270,364,85,529
343,223,52,524,13H 5M 2S,12-07-20,224,300,71,529
309,215,52,524,13H 5M 3S,12-07-20,143,174,60,530
185,180,51,524,13H 5M 4S,12-07-20,142,182,67,530
155,167,54,524,13H 5M 5S,12-07-20,163,222,68,530
229,194,54,524,13H 5M 6S,12-07-20,146,195,66,530
176,169,55,524,13H 5M 7S,12-07-20,112,136,62,530
135,158,53,524,13H 5M 8S,12-07-20,119,150,63,530
133,160,55,524,13H 5M 9S,12-07-20,97,117,58,530
127,149,55,524,13H 5M 10S,12-07-20,98,125,61,530
126,149,56,524,13H 5M 11S,12-07-20,98,132,60,530
115,145,56,524,13H 5M 12S,12-07-20,91,114,60,530
111,143,56,524,13H 5M 13S,12-07-20,91,110,59,530
104,142,54,524,13H 5M 14S,12-07-20,85,105,58,530
112,144,55,524,13H 5M 15S,12-07-20,85,115,60,530
109,143,55,524,13H 5M 16S,12-07-20,81,105,56,530
103,140,56,524,13H 5M 17S,12-07-20,80,101,60,530
105,143,56,524,13H 5M 18S,12-07-20,87,108,57,530
107,138,55,524,13H 5M 19S,12-07-20,87,103,57,530
93,137,56,524,13H 5M 20S,12-07-20,81,98,60,530
96,137,55,524,13H 5M 21S,12-07-20,83,96,58,530
94,133,55,524,13H 5M 22S,12-07-20,81,100,57,530
84,129,55,524,13H 5M 23S,12-07-20,75,88,59,530
88,130,54,525,13H 5M 24S,12-07-20,76,89,58,530
93,141,54,524,13H 5M 25S,12-07-20,79,95,57,530
92,136,54,524,13H 5M 26S,12-07-20,77,91,54,530
77,128,54,524,13H 5M 27S,12-07-20,69,84,56,530
78,128,54,524,13H 5M 28S,12-07-20,65,80,55,530
81,132,56,524,13H 5M 29S,12-07-20,64,81,55,530
83,127,55,524,13H 5M 30S,12-07-20,61,83,54,530
77,132,57,525,13H 5M 31S,12-07-20,61,81,56,531
75,126,55,524,13H 5M 32S,12-07-20,63,78,54,530
73,125,55,524,13H 5M 33S,12-07-20,62,78,54,531
75,123,55,525,13H 5M 34S,12-07-20,62,77,56,531
71,126,54,525,13H 5M 35S,12-07-20,59,75,56,531
70,129,53,525,13H 5M 36S,12-07-20,60,74,56,531
75,134,55,525,13H 5M 37S,12-07-20,63,75,56,531
69,122,55,525,13H 5M 38S,12-07-20,62,78,58,531
69,126,56,525,13H 5M 40S,12-07-20,58,76,56,531
70,129,57,525,13H 5M 41S,12-07-20,58,73,56,531
68,123,56,525,13H 5M 42S,12-07-20,58,72,57,531
67,116,56,525,13H 5M 43S,12-07-20,57,71,56,531
67,118,57,525,13H 5M 44S,12-07-20,57,73,56,531
67,119,57,525,13H 5M 45S,12-07-20,54,72,57,531
68,119,56,525,13H 5M 46S,12-07-20,52,68,56,531
64,118,56,525,13H 5M 47S,12-07-20,54,66,57,531
63,119,55,525,13H 5M 48S,12-07-20,56,68,58,531
65,119,56,525,13H 5M 49S,12-07-20,56,67,56,531
64,118,56,525,13H 5M 50S,12-07-20,54,67,57,531
64,124,55,525,13H 5M 51S,12-07-20,56,68,58,531
65,114,55,525,13H 5M 52S,12-07-20,56,68,57,531
62,120,55,525,13H 5M 53S,12-07-20,57,68,58,531
61,114,55,525,13H 5M 54S,12-07-20,52,67,56,531
62,114,56,525,13H 5M 55S,12-07-20,58,69,57,531
63,116,55,525,13H 5M 56S,12-07-20,57,68,57,531
62,112,55,525,13H 5M 57S,12-07-20,57,70,60,532
62,115,55,525,13H 5M 58S,12-07-20,54,69,57,531
61,106,56,525,13H 5M 59S,12-07-20,55,67,56,531
59,110,56,525,13H 6M 0S,12-07-20,56,67,56,531
60,111,56,525,13H 6M 1S,12-07-20,53,62,54,531
59,104,56,525,13H 6M 2S,12-07-20,52,66,55,531
59,105,56,525,13H 6M 3S,12-07-20,52,64,56,532
56,109,56,525,13H 6M 4S,12-07-20,51,63,55,531
56,106,57,525,13H 6M 5S,12-07-20,50,59,55,532
55,104,57,526,13H 6M 6S,12-07-20,50,59,55,532
58,104,56,526,13H 6M 7S,12-07-20,53,63,54,532
55,105,56,526,13H 6M 8S,12-07-20,53,62,55,532
55,104,56,526,13H 6M 9S,12-07-20,52,59,51,532
52,99,55,526,13H 6M 10S,12-07-20,50,59,54,532
55,101,55,526,13H 6M 11S,12-07-20,50,59,52,532
52,103,55,526,13H 6M 12S,12-07-20,50,59,53,532
53,99,55,526,13H 6M 13S,12-07-20,48,56,50,532
51,101,55,526,13H 6M 14S,12-07-20,50,54,53,532
52,96,56,526,13H 6M 15S,12-07-20,50,55,54,532
51,99,56,526,13H 6M 16S,12-07-20,51,56,56,532
52,96,56,526,13H 6M 18S,12-07-20,54,55,54,532
56,96,55,526,13H 6M 19S,12-07-20,54,53,55,532
54,100,55,526,13H 6M 20S,12-07-20,54,55,56,532
50,96,56,526,13H 6M 21S,12-07-20,54,52,54,532
50,94,55,526,13H 6M 22S,12-07-20,44,51,56,532
49,94,56,526,13H 6M 23S,12-07-20,45,53,54,532
51,94,56,526,13H 6M 24S,12-07-20,47,53,54,532
50,96,56,526,13H 6M 25S,12-07-20,49,51,54,532
49,92,55,526,13H 6M 26S,12-07-20,47,52,51,532
50,96,55,526,13H 6M 27S,12-07-20,47,50,54,532
50,94,55,526,13H 6M 28S,12-07-20,46,50,51,532
48,91,55,526,13H 6M 29S,12-07-20,48,49,53,532
46,100,55,526,13H 6M 30S,12-07-20,50,50,53,532
46,93,55,526,13H 6M 31S,12-07-20,50,50,51,532
49,97,55,526,13H 6M 32S,12-07-20,50,49,50,532
48,102,56,526,13H 6M 33S,12-07-20,49,49,51,532
44,93,55,526,13H 6M 34S,12-07-20,48,47,54,532
45,93,56,526,13H 6M 35S,12-07-20,49,52,55,532
46,92,55,526,13H 6M 36S,12-07-20,48,48,53,532
45,91,55,526,13H 6M 37S,12-07-20,46,54,53,533
47,94,55,526,13H 6M 38S,12-07-20,47,54,56,533
47,94,56,526,13H 6M 39S,12-07-20,46,52,55,533
47,89,55,526,13H 6M 40S,12-07-20,48,52,54,533
46,91,56,526,13H 6M 41S,12-07-20,50,51,51,533
44,90,56,526,13H 6M 42S,12-07-20,47,50,53,533
46,89,56,526,13H 6M 43S,12-07-20,41,51,54,533
46,88,56,527,13H 6M 44S,12-07-20,42,51,52,533
47,88,54,526,13H 6M 45S,12-07-20,43,49,52,533
47,90,54,527,13H 6M 46S,12-07-20,46,52,54,533
47,88,55,527,13H 6M 47S,12-07-20,46,50,51,533
46,93,59,527,13H 6M 48S,12-07-20,52,51,52,533
47,90,59,526,13H 6M 49S,12-07-20,46,49,55,533
47,88,60,527,13H 6M 50S,12-07-20,46,50,55,533
45,88,60,527,13H 6M 51S,12-07-20,48,50,54,533
47,91,60,527,13H 6M 52S,12-07-20,47,51,57,533
49,91,60,527,13H 6M 53S,12-07-20,45,50,58,533
47,91,62,527,13H 6M 54S,12-07-20,48,50,56,533
47,91,61,527,13H 6M 56S,12-07-20,48,54,57,533
48,93,61,527,13H 6M 57S,12-07-20,46,52,59,533
45,94,61,527,13H 6M 58S,12-07-20,48,51,54,533
46,90,59,527,13H 6M 59S,12-07-20,42,52,58,533
46,89,59,527,13H 7M 0S,12-07-20,50,51,57,533
45,89,59,527,13H 7M 1S,12-07-20,50,48,53,533
44,90,52,527,13H 7M 2S,12-07-20,50,50,55,533
47,93,58,527,13H 7M 3S,12-07-20,50,50,54,533
47,86,59,527,13H 7M 4S,12-07-20,50,46,55,533
44,86,55,527,13H 7M 5S,12-07-20,53,47,55,533
47,89,55,527,13H 7M 6S,12-07-20,52,48,55,533
45,87,54,527,13H 7M 7S,12-07-20,49,46,52,534
45,86,54,527,13H 7M 8S,12-07-20,51,50,56,533
46,89,56,527,13H 7M 9S,12-07-20,46,49,54,533
46,93,55,527,13H 7M 10S,12-07-20,53,51,54,533
47,85,57,527,13H 7M 11S,12-07-20,48,44,55,534
45,89,55,527,13H 7M 12S,12-07-20,52,50,54,533
47,86,57,527,13H 7M 13S,12-07-20,51,50,57,534
47,85,56,527,13H 7M 14S,12-07-20,51,49,55,533
47,88,57,527,13H 7M 15S,12-07-20,49,48,54,533
48,89,56,527,13H 7M 16S,12-07-20,56,51,54,534
47,86,56,527,13H 7M 17S,12-07-20,49,49,56,533
47,88,55,527,13H 7M 18S,12-07-20,51,49,54,534
48,87,57,527,13H 7M 19S,12-07-20,52,49,54,534
47,89,56,527,13H 7M 20S,12-07-20,50,49,57,534
48,88,56,527,13H 7M 21S,12-07-20,51,47,56,534
48,88,56,527,13H 7M 22S,12-07-20,55,50,55,534
47,87,56,527,13H 7M 23S,12-07-20,47,50,56,534
48,88,55,527,13H 7M 24S,12-07-20,50,50,56,534
49,91,56,527,13H 7M 25S,12-07-20,48,50,56,534
49,90,56,527,13H 7M 26S,12-07-20,50,50,56,534
48,89,56,527,13H 7M 27S,12-07-20,52,51,57,534
47,87,56,527,13H 7M 28S,12-07-20,49,52,53,534
43,86,56,527,13H 7M 29S,12-07-20,50,51,54,534
45,94,56,527,13H 7M 30S,12-07-20,49,49,53,534
44,85,55,527,13H 7M 31S,12-07-20,52,54,57,534
46,86,55,527,13H 7M 32S,12-07-20,48,48,50,534
41,85,56,528,13H 7M 33S,12-07-20,52,54,52,534
46,89,56,527,13H 7M 35S,12-07-20,50,51,54,534
41,87,56,528,13H 7M 36S,12-07-20,48,46,49,534
44,89,55,528,13H 7M 37S,12-07-20,49,50,54,534
45,86,56,527,13H 7M 38S,12-07-20,51,51,55,534
47,91,57,528,13H 7M 39S,12-07-20,48,48,52,534
