frame,frale_syn,sn,counter,counter_down,v_main,q_asummary,numerici_qa,hex_qa,beta700_wave,chl_lo_gain,chl_5_volt,chl_ltc,chl_raw,chl_micro_l,chl_hi_gain,chl_em_wave,chl_lo_gain_2,chl_5_volt_2,chl_ltc_2,chl_raw_2,chl_micro_l_2,chl_hi_gain_2,chl_em_wave_2,fdom_lo_gain,chl_5_volt_3,time,date,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x
ECOV2-B00206,ECOV2-B,00206,85,0,13.81,1,1112222211111111,00005540,700,50,54255,29349,53,53,53,695,50,54273,28549,52,52,52,695,48,54227,14H 0M 15S,18-01-20,NA,NA,NA,NA,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,86,0,13.82,1,1112222211111111,00005540,700,50,54256,29351,55,55,55,695,51,54273,28540,52,52,52,695,50,54228,14H 0M 16S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,87,0,13.81,1,1112222211111111,00005540,700,50,54255,29344,55,55,55,695,50,54273,28545,51,51,51,695,49,54226,14H 0M 17S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,88,0,13.82,1,1112222211111111,00005540,700,50,54255,29337,54,54,54,695,50,54272,28543,52,52,52,695,49,54228,14H 0M 18S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,89,0,13.81,1,1112222211111111,00005540,700,49,54256,29346,53,53,53,695,50,54273,28538,53,53,53,695,50,54227,14H 0M 19S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,90,0,13.82,1,1112222211111111,00005540,700,50,54256,29354,55,55,55,695,50,54272,28542,51,51,51,695,49,54227,14H 0M 20S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,91,0,13.82,1,1112222211111111,00005540,700,50,54255,29360,54,54,54,695,51,54272,28553,51,51,51,695,49,54227,14H 0M 21S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,92,0,13.82,1,1112222211111111,00005540,700,50,54255,29357,53,53,53,695,50,54273,28541,52,52,52,695,50,54226,14H 0M 22S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,93,0,13.82,1,1112222211111111,00005540,700,50,54256,29339,54,54,54,695,50,54273,28546,53,53,53,695,50,54226,14H 0M 23S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,94,0,13.8,1,1112222211111111,00005540,700,50,54256,29347,53,53,53,695,49,54273,28545,52,52,52,695,49,54227,14H 0M 24S,18-01-20,49,50,50,545,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,95,0,13.82,1,1112222211111111,00005540,700,50,54255,29358,55,55,55,695,50,54272,28553,52,52,52,695,49,54227,14H 0M 24S,18-01-20,49,50,50,545,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,96,0,13.81,1,1112222211111111,00005540,700,50,54256,29355,54,54,54,695,50,54273,28547,52,52,52,695,49,54228,14H 0M 25S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,97,0,13.81,1,1112222211111111,00005540,700,50,54255,29350,55,55,55,695,50,54273,28543,53,53,53,695,49,54228,14H 0M 26S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,98,0,13.81,1,1112222211111111,00005540,700,51,54256,29355,54,54,54,695,50,54272,28553,52,52,52,695,50,54228,14H 0M 27S,18-01-20,49,50,50,545,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,99,0,13.82,1,1112222211111111,00005540,700,50,54256,29353,54,54,54,695,50,54272,28552,52,52,52,695,50,54226,14H 0M 28S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,100,0,13.82,1,1112222211111111,00005540,700,50,54256,29357,54,54,54,695,50,54273,28544,53,53,53,695,50,54227,14H 0M 29S,18-01-20,NA,NA,NA,NA,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,100,0,13.82,1,1112222211111111,00005540,700,50,54256,29357,54,54,54,695,50,54273,28544,53,53,53,695,50,54227,14H 0M 29S,18-01-20,NA,NA,NA,NA,50,50,50,548
ECOV2-B00206,ECOV2-B,00206,101,0,13.82,1,1112222211111111,00005540,700,50,54256,29354,53,53,53,695,50,54273,28550,52,52,52,695,49,54228,14H 0M 30S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,102,0,13.82,1,1112222211111111,00005540,700,50,54256,29351,55,55,55,695,50,54273,28554,52,52,52,695,50,54229,14H 0M 31S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,103,0,13.81,1,1112222211111111,00005540,700,50,54256,29357,54,54,54,695,50,54272,28550,52,52,52,695,49,54227,14H 0M 32S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,104,0,13.82,1,1112222211111111,00005540,700,50,54256,29347,54,54,54,695,50,54273,28562,52,52,52,695,49,54227,14H 0M 33S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,105,0,13.82,1,1112222211111111,00005540,700,50,54256,29355,54,54,54,695,50,54273,28552,52,52,52,695,50,54228,14H 0M 34S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,106,0,13.82,1,1112222211111111,00005540,700,50,54256,29347,54,54,54,695,50,54273,28555,52,52,52,695,48,54227,14H 0M 35S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,107,0,13.81,1,1112222211111111,00005540,700,50,54256,29344,54,54,54,695,50,54272,28548,52,52,52,695,50,54226,14H 0M 36S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,108,0,13.82,1,1112222211111111,00005540,700,50,54255,29343,53,53,53,695,50,54273,28559,52,52,52,695,49,54226,14H 0M 37S,18-01-20,49,50,50,545,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,109,0,13.82,1,1112222211111111,00005540,700,50,54256,29359,54,54,54,695,50,54273,28559,53,53,53,695,49,54227,14H 0M 37S,18-01-20,49,50,50,545,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,110,0,13.82,1,1112222211111111,00005540,700,50,54256,29356,55,55,55,695,50,54273,28547,52,52,52,695,50,54227,14H 0M 38S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,111,0,13.82,1,1112222211111111,00005540,700,50,54256,29351,55,55,55,695,50,54273,28550,52,52,52,695,50,54228,14H 0M 39S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,112,0,13.82,1,1112222211111111,00005540,700,50,54255,29361,54,54,54,695,50,54272,28551,52,52,52,695,49,54228,14H 0M 40S,18-01-20,49,50,50,545,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,113,0,13.82,1,1112222211111111,00005540,700,50,54256,29355,53,53,53,695,50,54273,28554,53,53,53,695,50,54227,14H 0M 41S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,114,0,13.81,1,1112222211111111,00005540,700,51,54256,29358,53,53,53,695,50,54273,28556,52,52,52,695,50,54228,14H 0M 42S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,115,0,13.82,1,1112222211111111,00005540,700,50,54256,29351,54,54,54,695,49,54273,28559,52,52,52,695,48,54227,14H 0M 43S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,116,0,13.82,1,1112222211111111,00005540,700,50,54255,29356,53,53,53,695,50,54272,28556,52,52,52,695,49,54227,14H 0M 44S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,117,0,13.82,1,1112222211111111,00005540,700,50,54256,29356,54,54,54,695,50,54273,28554,52,52,52,695,49,54227,14H 0M 45S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,118,0,13.82,1,1112222211111111,00005540,700,50,54255,29359,54,54,54,695,50,54273,28555,52,52,52,695,49,54228,14H 0M 46S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,119,0,13.82,1,1112222211111111,00005540,700,50,54255,29348,53,53,53,695,50,54272,28542,52,52,52,695,50,54225,14H 0M 47S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,120,0,13.82,1,1112222211111111,00005540,700,50,54256,29359,54,54,54,695,50,54275,28554,52,52,52,695,50,54229,14H 0M 48S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,121,0,13.82,1,1112222211111111,00005540,700,50,54256,29363,55,55,55,695,50,54273,28563,51,51,51,695,50,54228,14H 0M 49S,18-01-20,NA,NA,NA,NA,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,121,0,13.82,1,1112222211111111,00005540,700,50,54256,29363,55,55,55,695,50,54273,28563,51,51,51,695,50,54228,14H 0M 49S,18-01-20,NA,NA,NA,NA,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,122,0,13.82,1,1112222211111111,00005540,700,50,54256,29361,53,53,53,695,50,54274,28565,52,52,52,695,50,54229,14H 0M 50S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,123,0,13.81,1,1112222211111111,00005540,700,50,54256,29365,54,54,54,695,50,54274,28567,51,51,51,695,49,54230,14H 0M 51S,18-01-20,49,50,50,544,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,124,0,13.82,1,1112222211111111,00005540,700,49,54255,29365,53,53,53,695,50,54273,28561,52,52,52,695,49,54230,14H 0M 51S,18-01-20,49,50,50,544,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,125,0,13.81,1,1112222211111111,00005540,700,50,54256,29372,54,54,54,695,50,54274,28558,53,53,53,695,48,54229,14H 0M 52S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,126,0,13.82,1,1112222211111111,00005540,700,50,54255,29357,55,55,55,695,50,54273,28558,51,51,51,695,49,54230,14H 0M 53S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,127,0,13.82,1,1112222211111111,00005540,700,50,54256,29366,54,54,54,695,50,54273,28561,52,52,52,695,48,54228,14H 0M 54S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,128,0,13.82,1,1112222211111111,00005540,700,50,54255,29360,53,53,53,695,50,54274,28564,53,53,53,695,49,54230,14H 0M 55S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,129,0,13.82,1,1112222211111111,00005540,700,50,54256,29368,52,52,52,695,49,54273,28559,52,52,52,695,49,54227,14H 0M 56S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,130,0,13.82,1,1112222211111111,00005540,700,49,54256,29359,54,54,54,695,50,54273,28558,53,53,53,695,49,54228,14H 0M 57S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,131,0,13.82,1,1112222211111111,00005540,700,50,54256,29368,54,54,54,695,50,54274,28557,53,53,53,695,49,54229,14H 0M 58S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,132,0,13.81,1,1112222211111111,00005540,700,51,54256,29366,54,54,54,695,50,54273,28559,52,52,52,695,49,54228,14H 0M 59S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,133,0,13.82,1,1112222211111111,00005540,700,50,54256,29347,56,56,56,695,50,54273,28559,51,51,51,695,50,54228,14H 1M 0S,18-01-20,49,50,50,544,50,50,50,547
ECOV2-B00206,ECOV2-B,00206,134,0,13.82,1,1112222211111111,00005540,700,49,54256,29364,54,54,54,695,50,54273,28555,52,52,52,695,50,54226,14H 1M 1S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,135,0,13.82,1,1112222211111111,00005540,700,50,54256,29354,53,53,53,695,50,54274,28562,52,52,52,695,48,54228,14H 1M 2S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,136,0,13.82,1,1112222211111111,00005540,700,49,54256,29363,54,54,54,695,49,54273,28560,51,51,51,695,50,54229,14H 1M 3S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,137,0,13.82,1,1112222211111111,00005540,700,50,54255,29365,53,53,53,695,49,54274,28557,52,52,52,695,50,54227,14H 1M 4S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,138,0,13.82,1,1112222211111111,00005540,700,51,54256,29367,54,54,54,695,50,54273,28564,51,51,51,695,49,54229,14H 1M 5S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,139,0,13.82,1,1112222211111111,00005540,700,50,54256,29372,55,55,55,695,50,54274,28561,52,52,52,695,50,54229,14H 1M 6S,18-01-20,NA,NA,NA,NA,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,140,0,13.82,1,1112222211111111,00005540,700,51,54256,29361,55,55,55,695,50,54273,28561,51,51,51,695,50,54229,14H 1M 6S,18-01-20,NA,NA,NA,NA,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,141,0,13.82,1,1112222211111111,00005540,700,49,54256,29364,55,55,55,695,50,54274,28566,53,53,53,695,49,54228,14H 1M 7S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,142,0,13.82,1,1112222211111111,00005540,700,50,54256,29361,54,54,54,695,50,54274,28564,52,52,52,695,48,54229,14H 1M 8S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,143,0,13.82,1,1112222211111111,00005540,700,50,54255,29365,55,55,55,695,50,54275,28560,52,52,52,695,48,54229,14H 1M 9S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,144,0,13.82,1,1112222211111111,00005540,700,50,54256,29370,52,52,52,695,50,54274,28560,52,52,52,695,50,54229,14H 1M 10S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,145,0,13.81,1,1112222211111111,00005540,700,50,54256,29361,52,52,52,695,50,54274,28566,53,53,53,695,49,54229,14H 1M 11S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,146,0,13.82,1,1112222211111111,00005540,700,50,54256,29374,53,53,53,695,50,54273,28567,53,53,53,695,49,54229,14H 1M 12S,18-01-20,49,50,50,544,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,147,0,13.82,1,1112222211111111,00005540,700,50,54256,29375,55,55,55,695,49,54274,28572,51,51,51,695,49,54230,14H 1M 13S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,148,0,13.82,1,1112222211111111,00005540,700,50,54256,29378,54,54,54,695,50,54273,28562,52,52,52,695,50,54229,14H 1M 14S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,149,0,13.82,1,1112222211111111,00005540,700,50,54256,29368,54,54,54,695,50,54273,28566,54,54,54,695,50,54228,14H 1M 15S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,150,0,13.82,1,1112222211111111,00005540,700,50,54256,29368,53,53,53,695,50,54273,28567,52,52,52,695,49,54229,14H 1M 16S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,151,0,13.82,1,1112222211111111,00005540,700,50,54255,29377,56,56,56,695,50,54274,28577,53,53,53,695,50,54230,14H 1M 17S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,152,0,13.82,1,1112222211111111,00005540,700,50,54255,29375,55,55,55,695,50,54274,28569,52,52,52,695,49,54227,14H 1M 18S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,153,0,13.82,1,1112222211111111,00005540,700,50,54256,29375,53,53,53,695,50,54274,28566,52,52,52,695,49,54230,14H 1M 19S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,154,0,13.82,1,1112222211111111,00005540,700,49,54256,29382,55,55,55,695,50,54274,28567,52,52,52,695,49,54229,14H 1M 20S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,155,0,13.82,1,1112222211111111,00005540,700,50,54256,29371,53,53,53,695,50,54273,28575,52,52,52,695,50,54228,14H 1M 21S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,156,0,13.81,1,1112222211111111,00005540,700,50,54256,29376,54,54,54,695,50,54274,28566,51,51,51,695,48,54230,14H 1M 22S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,157,0,13.82,1,1112222211111111,00005540,700,50,54256,29373,53,53,53,695,50,54274,28575,52,52,52,695,49,54228,14H 1M 23S,18-01-20,NA,NA,NA,NA,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,158,0,13.82,1,1112222211111111,00005540,700,50,54256,29374,54,54,54,695,50,54275,28562,51,51,51,695,50,54230,14H 1M 23S,18-01-20,NA,NA,NA,NA,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,159,0,13.82,1,1112222211111111,00005540,700,50,54256,29380,55,55,55,695,50,54275,28570,51,51,51,695,50,54230,14H 1M 24S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,160,0,13.82,1,1112222211111111,00005540,700,50,54256,29367,54,54,54,695,50,54273,28557,52,52,52,695,48,54228,14H 1M 25S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,161,0,13.82,1,1112222211111111,00005540,700,50,54256,29370,54,54,54,695,50,54273,28556,52,52,52,695,50,54229,14H 1M 26S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,162,0,13.82,1,1112222211111111,00005540,700,50,54256,29374,54,54,54,695,50,54273,28573,50,50,50,695,49,54228,14H 1M 27S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,163,0,13.82,1,1112222211111111,00005540,700,50,54256,29380,54,54,54,695,50,54274,28587,52,52,52,695,50,54230,14H 1M 28S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,164,0,13.82,1,1112222211111111,00005540,700,50,54256,29376,54,54,54,695,50,54274,28581,52,52,52,695,50,54230,14H 1M 29S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,165,0,13.82,1,1112222211111111,00005540,700,49,54256,29375,53,53,53,695,49,54273,28565,51,51,51,695,50,54229,14H 1M 30S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,166,0,13.82,1,1112222211111111,00005540,700,50,54256,29376,55,55,55,695,50,54273,28564,51,51,51,695,49,54230,14H 1M 31S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,167,0,13.82,1,1112222211111111,00005540,700,49,54256,29381,54,54,54,695,50,54274,28568,51,51,51,695,50,54230,14H 1M 32S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,168,0,13.82,1,1112222211111111,00005540,700,50,54256,29372,54,54,54,695,50,54274,28573,52,52,52,695,50,54229,14H 1M 33S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,169,0,13.82,1,1112222211111111,00005540,700,50,54256,29379,54,54,54,695,50,54275,28575,52,52,52,695,50,54230,14H 1M 34S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,170,0,13.82,1,1112222211111111,00005540,700,50,54256,29377,55,55,55,695,50,54273,28562,52,52,52,695,49,54229,14H 1M 35S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,171,0,13.82,1,1112222211111111,00005540,700,50,54256,29372,52,52,52,695,50,54275,28567,51,51,51,695,49,54229,14H 1M 36S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,172,0,13.82,1,1112222211111111,00005540,700,50,54256,29369,54,54,54,695,50,54274,28573,52,52,52,695,48,54229,14H 1M 37S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,173,0,13.82,1,1112222211111111,00005540,700,50,54256,29368,54,54,54,695,50,54274,28568,52,52,52,695,48,54228,14H 1M 38S,18-01-20,49,50,50,542,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,174,0,13.82,1,1112222211111111,00005540,700,50,54256,29379,55,55,55,695,50,54275,28575,51,51,51,695,50,54228,14H 1M 39S,18-01-20,NA,NA,NA,NA,289,46,66,546
ECOV2-B00206,ECOV2-B,00206,175,0,13.82,1,1112222211111111,00005540,700,50,54256,29375,53,53,53,695,50,54274,28570,54,54,54,695,49,54228,14H 1M 39S,18-01-20,NA,NA,NA,NA,289,46,66,546
ECOV2-B00206,ECOV2-B,00206,176,0,13.82,1,1112222211111111,00005540,700,50,54256,29383,53,53,53,695,50,54273,28587,52,52,52,695,50,54228,14H 1M 40S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,177,0,13.82,1,1112222211111111,00005540,700,50,54256,29373,53,53,53,695,50,54274,28578,52,52,52,695,49,54229,14H 1M 41S,18-01-20,49,50,50,543,50,63,41,546
ECOV2-B00206,ECOV2-B,00206,178,0,13.83,1,1112222211111111,00005540,700,50,54256,29375,54,54,54,695,50,54275,28576,51,51,51,695,49,54231,14H 1M 42S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,179,0,13.82,1,1112222211111111,00005540,700,50,54256,29383,53,53,53,695,50,54274,28577,52,52,52,695,48,54230,14H 1M 43S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,180,0,13.82,1,1112222211111111,00005540,700,50,54256,29370,54,54,54,695,50,54274,28574,53,53,53,695,49,54230,14H 1M 44S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,181,0,13.82,1,1112222211111111,00005540,700,49,54256,29373,54,54,54,695,50,54274,28581,52,52,52,695,49,54231,14H 1M 45S,18-01-20,49,50,50,542,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,182,0,13.82,1,1112222211111111,00005540,700,50,54256,29377,55,55,55,695,50,54275,28576,53,53,53,695,50,54230,14H 1M 46S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,183,0,13.82,1,1112222211111111,00005540,700,50,54256,29378,55,55,55,695,50,54274,28574,52,52,52,695,49,54229,14H 1M 47S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,184,0,13.82,1,1112222211111111,00005540,700,50,54256,29374,54,54,54,695,50,54274,28576,50,50,50,695,49,54229,14H 1M 48S,18-01-20,49,50,50,543,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,185,0,13.82,1,1112222211111111,00005540,700,50,54256,29377,54,54,54,695,50,54274,28579,52,52,52,695,50,54229,14H 1M 49S,18-01-20,49,50,50,542,50,50,50,546
ECOV2-B00206,ECOV2-B,00206,186,0,13.83,1,1112222211111111,00005540,700,50,54256,29376,54,54,54,695,50,54274,28576,50,50,50,695,50,54229,14H 1M 50S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,187,0,13.82,1,1112222211111111,00005540,700,49,54256,29378,54,54,54,695,50,54274,28575,52,52,52,695,49,54228,14H 1M 51S,18-01-20,49,50,50,542,11,45,41,545
ECOV2-B00206,ECOV2-B,00206,188,0,13.82,1,1112222211111111,00005540,700,49,54256,29384,54,54,54,695,50,54275,28581,52,52,52,695,49,54230,14H 1M 52S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,189,0,13.82,1,1112222211111111,00005540,700,50,54256,29374,54,54,54,695,50,54275,28578,51,51,51,695,50,54229,14H 1M 53S,18-01-20,49,50,50,542,-35,50,40,545
ECOV2-B00206,ECOV2-B,00206,190,0,13.82,1,1112222211111111,00005540,700,50,54256,29381,52,52,52,695,50,54274,28578,53,53,53,695,50,54231,14H 1M 54S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,191,0,13.82,1,1112222211111111,00005540,700,49,54256,29371,54,54,54,695,50,54274,28573,53,53,53,695,49,54229,14H 1M 55S,18-01-20,NA,NA,NA,NA,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,192,0,13.82,1,1112222211111111,00005540,700,50,54256,29379,53,53,53,695,50,54273,28576,51,51,51,695,50,54228,14H 1M 55S,18-01-20,NA,NA,NA,NA,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,193,0,13.82,1,1112222211111111,00005540,700,50,54256,29377,54,54,54,695,49,54273,28570,53,53,53,695,48,54229,14H 1M 56S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,194,0,13.82,1,1112222211111111,00005540,700,49,54256,29379,55,55,55,695,51,54273,28574,53,53,53,695,49,54228,14H 1M 57S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,195,0,13.82,1,1112222211111111,00005540,700,50,54256,29380,54,54,54,695,50,54273,28577,52,52,52,695,48,54231,14H 1M 58S,18-01-20,49,50,50,542,33,50,41,545
ECOV2-B00206,ECOV2-B,00206,196,0,13.82,1,1112222211111111,00005540,700,50,54256,29384,53,53,53,695,50,54276,28586,51,51,51,695,49,54230,14H 1M 59S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,197,0,13.82,1,1112222211111111,00005540,700,50,54255,29373,53,53,53,695,50,54273,28563,52,52,52,695,49,54226,14H 2M 0S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,198,0,13.82,1,1112222211111111,00005540,700,50,54256,29376,53,53,53,695,50,54273,28574,52,52,52,695,50,54229,14H 2M 1S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,199,0,13.83,1,1112222211111111,00005540,700,50,54256,29395,54,54,54,695,49,54274,28588,53,53,53,695,50,54230,14H 2M 2S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,200,0,13.82,1,1112222211111111,00005540,700,50,54256,29385,54,54,54,695,50,54275,28586,52,52,52,695,50,54230,14H 2M 3S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,201,0,13.82,1,1112222211111111,00005540,700,50,54255,29379,53,53,53,695,50,54275,28579,52,52,52,695,50,54229,14H 2M 4S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,202,0,13.82,1,1112222211111111,00005540,700,49,54256,29383,54,54,54,695,50,54274,28585,51,51,51,695,50,54230,14H 2M 5S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,203,0,13.82,1,1112222211111111,00005540,700,51,54256,29375,53,53,53,695,50,54275,28585,51,51,51,695,49,54229,14H 2M 6S,18-01-20,49,50,50,542,50,50,50,545
ECOV2-B00206,ECOV2-B,00206,204,0,13.82,1,1112222211111111,00005540,700,50,54256,29380,55,55,55,695,50,54275,28579,51,51,51,695,50,54231,14H 2M 7S,18-01-20,49,50,50,542,50,50,50,545
