bouss,depth,fluo_440,fluo_470,fluo_532,bb700,cp,f440_f470,f532_f470,cluster
228,5,244.9809191425858,315.4551367359522,28.10464377978251,166.93333333333337,0.532944446666667,0.7765951180171907,0.653344000621719,1
230,80,9.195906432748536,1.1169590643274863,1.3213213213213233,0.6,0.059045,8.23298429319371,8.675062497052032,2
230,70,9.478260869565217,3.1956521739130443,0.5942028985507241,0.1,0.06162,2.965986394557822,1.363567649281933,2
230,60,15.734722222222224,12.908333333333333,0.6819444444444442,5.152631578947355,0.07152,1.2189584678287069,0.387418406140162,2
230,50,40.135416666666664,45.77777777777778,4.077777777777778,50.17692307692307,0.14634,0.8767445388349514,0.6532362459546925,2
230,40,182.05555555555557,251.11111111111111,22.333333333333332,84.1,0.395505,0.7250000000000001,0.6522123893805309,1
230,30,214.52495543672015,267.7389277389277,24.810489510489514,110.63846153846154,0.38864,0.8012467863690836,0.6795559811944978,1
230,20,46.21281675313933,51.709168609168614,4.582439782439782,73.5,0.262605,0.8937064353601941,0.6498762078065966,1
230,10,29.176470588235293,27.715686274509807,1.514705882352941,71.975,0.241955,1.0527060488149982,0.40077821011673137,3
230,5,30.633986928104576,33.98665223665224,4.772366522366522,57.90000000000001,0.24265,0.901353470026917,1.029738211744559,3
232,80,5.219298245614036,6.909356725146191,0.6929824561403516,6.83076923076924,0.0832233333333333,0.7553956834532384,0.7355057130765991,2
232,70,11.789864864864867,16.377477477477473,2.5853603603603594,27.343243243243244,0.09106,0.7198828318389354,1.1576452683499274,2
232,60,21.86473429951691,32.01449275362319,4.448470209339774,42.91159420289856,0.115226666666667,0.6829636336200393,1.0189795952584544,2
232,50,132.96875861593603,192.28210297766748,17.435966363385717,68.1,0.237053333333333,0.6915295628495369,0.6649800025660524,2
232,40,255.0448717948718,368.7884615384616,29.397435897435898,120.35641025641024,0.447133333333333,0.6915749769689383,0.5845660020974199,2
232,30,304.90185185185186,436.1259259259259,33.361111111111114,128.1,0.406593333333333,0.6991142551420759,0.5609575895510981,3
232,20,174.17579908675802,243.2214611872146,18.431506849315067,97.15479452054791,0.281613333333333,0.7161201903671234,0.5557255634510143,3
232,10,27.947916666666668,34.24135220125786,3.057979559748427,67.64716981132074,0.19314,0.8162036505567674,0.6549152412658323,3
232,5,15.989718147828588,19.946505608283,2.8071972965199876,47.58684210526315,0.164311666666667,0.8016300429679616,1.032066162970653,3
233,80,4.416666666666664,7.999999999999999,1.1666666666666667,43.38571428571428,0.0828633333333333,0.5520833333333331,1.0694444444444446,2
233,70,17.514646464646464,23.824242424242424,7.227777777777779,38.1,0.0942633333333333,0.7351606885440516,2.2247802368636767,2
233,60,21.922932330827063,30.20071010860485,2.6461988304093564,50.04594594594594,0.119993333333333,0.7259078429609751,0.6425497287939456,2
233,50,87.76889662870848,125.71101939251444,12.215829242008915,91.82222222222222,0.183416666666667,0.6981798179096999,0.7126085541874645,2
233,40,158.75487685940035,223.71258025284484,20.182843606057006,115.95714285714288,0.313966666666667,0.70963768188616,0.6615967667552269,0
233,30,158.7479213839508,212.78871209172442,18.843316331507726,150.00322580645158,0.26744,0.7460354443779007,0.6493968519571868,0
233,20,72.1324074074074,95.96712962962961,8.829629629629629,98.65555555555551,0.178213333333333,0.7516366039683727,0.6747166194700797,3
233,10,98.77676767676768,132.28101325757575,10.42652329749104,44.54444444444446,0.14486,0.7467191643326085,0.5780207526788708,3
233,5,5.333750016016712,7.138461732075748,1.8407469359734856,35.513793103448286,0.137423333333333,0.7471847880125491,1.8909971602355748,3
234,80,6.2833333333333306,6.700000000000005,2.3333333333333335,6.362295081967195,0.080955,0.9378109452736307,2.553897180762851,2
234,70,13.33333333333333,20.500000000000004,1.8333333333333333,25.1,0.105965,0.6504065040650404,0.6558265582655824,2
234,60,50.90990497076023,73.46619152046783,8.08556175222842,34.81875,0.14147,0.6929705204138237,0.8070939610340667,2
234,50,83.3179012345679,114.89583333333333,7.858255451713396,41.87777777777777,0.16961,0.7251603371276989,0.5015604567548714,0
234,40,98.19293862031503,135.81333000121168,12.286621174524399,51.68064516129031,0.234615,0.7229992712750581,0.6634244857435944,0
234,30,70.55816734321407,89.6362733422031,10.927413117326713,67.87777777777777,0.183515,0.7871608748597253,0.8939948067058535,3
234,20,57.0692656449553,75.48844483482165,6.37634761506942,75.08901098901097,0.171455,0.7560000178812816,0.6194309952049704,3
234,10,26.721429347235798,32.62341494036409,3.2078468298807277,61.439285714285724,0.142585,0.8190874375378182,0.7210836182782974,3
234,5,10.501851851851852,13.891079812206572,2.287439613526572,42.62173913043478,0.144375,0.756014074775059,1.2075776248237482,3
235,80,34.6489218328841,50.21922731356694,3.2561395627433343,40.54897959183675,0.100666666666667,0.6899533044691738,0.4754823614540218,0
235,70,41.638888888888886,58.75,3.2888888888888883,57.1952380952381,0.123243333333333,0.7087470449172576,0.4105279747832939,0
235,60,49.960648148148145,72.09722222222221,3.441798941798942,56.35,0.14085,0.6929621781288128,0.3500808786880835,0
235,50,73.00342802680932,105.25395195419468,6.8486853185129055,56.34561403508773,0.157643333333333,0.6935932254456306,0.4771668084977758,0
235,40,68.91331524967974,95.94117593799797,7.065742658856045,61.171428571428585,0.16235,0.7182871647749555,0.5400751622893394,0
235,30,39.09360269360269,47.61700336700337,4.630317137859037,55.88571428571428,0.148406666666667,0.8210009015538544,0.7130994520855579,3
235,20,31.542176340592434,37.872919009084626,4.284907945736434,52.76129032258064,0.14917,0.8328424944754422,0.8296867284297905,3
235,10,33.25925925925926,45.981481481481474,3.8148148148148153,61.23636363636363,0.153093333333333,0.7233185662505035,0.6084038125922945,3
235,5,12.442307692307692,16.22542735042735,1.7799145299145291,19.85,0.14945,0.766840060578126,0.8044599547858912,3
