pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
300.832,14H 0M 41.4789999999994S,13.7334,4.567937,2.4546,0.1611,1.8094729,13.720544,13.6889,38.6508,29.079,3.7227,161.558,0,50441.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
300.605,14H 0M 42.4789999999994S,13.7341,4.567995,2.4555,0.1587,1.8094729,13.71781,13.6896,38.6508,29.0788,3.7223,161.542,0,50442.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
299.943,14H 0M 43.4789999999994S,13.7355,4.568163,2.4555,0.1538,1.8094221,13.721227,13.6911,38.6513,29.0789,3.7207,161.47,0,50443.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
299.61,14H 0M 44.4789999999994S,13.7361,4.568227,2.4555,0.1554,1.8091677,13.723278,13.6918,38.6514,29.0789,3.7177,161.341,0,50444.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
299.014,14H 0M 45.4789999999994S,13.7371,4.568312,2.4541,0.161,1.8090659,13.721227,13.6929,38.6515,29.0786,3.7162,161.275,0,50445.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
298.05,14H 0M 46.4789999999994S,13.7375,4.568305,2.4553,0.1747,1.8092186,13.725329,13.6934,38.6515,29.0785,3.7261,161.707,0,50446.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
297.227,14H 0M 47.4789999999994S,13.737,4.568215,2.4574,0.1773,1.8091168,13.721911,13.693,38.6515,29.0786,3.727,161.743,0,50447.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
296.433,14H 0M 48.4789999999994S,13.736,4.568024,2.4574,0.1681,1.8091168,13.725329,13.6921,38.651,29.0785,3.7227,161.558,0,50448.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
295.352,14H 0M 49.4789999999994S,13.7355,4.567897,2.4574,0.1755,1.8092186,13.725329,13.6918,38.6508,29.0783,3.7208,161.477,0,50449.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
294.25,14H 0M 50.4789999999994S,13.7346,4.567746,2.4567,0.1747,1.8093712,13.718493,13.6911,38.6508,29.0785,3.7198,161.432,0,50450.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
293.413,14H 0M 51.4789999999994S,13.7343,4.567684,2.4567,0.177,1.8094221,13.71986,13.6909,38.6508,29.0785,3.7169,161.307,0,50451.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
292.465,14H 0M 52.4789999999994S,13.7342,4.56761,2.4554,0.1704,1.8094221,13.718493,13.6909,38.6507,29.0785,3.7167,161.297,0,50452.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
291.31,14H 0M 53.4789999999994S,13.7384,4.568093,2.456,0.1735,1.8095238,13.718493,13.6953,38.6516,29.0782,3.72,161.441,0,50453.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
290.317,14H 0M 54.4789999999994S,13.7409,4.568369,2.457,0.1726,1.8095238,13.721911,13.698,38.6521,29.078,3.7223,161.541,0,50454.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
289.394,14H 0M 55.4789999999994S,13.7468,4.569079,2.4582,0.179,1.8092694,13.728747,13.704,38.6533,29.0777,3.7261,161.705,0,50455.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
288.209,14H 0M 56.4789999999994S,13.7494,4.569371,2.4602,0.1698,1.8093203,13.726013,13.7068,38.654,29.0776,3.7298,161.868,0,50456.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
287.261,14H 0M 57.4789999999994S,13.7554,4.570082,2.4614,0.1585,1.8094221,13.730114,13.7129,38.6551,29.0771,3.728,161.79,0,50457.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
286.332,14H 0M 58.4789999999994S,13.7568,4.570226,2.4618,0.1596,1.8092186,13.733532,13.7144,38.6555,29.0771,3.7266,161.726,0,50458.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
285.129,14H 0M 59.4789999999994S,13.7558,4.570052,2.4622,0.1635,1.8090659,13.730798,13.7136,38.6554,29.0772,3.7222,161.536,0,50459.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
284.153,14H 1M 0.47899999999936S,13.7563,4.570068,2.4596,0.1708,1.8085572,13.734215,13.7142,38.6555,29.0772,3.7168,161.301,0,50460.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
283.135,14H 1M 1.47899999999936S,13.7561,4.569985,2.4608,0.1717,1.8083537,13.735582,13.7142,38.6554,29.0771,3.7275,161.767,0,50461.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
282.017,14H 1M 2.47899999999936S,13.7579,4.570174,2.4622,0.1649,1.8083537,13.736266,13.7161,38.6559,29.077,3.7263,161.713,0,50462.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
281.169,14H 1M 3.47899999999936S,13.7594,4.570322,2.462,0.1664,1.808201,13.743785,13.7178,38.6561,29.0768,3.7261,161.704,0,50463.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
280.141,14H 1M 4.47899999999936S,13.7598,4.570321,2.4637,0.1643,1.8080484000000001,13.739684,13.7183,38.6562,29.0768,3.7319,161.955,0,50464.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
278.973,14H 1M 5.47899999999936S,13.7603,4.570335,2.4653,0.1649,1.8082519,13.735582,13.719,38.6563,29.0768,3.7345,162.072,0,50465.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
278.034,14H 1M 6.47899999999936S,13.7614,4.57046,2.4669,0.1651,1.8082519,13.744468,13.7202,38.6568,29.0769,3.7372,162.186,0,50466.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
277.132,14H 1M 7.47899999999936S,13.7684,4.571321,2.4681,0.1528,1.8078958,13.746519,13.7274,38.6583,29.0765,3.7352,162.102,0,50467.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
275.959,14H 1M 8.47899999999936S,13.7726,4.571786,2.4685,0.1544,1.8074888,13.746519,13.7318,38.659,29.0761,3.7356,162.116,0,50468.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
274.887,14H 1M 9.47899999999936S,13.7747,4.571995,2.4695,0.162,1.8072853,13.749253,13.734,38.6594,29.076,3.7365,162.158,0,50469.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
274.065,14H 1M 10.4789999999994S,13.7756,4.572101,2.4692,0.1636,1.8070818,13.754038,13.7351,38.6598,29.076,3.7338,162.038,0,50470.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA NA"
