pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,fluo_flbb,bb700,cdom,echov1,date,fluo_440,fluo_470,fluo_532,echo3x,day,month,year
18.484,12H 47M 32.4789999999994S,15.1778,4.676675,3.8685,0.3046,1.4031339,15.503451,15.1749,38.3556,28.5223,6.2111,269.697,0,46052.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
19.243,12H 47M 33.4789999999994S,15.1002,4.669001,3.8583,0.32,1.4031339,15.504132,15.0972,38.3607,28.5439,6.1891,268.734,0,46053.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
19.621,12H 47M 34.4789999999994S,15.0613,4.665199,3.8467,0.3162,1.4041514,15.444973,15.0583,38.3638,28.555,6.1628,267.588,0,46054.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
20.178,12H 47M 35.4789999999994S,14.9411,4.652429,3.8295,0.3193,1.4071021,15.291953,14.9379,38.3638,28.5822,6.1275,266.051,0,46055.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
20.959,12H 47M 36.4789999999994S,14.846,4.643428,3.808,0.3373,1.4082723,15.248419,14.8428,38.3738,28.6113,6.092,264.502,0,46056.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
21.505,12H 47M 37.4789999999994S,14.7246,4.630941,3.7863,0.3505,1.4110704,15.171538,14.7213,38.3776,28.6414,6.0598,263.095,0,46057.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
21.929,12H 47M 38.4789999999994S,14.6105,4.619267,3.7621000000000002,0.3512,1.4156492,15.000035,14.6071,38.3816,28.67,6.0259,261.615,0,46058.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
22.582,12H 47M 39.4789999999994S,14.5202,4.609563,3.7405,0.3554,1.4218559,14.852982,14.5168,38.3802,28.689,6.006,260.749,0,46059.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
23.291,12H 47M 40.4789999999994S,14.4141,4.598737,3.723,0.4047,1.4261803,14.81008,14.4106,38.3839,28.7153,5.998,260.395,0,46060.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
23.817,12H 47M 41.4789999999994S,14.3544,4.593304,3.7098,0.4287,1.4305047,14.754907,14.3508,38.3921,28.7348,5.9834,259.756,0,46061.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
24.19,12H 47M 42.4789999999994S,14.3361,4.59173,3.6942,0.4392,1.4382376,14.557999,14.3325,38.3954,28.7415,5.9491,258.264,0,46062.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
24.901,12H 47M 43.4789999999994S,14.3076,4.588694,3.6791,0.4625,1.4438339,14.528692,14.3039,38.395,28.7474,5.9258,257.251,0,46063.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
25.757,12H 47M 44.4789999999994S,14.2585,4.583783,3.6634,0.508,1.4483618,14.46666,14.2547,38.3973,28.76,5.9002,256.135,0,46064.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
26.296,12H 47M 45.4789999999994S,14.2253,4.580383,3.6497,0.5462,1.4523301,14.446888,14.2214,38.3982,28.7679,5.8929,255.819,0,46065.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
26.667,12H 47M 46.4789999999994S,14.2093,4.578831,3.6421,0.5512,1.4563492,14.381429,14.2053,38.3995,28.7725,5.891,255.736,0,46066.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
27.239,12H 47M 47.4789999999994S,14.2051,4.578397,3.6355,0.548,1.4598087,14.384157,14.201,38.3993,28.7733,5.8768,255.117,0,46067.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
28.003,12H 47M 48.4789999999994S,14.1635,4.57412,3.6267,0.5974,1.4626578,14.373928,14.1593,38.4002,28.7831,5.8555,254.192,0,46068.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
28.619,12H 47M 49.4789999999994S,14.1177,4.569183,3.6134,0.6482,1.4640822,14.376656,14.1134,38.3991,28.7922,5.8105,252.234,0,46069.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
29.138,12H 47M 50.4789999999994S,14.08,4.565749,3.5903,0.6656,1.4673383,14.2914,14.0757,38.4041,28.8043,5.7417,249.246,0,46070.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
29.746,12H 47M 51.4789999999994S,14.0289,4.560073,3.5599,0.6857,1.4685593,14.274346,14.0245,38.4013,28.8133,5.6819,246.648,0,46071.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
30.36,12H 47M 52.4789999999994S,13.9566,4.553174,3.5344,0.7684,1.4705434,14.245011,13.9521,38.4081,28.8342,5.6586,245.63,0,46072.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
30.906,12H 47M 53.4789999999994S,13.9464,4.552402,3.5128,0.8583,1.4726801,14.204755,13.9418,38.4108,28.8386,5.6192,243.92,0,46073.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
31.447,12H 47M 54.4789999999994S,13.938,4.551737,3.4897,0.9283,1.476394,14.12491,13.9334,38.4126,28.8418,5.5626,241.462,0,46074.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
32.144,12H 47M 55.4789999999994S,13.9177,4.549631,3.4606,1.1334,1.4830078,14.126957,13.913,38.4127,28.8463,5.4979,238.652,0,46075.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
32.833,12H 47M 56.4789999999994S,13.8791,4.545681,3.4334,1.4212,1.4896724,14.112623,13.8743,38.4137,28.8554,5.4631,237.14,0,46076.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
33.313,12H 47M 57.4789999999994S,13.8491,4.542829,3.4118,1.587,1.4967949,14.087366,13.8442,38.4165,28.864,5.4349,235.911,0,46077.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
33.774,12H 47M 58.4789999999994S,13.8392,4.541883,3.3913,1.664,1.5057997,13.980857,13.8342,38.4173,28.8668,5.3966,234.25,0,46078.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
34.416,12H 47M 59.4789999999994S,13.8302,4.540887,3.3707,1.796,1.5152625,13.974028,13.8252,38.4165,28.8682,5.353,232.356,0,46079.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
35.148,12H 48M 0.47899999999936S,13.8087,4.538838,3.348,1.9094,1.5216727,13.98632,13.8036,38.4183,28.8742,5.309,230.447,0,46080.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
35.741,12H 48M 1.47899999999936S,13.7959,4.537647,3.3279,1.9491,1.5259971,13.98632,13.7907,38.4196,28.8779,5.2872,229.5,0,46081.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
36.225,12H 48M 2.47899999999936S,13.7808,4.536211,3.3126,1.9483,1.530118,13.928269,13.7755,38.4209,28.8823,5.2522,227.977,0,46082.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
36.843,12H 48M 3.47899999999936S,13.7752,4.535603,3.2897,1.942,1.5361721,13.908461,13.7698,38.4205,28.8831,5.1855,225.085,0,46083.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
37.403,12H 48M 4.47899999999936S,13.7596,4.534286,3.2624,2.0367,1.5416158,13.929635,13.7541,38.4234,28.8888,5.1304,222.692,0,46084.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
38.039,12H 48M 5.47899999999936S,13.7557,4.533992,3.2365,2.1087,1.5454314,13.905728,13.7502,38.4242,28.8902,5.0736,220.222,0,46085.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
38.705,12H 48M 6.47899999999936S,13.7407,4.532647,3.2054,2.1195,1.5489418,13.908461,13.735,38.4262,28.8951,4.9934,216.741,0,46086.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
39.264,12H 48M 7.47899999999936S,13.7345,4.532277,3.1683,2.1016,1.5535715,13.890016,13.7288,38.4287,28.8983,4.9022,212.783,0,46087.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
39.841,12H 48M 8.47899999999936S,13.726,4.531653,3.1259,2.0847,1.5592186,13.850392,13.7202,38.431,28.9019,4.8098,208.771,0,46088.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
40.484,12H 48M 9.47899999999936S,13.7149,4.530668,3.0847,2.0839,1.5660359,13.850392,13.709,38.4325,28.9055,4.7435,205.892,0,46089.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
41.186,12H 48M 10.4789999999994S,13.703,4.529524,3.0508,2.0825,1.573718,13.852442,13.697,38.4333,28.9086,4.7087,204.383,0,46090.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
41.697,12H 48M 11.4789999999994S,13.6934,4.528565,3.0282,2.0343,1.5836386,13.839459,13.6873,38.4335,28.9109,4.6928,203.69,0,46091.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
42.271,12H 48M 12.4789999999994S,13.6894,4.528152,3.0106,1.9889,1.5964591,13.795727,13.6832,38.4335,28.9118,4.6699,202.696,0,46092.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
42.979,12H 48M 13.4789999999994S,13.6834,4.527662,2.9968,1.786,1.6099918,13.78821,13.6771,38.4345,28.9138,4.6582,202.187,0,46093.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
43.505,12H 48M 14.4789999999994S,13.6778,4.527266,2.9868,1.5325,1.6214896,13.786843,13.6714,38.4361,28.9163,4.6478,201.738,0,46094.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
44.121,12H 48M 15.4789999999994S,13.679,4.527431,2.9796,1.4553,1.6307488,13.775909,13.6725,38.4362,28.9161,4.6405,201.422,0,46095.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
44.863,12H 48M 16.4789999999994S,13.6747,4.527063,2.9728,1.3566,1.6379222,13.755404,13.6681,38.4367,28.9175,4.6244,200.721,0,46096.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
45.401,12H 48M 17.4789999999994S,13.6719,4.526886,2.9643,1.3017,1.643315,13.759505,13.6653,38.4376,28.9188,4.6062,199.931,0,46097.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
45.773,12H 48M 18.4789999999994S,13.6695,4.526767,2.9565,1.2555,1.6467745,13.749936,13.6628,38.4386,28.9201,4.5912,199.28,0,46098.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
46.447,12H 48M 19.4789999999994S,13.6684,4.526714,2.948,1.3095,1.6510989,13.740367000000001,13.6616,38.439,28.9206,4.5742,198.54,0,46099.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
47.389,12H 48M 20.4789999999994S,13.6617,4.526202,2.9406,1.6883,1.6553216,13.723962,13.6547,38.4404,28.9232,4.5685,198.292,0,46100.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
47.934,12H 48M 21.4789999999994S,13.6591,4.526001,2.9359,2.0195,1.6576109,13.738317,13.6521,38.4408,28.9241,4.5638,198.092,0,46101.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
48.251,12H 48M 22.4789999999994S,13.6584,4.526005,2.9312,2.1167,1.6596968,13.732848,13.6514,38.4414,28.9247,4.5542,197.674,0,46102.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
48.906,12H 48M 23.4789999999994S,13.656,4.525876,2.9271,1.967,1.6613248,13.715075,13.6488,38.4424,28.926,4.5534,197.638,0,46103.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
49.741,12H 48M 24.4789999999994S,13.6529,4.525698,2.9257,1.4042,1.6635633,13.717126,13.6457,38.4433,28.9274,4.5577,197.822,0,46104.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
50.324,12H 48M 25.4789999999994S,13.6512,4.525594,2.9255,1.1146,1.6652931,13.741051,13.6438,38.4439,28.9282,4.557,197.795,0,46105.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
50.921,12H 48M 26.4789999999994S,13.6499,4.525567,2.9239,1.0578,1.6666158,13.714392,13.6425,38.4446,28.9291,4.5538,197.654,0,46106.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
51.487,12H 48M 27.4789999999994S,13.6465,4.52538,2.9238,0.9146,1.6671246,13.715759,13.639,38.446,28.9309,4.5588,197.873,0,46107.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
52.017,12H 48M 28.4789999999994S,13.6435,4.525296,2.9244,0.7503,1.6680912,13.718493,13.6359,38.448,28.9331,4.5624,198.027,0,46108.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
52.758,12H 48M 29.4789999999994S,13.6402,4.525197,2.9254,0.6462,1.6679895,13.708239,13.6325,38.4501,28.9355,4.5635,198.074,0,46109.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
53.367,12H 48M 30.4789999999994S,13.6378,4.525144,2.9255,0.5502,1.6688035,13.711657,13.63,38.4517,28.9372,4.5625,198.03,0,46110.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
53.915,12H 48M 31.4789999999994S,13.6369,4.525192,2.925,0.5094,1.669007,13.697301,13.6291,38.4527,28.9383,4.5597,197.909,0,46111.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
54.641,12H 48M 32.4789999999994S,13.6366,4.525272,2.9243,0.484,1.669007,13.697985,13.6287,38.4535,28.9389,4.5609,197.96,0,46112.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
55.208,12H 48M 33.4789999999994S,13.635,4.525212,2.9248,0.4575,1.6689052,13.705504,13.627,38.4543,28.9399,4.5622,198.018,0,46113.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
55.681,12H 48M 34.4789999999994S,13.6348,4.525283,2.9241,0.4685,1.6687526,13.690464,13.6267,38.4549,28.9405,4.5625,198.03,0,46114.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
56.309,12H 48M 35.4789999999994S,13.6344,4.525293,2.9258,0.4596,1.6686508,13.689097,13.6262,38.4552,28.9408,4.5717,198.429,0,46115.479,NA,NA,NA,NA,12 7 2021,NA,NA,NA,NA,12,7,2021
