pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
1.352,8H 40M 37.4789999999994S,24.2312,5.6777,3.5165,0.0873,1.3572446,24.174462,24.2309,38.4204,26.1638,4.6828,203.8,0,31237.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.445,8H 40M 38.4789999999994S,24.225,5.677355,3.5139,0.2517,1.3578551,24.145193,24.2247,38.4231,26.1678,4.6797,203.666,0,31238.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.64,8H 40M 39.4789999999994S,24.1439,5.668063,3.5175,0.2445,1.3577025,24.161916,24.1436,38.4219,26.1913,4.7005,204.565,0,31239.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.396,8H 40M 40.4789999999994S,24.2008,5.674501,3.5247,0.2851,1.3573464,24.184916,24.2005,38.4223,26.1744,4.7026,204.659,0,31240.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.117,8H 40M 41.4789999999994S,24.1981,5.674253,3.5191,0.2819,1.3572955,24.20583,24.1979,38.4228,26.1756,4.676,203.505,0,31241.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.223,8H 40M 42.4789999999994S,24.2363,5.678726,3.514,0.21,1.3575499,24.173763,24.236,38.424,26.165,4.6814,203.742,0,31242.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.543,8H 40M 43.4789999999994S,24.233,5.678529,3.5207,0.2279,1.3572446,24.127771,24.2327,38.4252,26.1669,4.6974,204.438,0,31243.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.612,8H 40M 44.4789999999994S,24.2246,5.67743,3.523,0.225,1.3569394,24.179342,24.2243,38.424,26.1685,4.6971,204.422,0,31244.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.322,8H 40M 45.4789999999994S,24.2439,5.679724,3.525,0.1997,1.3572447,24.188403,24.2436,38.425,26.1635,4.6953,204.345,0,31245.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.245,8H 40M 46.4789999999994S,24.2145,5.676379,3.5237,0.2498,1.4081706,24.150069,24.2142,38.4248,26.1722,4.6973,204.429,0,31246.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
1.454,8H 40M 47.4789999999994S,24.226,5.677506,3.5254,0.1929,1.3569903,24.170278,24.2257,38.4234,26.1677,4.6924,204.22,0,31247.479,NA,Aug,18,2021,NA,NA,NA,NA,NA,NA,NA,18 Aug 2021
