date	lon	lat	pressure	Wt	Wpt	sal	gamma	oxygen.1	oxygen.2	fluo.r	c
20210712111130	7.89868333333333	43.36595	1	23.2009	23.2007	38.3048	26.3836	4.8855	212.576	0.2274	0.1614
20210712111130	7.89868333333333	43.36595	2	23.2008	23.2003	38.3067	26.3851	4.8811	212.388	0.2029	0.1615
20210712111130	7.89868333333333	43.36595	3	23.1936	23.1929	38.3074	26.3878	4.8879	212.683	0.2112	0.1617
20210712111130	7.89868333333333	43.36595	4	23.1852	23.1844	38.3079	26.3907	4.8846	212.537	0.2082	0.1618
20210712111130	7.89868333333333	43.36595	5	23.0875	23.0865	38.3054	26.4176	4.9159	213.893	0.209	0.162
20210712111130	7.89868333333333	43.36595	6	22.92	22.9188	38.3025	26.4645	4.9263	214.338	0.199	0.1634
20210712111130	7.89868333333333	43.36595	7	22.7186	22.7171	38.2923	26.5155	4.9883	217.023	0.2029	0.1645
20210712111130	7.89868333333333	43.36595	8	22.3777	22.3761	38.2886	26.6113	4.9788	216.589	0.1996	0.1642
20210712111130	7.89868333333333	43.36595	9	21.6256	21.6239	38.2303	26.7795	5.2454	228.151	0.1963	0.1644
20210712111130	7.89868333333333	43.36595	10	19.5902	19.5883	38.3092	27.3977	5.4873	238.526	0.2067	0.1757
20210712111130	7.89868333333333	43.36595	11	17.5551	17.5532	38.2611	27.8816	5.9305	257.671	0.2297	0.198
20210712111130	7.89868333333333	43.36595	12	16.6915	16.6896	38.2891	28.1165	6.0822	264.204	0.2417	0.2198
20210712111130	7.89868333333333	43.36595	13	16.3141	16.312	38.3054	28.2192	6.093	264.644	0.2582	0.2313
20210712111130	7.89868333333333	43.36595	14	15.9568	15.9546	38.3111	28.3079	6.1666	267.821	0.255	0.2362
20210712111130	7.89868333333333	43.36595	15	15.7021	15.6997	38.3437	28.3925	6.1715	268.011	0.2588	0.2419
20210712111130	7.89868333333333	43.36595	16	15.5622	15.5596	38.3477	28.428	6.1495	267.046	0.2657	0.2455
20210712111130	7.89868333333333	43.36595	17	15.4231	15.4204	38.3585	28.4684	6.1478	266.963	0.2973	0.2526
20210712111130	7.89868333333333	43.36595	18	15.3138	15.3109	38.3581	28.4931	6.1921	268.877	0.3007	0.2538
20210712111130	7.89868333333333	43.36595	19	15.1559	15.1529	38.3681	28.5369	6.1817	268.416	0.3157	0.2644
20210712111130	7.89868333333333	43.36595	20	15.0903	15.0872	38.3707	28.5538	6.1693	267.871	0.3245	0.2652
20210712111130	7.89868333333333	43.36595	21	14.9449	14.9417	38.3779	28.5923	6.1968	269.057	0.3324	0.2718
20210712111130	7.89868333333333	43.36595	22	15.0118	15.0084	38.3805	28.5792	6.0868	264.283	0.3481	0.2762
20210712111130	7.89868333333333	43.36595	23	14.7811	14.7776	38.3813	28.6317	6.1159	265.535	0.3439	0.2787
20210712111130	7.89868333333333	43.36595	24	14.7052	14.7016	38.3815	28.6489	5.9991	260.459	0.3613	0.2912
20210712111130	7.89868333333333	43.36595	25	14.4281	14.4243	38.3846	28.7128	5.9913	260.103	0.383	0.2954
20210712111130	7.89868333333333	43.36595	26	14.3703	14.3664	38.3913	28.7308	5.9345	257.631	0.4343	0.3182
20210712111130	7.89868333333333	43.36595	27	14.2726	14.2686	38.394	28.7544	5.9393	257.834	0.4714	0.3285
20210712111130	7.89868333333333	43.36595	28	14.2533	14.2491	38.3974	28.7613	5.9156	256.803	0.5425	0.3494
